"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"37167000022",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,33,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"370510G3A-1",20,11,11,11,19,42,11,11,11,42,50,50,25,25,48,48,8,8,48,48,44,41,41,41,41,41,47,19,24,24,24,19,24,41,41,41,41,41,18,50,50,50,50,50,21,21,21,50,50,15,15,21,21,21,14,34,21,21,21,21,21,50,21,21,23,19,19,19,32,34,34,41,23,23,23,23,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
"37167000021",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,33,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"3700100003S",8,49,49,2,2,49,49,49,18,18,38,38,26,49,29,29,44,32,32,1,29,29,2,2,34,36,21,36,36,36,36,26,26,21,46,10,10,10,26,29,29,29,5,14,41,29,29,14,25,41,41,41,41,41,41,41,41,41,4,4,3,3,3,23,30,5,47,5,47,31,5,5,5,5,5,42,42,46,46,46,46,46,46,46,46,46,46,30,30,10,10,10,10,10,38,38,38,38,38,38,38
"37115GRAPEV",1,1,1,1,1,1,5,23,13,13,13,13,13,17,17,17,15,9,23,23,23,33,9,5,17,5,17,17,5,13,13,35,17,17,17,22,22,22,9,9,9,9,9,22,22,22,9,9,10,17,18,18,18,18,20,20,18,18,18,18,18,18,18,18,18,18,18,18,18,9,9,9,12,9,9,9,3,3,3,3,20,20,35,35,18,18,18,18,18,18,18,18,35,35,20,20,20,20,20,20,20
"37167000020",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,33,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37183004-05",49,37,48,37,37,27,41,32,32,41,27,27,14,14,14,14,49,49,11,36,36,11,11,11,19,19,49,11,44,29,47,44,47,11,11,11,47,47,47,6,36,39,44,11,11,11,36,49,32,6,36,39,47,47,27,39,47,5,6,15,15,15,11,11,11,11,11,11,15,15,15,25,25,25,4,4,31,2,2,37,2,32,41,41,41,41,41,32,34,34,34,34,48,48,2,2,2,2,2,2,2
"37125000WND",12,45,45,45,45,45,12,12,12,12,12,12,12,12,24,21,21,44,20,24,24,24,25,25,25,43,38,38,38,12,12,45,38,38,2,2,2,25,25,1,24,21,21,18,18,41,1,38,38,38,38,30,30,30,12,12,12,30,30,23,30,30,30,30,21,21,34,34,34,47,41,34,34,34,41,41,41,41,25,34,34,34,29,29,25,25,24,24,24,24,24,24,24,24,34,34,34,34,34,34,24
"37191000029",3,41,41,41,50,50,20,10,39,10,10,39,10,10,10,41,50,50,50,50,50,50,50,39,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"37183004-04",16,16,16,37,37,36,41,32,32,41,27,27,14,14,14,14,49,49,11,39,8,11,36,11,19,19,49,11,44,29,44,47,47,11,47,47,47,11,6,36,32,32,41,41,6,11,11,8,36,36,36,39,47,47,27,39,27,27,6,15,15,15,11,11,11,11,11,11,15,15,15,25,25,25,4,4,31,2,2,37,2,32,41,41,41,41,41,32,34,34,34,34,48,48,2,2,2,2,2,2,2
"3700100003N",8,49,49,2,2,49,49,49,18,18,38,38,26,49,29,29,44,32,32,1,29,29,6,34,34,36,21,36,36,26,26,26,26,21,46,10,10,10,26,29,29,29,5,14,41,29,29,14,25,41,41,41,41,41,41,41,41,41,4,4,3,3,3,23,30,5,47,5,47,31,5,5,5,5,5,42,42,46,46,46,46,46,46,46,46,46,46,30,30,10,10,10,10,10,38,38,38,38,38,38,38
"37191000028",3,41,41,41,50,50,20,10,10,25,10,39,10,10,10,41,50,50,50,50,50,50,50,39,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"37183004-03",16,16,16,37,37,36,41,27,27,3,27,27,14,14,14,14,49,48,8,8,36,11,11,11,19,19,49,11,44,29,44,47,47,47,47,47,11,11,6,36,32,32,41,39,11,11,36,49,32,6,36,8,49,49,27,39,5,39,15,15,15,15,11,11,11,11,11,11,15,15,15,49,49,47,47,47,47,47,37,2,47,47,47,47,47,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"37191000027",3,41,41,41,50,50,20,10,10,10,10,39,10,10,10,41,50,50,50,50,50,50,39,39,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"370210044.1",9,9,17,17,13,13,13,13,5,23,13,13,13,23,13,23,13,5,23,23,23,13,9,5,5,9,17,35,23,5,5,35,17,17,17,22,22,22,9,9,9,9,9,22,22,22,9,9,10,10,9,22,20,20,20,20,18,18,18,18,18,18,18,18,18,18,18,18,18,9,9,9,18,18,18,18,20,20,20,20,18,18,18,18,35,35,35,35,3,3,3,35,18,18,18,18,18,18,18,18,18
"37183004-02",16,16,16,37,37,36,41,32,32,41,27,27,14,14,14,14,49,49,11,39,36,11,11,11,19,19,49,11,44,29,44,47,47,11,47,47,47,11,6,36,32,32,41,41,6,11,36,49,32,6,36,39,39,47,27,39,5,39,15,15,15,15,11,11,11,11,11,11,15,15,15,25,25,25,4,4,31,2,2,37,2,32,41,41,41,41,41,32,34,34,34,34,48,48,2,2,2,2,2,2,2
"37191000026",3,41,41,41,50,50,20,10,10,10,10,39,10,10,10,41,50,50,50,50,50,50,39,39,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"37183004-01",16,16,16,37,37,36,41,32,32,41,27,27,14,14,14,14,49,49,39,39,8,49,11,11,19,34,32,11,44,29,44,44,47,11,47,47,47,11,44,44,44,39,44,11,11,11,11,8,8,14,47,47,47,47,27,39,27,27,6,15,15,15,11,11,11,11,11,11,15,15,15,25,25,25,4,4,31,2,2,37,2,32,41,41,41,41,41,32,34,34,34,34,48,48,2,2,2,2,2,2,2
"37167000028",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,35,33,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37191000024",3,41,41,41,50,50,20,10,10,10,10,39,10,10,10,41,40,40,25,25,50,50,39,44,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"3716300CLNE",36,3,47,40,50,50,20,10,10,25,4,25,4,42,42,41,40,40,25,25,42,42,44,44,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,14,15,15,15,16,42,42,42,34,34,50,2,15,34,34,14,14,14,50,34,34,50,21,34,19,19,19,19,19,23,23,48,41,23,23,23,23,23,23,23,49,49,49,49,48,48,23,23,14,14,14,14,29,29,29,14,29,14,14,14,14,14
"37167000027",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,35,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37167000026",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,33,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37167000025",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,33,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"3700100003W",8,49,49,2,2,49,49,49,18,18,38,38,26,49,29,29,44,32,32,1,29,29,6,34,34,36,21,36,36,36,36,26,26,46,46,10,10,10,26,29,29,29,5,14,41,29,29,14,25,41,41,41,41,41,41,41,41,41,4,4,3,3,3,23,30,5,47,5,47,31,5,5,5,5,5,42,42,46,46,46,46,46,46,46,46,46,46,30,30,10,10,10,10,10,38,38,38,38,38,38,38
"37167000024",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,33,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37167000023",46,42,42,46,14,14,45,45,45,8,24,24,24,24,35,33,38,38,24,20,7,30,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,24,38,38,12,17,33,33,33,33,28,28,28,45,45,45,45,45,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37025012-03",42,12,24,24,24,46,46,46,15,7,8,8,7,21,21,43,43,43,15,7,20,20,20,20,20,38,7,45,45,12,12,12,2,6,38,38,38,38,38,38,38,38,24,12,24,24,24,18,28,45,24,24,24,24,38,38,38,12,17,33,33,31,31,12,45,45,28,45,45,45,45,45,45,13,13,13,29,29,29,16,43,43,43,43,8,8,8,8,8,8,42,42,42,42,42,42,43,43,43,43,43
"370810NWASH",8,49,49,2,2,49,49,49,2,49,14,32,26,26,26,2,32,32,32,1,29,29,2,2,3,2,1,1,1,36,36,36,21,46,32,46,26,26,46,46,46,5,23,26,26,40,25,23,23,25,41,41,41,41,41,41,41,41,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,46,46,46,46,46,46,46,41,41,41,41,41,41,41
"37023000066",17,18,9,1,5,5,1,22,22,9,22,22,9,7,7,7,9,17,35,35,35,35,35,35,33,35,22,23,5,9,9,13,9,1,9,9,5,40,40,40,40,40,40,46,17,46,46,46,35,18,18,20,35,10,43,43,35,35,22,22,35,10,35,13,13,13,13,13,22,10,13,3,10,35,35,35,45,9,45,45,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37023000065",17,18,9,1,9,9,1,22,22,22,9,9,9,17,17,17,15,17,35,17,33,33,35,35,17,5,35,17,17,33,35,9,9,33,22,5,5,13,17,40,40,40,40,17,17,46,46,17,17,18,17,20,35,10,22,22,20,22,35,35,35,35,35,13,22,22,22,22,22,22,35,35,10,35,35,35,45,9,45,45,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37123000STA",12,45,45,45,45,45,12,12,12,12,12,12,12,12,35,21,33,44,20,20,7,30,38,20,25,43,7,45,45,12,12,12,2,6,2,15,7,25,25,1,24,24,21,18,18,41,1,38,38,30,12,24,38,38,24,38,38,30,30,23,30,30,30,30,21,21,34,34,34,47,41,34,34,34,41,41,41,41,25,34,34,34,29,29,25,25,24,24,24,24,24,24,24,24,34,34,34,34,34,34,24
"37023000064",17,18,9,1,9,9,1,22,22,22,9,9,9,17,17,17,15,9,17,35,35,9,17,17,33,35,22,23,17,33,35,9,9,1,9,9,5,13,17,40,40,40,40,46,17,46,46,17,17,18,17,20,35,35,35,35,43,43,43,10,35,10,35,13,22,22,22,22,22,22,35,35,10,35,35,35,45,9,45,45,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37023000062",18,17,9,1,5,1,1,22,22,9,9,9,9,17,17,17,15,17,35,17,33,33,35,35,17,5,35,17,5,9,9,13,23,13,13,9,5,40,40,17,40,17,17,46,17,46,46,17,17,18,18,20,35,10,43,43,35,35,22,22,10,35,10,10,10,10,10,10,10,22,35,35,10,35,35,35,45,9,45,45,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"37025012-09",42,12,24,24,24,46,46,46,21,21,28,28,28,46,12,24,24,24,12,15,20,20,43,43,20,38,25,25,15,15,15,15,15,15,15,15,7,2,2,2,21,24,38,24,12,38,38,1,30,30,12,24,38,38,38,31,17,33,33,17,31,33,33,28,28,28,45,28,28,28,28,28,28,28,43,29,8,12,8,8,28,28,28,28,8,8,8,8,8,8,42,42,42,42,42,42,43,43,43,43,43
"37147001501",41,10,10,47,40,29,39,40,40,39,39,10,47,4,47,47,47,47,47,4,37,37,27,40,40,18,18,27,27,32,32,16,32,27,4,50,42,42,50,27,27,27,27,49,34,19,19,19,19,19,19,19,19,2,16,16,16,16,16,16,16,36,16,16,36,36,16,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,27,6,6,6,6,6,6,6,6,27,6,21,21,11,11,27,27,27,27
"37025012-08",42,12,24,24,24,46,46,46,21,21,28,28,28,46,12,24,24,24,12,15,20,20,20,43,20,38,25,25,15,15,15,15,15,15,15,15,7,2,2,38,38,38,24,12,12,38,38,1,30,30,24,38,38,38,38,38,38,12,17,33,33,31,31,12,45,45,45,28,28,28,28,45,45,13,13,13,29,29,29,16,43,43,43,43,8,8,8,8,8,8,42,42,42,42,42,42,43,43,43,43,43
"37025012-06",42,12,24,24,24,46,46,46,45,7,8,8,7,21,12,24,24,24,12,15,38,30,43,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,38,38,38,38,38,12,17,33,33,33,33,28,28,28,45,28,28,28,28,28,28,28,43,29,8,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37025012-05",42,12,24,24,24,46,46,46,15,7,8,8,7,21,12,24,24,24,12,15,38,30,43,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,2,21,24,24,24,12,38,38,1,30,30,12,24,24,24,38,38,38,12,17,33,33,31,31,12,45,45,28,45,45,45,45,45,45,13,13,13,29,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37025012-04",42,12,24,24,24,46,46,46,15,7,8,8,7,21,21,43,43,43,15,7,20,20,38,20,7,25,7,45,45,12,12,12,2,6,15,15,7,2,2,38,38,38,24,12,12,38,38,1,30,30,12,24,24,24,38,38,38,12,17,33,33,31,31,12,45,45,28,45,45,45,45,45,45,13,13,13,29,29,29,16,43,43,43,43,24,24,25,28,28,28,28,28,28,33,33,33,33,25,25,25,25
"37147001509",41,10,10,47,10,29,39,40,40,39,39,10,47,4,47,47,47,47,47,4,37,37,27,40,4,37,18,27,27,32,32,4,32,27,4,50,42,42,50,27,27,27,27,49,34,19,19,19,19,42,42,2,19,2,16,16,16,16,16,16,16,36,16,16,36,36,16,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,27,6,6,6,6,6,6,6,6,27,6,21,21,11,11,27,27,27,27
"37147001507",41,10,10,47,40,29,39,40,40,39,39,10,47,4,47,47,47,47,47,4,37,37,27,40,4,37,18,27,27,32,32,4,32,27,4,50,42,42,50,27,27,27,27,49,34,19,19,19,19,19,19,19,19,2,16,16,16,16,16,16,16,36,16,16,36,36,16,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,27,6,6,6,6,6,6,6,6,27,6,21,21,11,11,27,27,27,27
"37147001506",40,40,10,47,40,29,39,40,40,39,39,10,47,4,47,47,47,47,47,4,37,37,27,40,4,18,18,27,27,32,32,4,32,27,4,50,42,42,50,27,27,27,27,49,34,19,19,19,19,19,19,19,19,2,16,16,16,16,16,16,16,36,16,16,36,36,16,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,27,6,6,6,6,6,6,6,6,27,6,21,21,11,11,27,27,27,27
"37191000018",3,41,41,41,50,50,20,10,39,10,10,39,10,10,10,41,50,50,50,50,50,50,50,39,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"37191000017",3,41,41,41,50,50,20,10,39,10,10,39,10,10,10,41,50,50,50,50,50,50,50,39,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"37023000070",17,18,9,1,5,1,1,22,22,22,9,9,9,7,7,7,9,17,35,35,35,9,17,17,17,5,35,17,5,9,9,13,13,33,22,5,5,13,17,40,40,40,40,17,17,46,46,17,17,18,17,20,35,10,43,43,35,35,35,35,10,35,35,13,22,22,22,22,22,22,35,35,10,35,35,35,45,9,45,45,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"3714100LT18",25,19,25,25,20,20,50,50,50,20,25,4,50,40,20,40,50,41,19,47,47,47,4,4,50,50,50,50,50,4,50,41,19,42,16,16,48,16,48,14,48,48,16,48,48,2,2,2,15,50,2,37,37,37,37,37,37,37,44,44,44,44,44,44,44,48,48,27,50,21,21,21,21,21,44,44,39,39,21,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
"37191000016",3,41,41,41,50,50,20,10,39,10,10,39,10,10,10,41,50,50,50,50,50,50,39,44,27,27,41,41,41,41,4,27,14,14,24,14,49,14,14,48,15,15,15,16,42,42,42,34,34,34,34,34,2,19,19,14,19,19,39,39,39,39,50,50,50,37,37,48,23,23,23,23,50,50,50,50,50,50,50,50,21,21,21,14,14,14,14,23,23,23,23,23,23,23,23,23,23,23,50,50,6
"3712700P06A",41,36,50,50,3,41,3,3,29,37,37,37,37,36,18,10,18,16,16,16,18,19,10,27,39,10,37,37,32,40,27,16,37,37,37,37,37,37,37,37,37,42,42,42,37,37,4,4,4,4,27,27,27,16,4,4,4,49,11,14,14,42,42,42,42,2,2,37,37,37,37,37,11,11,11,11,6,6,6,6,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37147001503",40,40,10,47,40,29,39,40,40,39,39,10,47,4,47,47,47,47,47,4,37,37,27,40,37,18,18,27,27,32,32,16,32,27,4,50,42,42,50,27,27,27,27,49,34,19,19,19,19,19,19,19,19,2,16,16,16,16,16,16,16,36,16,16,36,36,16,39,39,39,39,39,27,27,27,27,27,27,27,27,27,27,27,6,6,6,6,6,6,6,6,27,6,21,21,11,11,27,27,27,27
