"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37025012-05",7,3,3,9,5,11,13,9,8,6,13,11,11,4,5,5,3,4,8,13,12,5,6,5,3,1,10,6,1,13,4,10,10,6,13,2,3,5,5,7,3,4,3,3,10,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"37025012-04",7,3,3,10,5,11,13,9,8,6,11,11,11,4,5,3,3,4,8,13,12,5,6,5,11,1,10,6,1,13,4,10,10,5,10,10,1,5,5,7,3,4,3,3,10,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"37147001509",9,13,13,6,6,6,6,1,3,3,3,2,5,9,1,11,9,11,7,9,13,13,9,2,1,9,8,12,4,2,2,2,8,7,9,9,7,6,2,5,5,12,5,5,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37147001507",9,13,13,6,6,6,6,1,3,3,3,2,3,9,1,11,9,11,7,9,13,13,9,2,1,9,8,12,12,12,5,9,9,9,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"37147001506",9,13,13,6,6,6,6,1,3,3,3,2,3,9,1,11,9,11,7,9,13,13,9,2,1,9,8,12,4,2,2,2,8,7,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"37191000018",9,13,13,6,4,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,9,13,8,2,1,5,5,1,2,2,7,7,7,8,6,8,8,2,6,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37191000017",9,13,13,6,4,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,9,8,8,2,1,5,5,1,2,2,7,7,7,8,6,8,8,2,6,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37023000070",1,1,7,5,12,9,5,13,6,8,11,7,7,8,11,8,5,13,13,4,7,7,7,6,6,10,6,2,9,11,1,1,11,11,11,11,10,10,4,10,10,10,9,11,11,11,11,9,9,9,9,9,2,2,3,3,3,3,3,3,3
"3714100LT18",4,8,6,4,4,1,3,3,4,2,2,1,5,3,13,4,11,9,11,7,11,9,8,2,9,13,13,12,4,2,2,2,8,7,9,9,7,6,2,5,5,12,5,5,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37191000016",9,13,13,6,4,3,1,11,4,5,9,1,3,3,13,1,12,10,7,8,9,8,8,2,1,5,5,1,2,2,7,7,7,8,6,8,8,2,6,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"3712700P06A",11,9,10,8,8,3,1,12,3,12,5,12,1,5,4,11,9,11,9,8,9,8,12,12,1,9,8,13,12,12,5,9,9,9,8,12,8,2,6,2,7,5,7,13,5,8,10,10,10,10,10,10,10,10,10,10,10,10,5,5,10
"37147001503",9,13,13,6,6,6,6,1,3,3,3,2,3,9,1,11,9,11,7,9,13,13,9,2,1,9,8,12,12,12,5,9,9,9,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"37191000015",9,13,13,6,6,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,11,13,8,2,1,5,5,12,13,2,7,7,7,8,6,9,7,6,2,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37191000014",9,13,13,6,4,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,11,13,8,2,1,5,5,12,13,2,7,7,7,8,6,8,8,2,2,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37067000405",8,2,1,1,10,5,9,6,9,4,6,4,4,6,6,13,8,7,4,2,5,12,13,13,10,3,7,11,11,1,11,11,3,4,4,1,2,9,9,4,1,1,1,4,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"37191000013",9,13,13,6,6,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,11,8,8,2,1,5,5,1,2,2,7,7,7,8,6,8,8,2,6,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37067000404",8,2,1,2,10,5,9,6,9,4,6,4,4,6,6,13,8,7,4,2,5,12,13,13,10,3,7,11,11,1,11,11,3,4,4,1,2,9,9,4,1,1,1,4,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"3712500WKWD",12,7,2,9,7,10,7,2,2,9,9,3,2,5,9,10,3,2,2,11,8,11,11,5,11,1,1,4,13,6,13,7,4,6,13,8,3,7,7,6,12,7,12,12,12,12,5,5,13,13,13,1,1,1,1,8,8,8,4,4,13
"3707700EAOX",11,9,10,8,8,3,11,8,11,1,5,5,1,5,4,1,12,10,9,8,13,10,12,12,8,8,12,8,7,7,12,7,7,8,6,8,8,2,6,2,2,2,13,6,6,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37067000403",8,2,1,1,10,5,9,6,9,4,6,4,4,6,6,13,8,7,4,2,5,12,13,13,10,3,7,11,11,1,11,11,3,4,4,1,2,9,9,4,1,1,1,4,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"37067000402",8,2,1,2,10,5,9,6,9,4,6,4,4,6,6,13,8,7,4,2,5,12,13,13,10,3,7,11,11,1,11,11,3,4,4,1,2,9,9,4,1,1,1,4,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"37067000401",8,2,1,2,10,5,9,6,9,4,6,4,4,6,6,13,8,7,4,2,5,12,13,13,10,3,7,11,11,1,11,11,3,4,4,1,2,9,9,4,1,1,1,4,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"3713300HN14",4,8,6,4,4,1,3,3,4,2,2,1,5,3,13,4,11,9,11,7,11,9,8,2,9,13,13,12,4,2,2,2,8,7,9,9,7,6,2,5,5,12,5,5,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37175000TC1",1,5,5,12,2,2,2,10,10,10,10,10,8,7,7,6,6,5,10,10,4,4,4,7,6,6,2,3,3,3,3,3,1,1,1,4,4,4,10,11,11,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"3703100ATSL",4,8,6,6,6,6,6,1,3,3,2,2,5,9,1,11,11,9,11,9,13,9,9,8,9,9,8,13,12,12,5,9,9,9,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"371150SANDY",1,5,5,12,2,2,2,10,10,10,10,10,8,7,7,6,5,5,10,10,4,4,4,7,6,6,2,3,3,3,3,3,1,1,1,4,4,4,10,11,11,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"37175000TC7",1,5,5,12,2,2,2,10,10,10,10,10,8,7,7,6,6,5,10,10,4,4,4,7,6,6,2,3,3,3,3,3,1,1,1,4,4,4,10,11,11,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"3719700EBND",8,2,1,1,10,5,9,6,9,4,6,7,4,6,6,8,13,4,4,2,5,12,13,6,10,10,7,11,11,1,11,11,3,4,4,1,2,9,9,4,1,1,1,4,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"37191000023",9,13,13,6,4,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,11,8,8,2,1,5,5,1,2,2,7,7,7,8,6,8,8,2,6,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37191000022",9,13,13,6,4,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,9,8,8,2,1,5,5,1,2,2,7,7,7,8,6,8,8,2,6,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"37191000021",9,13,13,6,4,3,1,11,4,2,3,1,3,3,13,1,12,10,7,8,9,8,8,2,1,5,5,1,2,2,7,7,7,8,6,8,8,2,6,2,7,5,7,13,5,10,8,4,4,4,4,4,5,5,5,4,4,4,5,5,4
"3703100MASM",4,8,6,6,6,1,3,1,3,3,2,1,5,9,1,11,11,9,11,9,13,9,9,8,9,13,13,13,12,12,5,9,9,9,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"3712700P05A",11,9,10,8,8,3,1,12,3,12,5,2,1,5,13,11,12,10,9,8,9,8,12,8,1,9,8,13,12,12,5,9,9,9,8,12,12,12,12,12,7,5,7,13,5,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"370970000CD",3,1,3,10,12,9,5,9,8,6,11,8,11,10,8,8,13,13,13,13,12,5,6,6,3,10,11,2,10,4,1,11,11,4,4,1,2,9,11,9,4,3,4,1,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"3719905-GRE",1,5,7,12,2,9,5,10,10,10,10,10,8,8,6,6,5,5,10,10,4,4,4,7,6,6,2,3,3,3,3,3,1,1,1,4,4,4,10,10,10,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"3708700BE56",1,5,5,12,2,2,2,10,10,10,10,10,8,7,7,6,6,5,10,10,4,4,4,7,6,6,2,3,3,3,3,3,1,1,1,4,4,4,10,11,11,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"371570000IR",12,2,11,2,10,4,8,8,13,4,4,4,6,11,9,10,4,7,4,2,5,12,1,10,13,4,9,7,8,5,8,8,2,3,3,3,11,13,13,13,13,13,2,2,4,4,4,8,8,8,8,8,8,8,8,1,1,1,1,1,1
"3719700DCRK",7,2,1,1,10,5,9,6,13,4,11,7,4,6,6,8,13,4,4,13,12,5,13,6,10,10,7,11,11,1,11,11,3,4,4,1,2,9,9,4,1,1,1,4,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"370210050.1",1,5,5,12,2,2,2,10,10,10,10,10,8,7,7,6,5,5,10,10,4,4,4,7,6,6,2,3,3,3,3,3,1,1,1,4,4,4,10,11,11,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"370970000CS",3,2,3,10,12,9,8,9,8,6,6,8,11,10,8,8,13,4,13,13,12,5,6,6,3,10,11,2,10,4,11,11,3,4,4,1,2,11,11,9,4,3,4,1,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"3706100KENA",4,6,13,13,4,1,12,11,12,2,3,1,3,3,13,4,11,10,7,11,11,9,8,2,9,13,13,12,4,9,2,2,8,7,9,7,7,6,2,2,5,12,5,5,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37001000011",13,10,11,3,13,13,11,8,2,13,12,5,6,11,9,10,10,1,4,2,5,12,2,1,12,4,4,5,8,5,8,8,2,3,3,3,11,13,13,3,6,6,6,7,7,7,1,1,1,1,1,13,13,13,13,13,13,13,13,13,8
"37081000RC2",12,2,11,2,1,4,8,5,13,13,4,6,6,11,9,10,4,3,5,1,1,12,1,10,13,4,9,7,8,5,8,8,2,3,3,3,11,13,13,13,13,13,2,2,4,4,4,8,8,8,8,8,8,8,8,1,1,1,1,1,1
"37081000RC1",12,2,11,2,1,4,8,8,13,13,4,6,6,11,9,10,4,3,5,1,1,12,1,10,13,4,9,7,8,5,8,8,2,3,3,3,11,13,13,13,13,13,2,2,4,4,4,8,8,8,8,8,8,8,8,1,1,1,1,1,1
"3710900LS12",3,3,7,5,5,9,13,9,6,6,13,7,7,8,11,7,13,13,13,4,7,7,7,3,7,11,6,10,9,4,1,1,11,11,11,11,10,10,4,10,10,10,9,9,2,11,11,9,9,9,9,9,2,2,3,3,3,3,3,3,3
"371170000BG",11,13,10,6,6,6,6,1,3,3,3,2,3,9,1,11,9,11,7,9,13,13,9,8,1,9,8,13,12,12,5,9,9,9,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"370210022.2",1,5,5,12,2,2,2,10,10,10,10,10,8,7,7,6,5,5,10,10,4,4,4,7,6,6,2,3,3,3,3,3,1,1,1,4,4,4,10,11,11,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"3712700P08A",11,9,10,8,8,6,6,12,3,3,5,12,1,5,4,1,9,11,9,9,9,8,12,8,1,9,8,13,12,12,5,9,9,9,8,12,12,12,12,12,7,5,7,13,5,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"371490TR123",3,5,5,12,2,2,2,10,10,10,10,10,8,7,7,6,6,5,10,4,4,4,4,7,7,6,2,3,3,3,3,3,1,1,1,4,4,4,10,11,11,11,11,11,11,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9
"37001000013",13,10,11,2,1,13,11,5,2,13,4,5,6,11,9,10,4,3,4,2,5,12,1,10,13,4,9,7,8,5,8,8,2,3,3,3,11,13,13,13,13,13,2,2,4,4,4,8,8,8,8,8,8,8,8,1,1,1,1,1,1
"37125000BEN",12,4,2,9,7,10,7,2,2,11,7,11,6,11,9,10,4,2,2,11,8,11,11,5,4,1,1,4,13,13,4,5,4,6,13,2,3,5,5,7,3,4,3,3,10,1,5,5,13,13,13,1,1,1,1,8,8,8,4,4,13
"3703100BFT2",4,8,6,4,6,1,3,1,3,3,2,1,5,9,1,11,11,9,11,7,13,9,9,8,9,13,13,13,12,12,5,9,9,9,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"3703100BFT1",4,8,6,4,6,1,3,1,3,3,2,1,5,9,1,11,11,9,7,7,13,9,9,8,9,13,13,13,12,12,5,9,9,9,8,12,12,12,12,12,2,2,13,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"3710900LB34",3,3,7,5,5,9,13,9,6,6,13,7,7,8,11,7,13,13,13,4,7,7,7,3,7,11,6,10,9,4,1,1,11,11,11,11,10,10,4,10,10,10,9,9,2,11,11,9,9,9,9,9,2,2,3,3,3,3,3,3,3
