"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"3700100003S",10,8,12,1,2,3,8,7,7,6,10,7,11,2,6,6,14,11,7,6,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37115GRAPEV",6,7,7,6,4,2,12,2,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37167000020",13,12,1,13,14,5,3,8,8,10,1,1,4,9,2,7,2,12,12,1,1,1,6,1,9,1,2,10,14,11,13,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37183004-05",1,13,13,12,3,11,4,4,6,1,7,6,12,6,3,3,4,14,8,8,8,3,5,5,5,5,13,7,3,3,3,3,4,3,12,12,12,12,12,12,12,12,12,12,12,5,5,3,3,3,3
"37125000WND",13,11,2,9,14,5,3,12,8,10,1,1,4,9,2,7,2,14,11,4,5,13,7,11,12,3,9,5,2,9,2,5,5,5,10,10,10,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37191000029",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37183004-04",12,13,13,12,8,10,6,4,6,1,7,6,12,6,3,3,4,14,8,7,4,3,5,5,5,5,5,9,5,12,2,14,14,12,12,12,12,12,12,12,12,12,12,12,12,5,5,3,3,3,3
"3700100003N",10,8,12,1,2,3,8,7,7,6,10,7,11,2,6,6,14,11,7,6,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37191000028",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37183004-03",12,13,13,12,8,10,4,6,3,1,7,6,12,6,14,9,11,7,5,7,4,3,13,7,13,13,5,9,5,12,12,12,14,14,5,5,8,3,3,7,7,7,7,7,7,3,3,3,3,5,5
"37191000027",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"370210044.1",6,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37183004-02",12,13,13,12,8,10,4,4,6,1,7,6,12,6,3,3,11,14,8,7,4,3,5,5,5,5,13,7,3,3,3,3,4,3,12,12,12,12,12,12,12,12,12,12,12,5,5,3,3,3,3
"37191000026",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37183004-01",12,13,13,12,3,11,4,4,6,1,7,6,12,6,3,3,4,14,8,8,8,3,5,5,5,5,13,7,3,3,3,3,4,3,12,12,12,12,12,12,12,12,12,12,12,5,5,3,3,3,3
"37167000028",13,12,1,13,14,5,3,8,8,10,1,1,4,9,2,7,2,12,12,1,2,9,6,1,9,14,2,12,12,13,13,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37191000024",11,3,10,11,8,10,10,3,5,3,11,10,14,5,14,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"3716300CLNE",11,3,10,10,10,1,13,11,11,3,4,14,14,5,14,5,9,9,13,5,11,6,11,13,7,8,7,8,13,7,7,7,7,8,7,4,4,7,7,3,3,3,3,3,3,7,7,4,4,4,4
"37167000027",13,12,1,9,14,5,3,8,8,10,1,1,4,9,2,7,2,12,12,1,2,9,6,1,9,1,2,12,12,13,13,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37167000026",13,12,1,13,14,5,3,8,8,10,1,1,4,9,2,7,2,12,12,1,2,9,6,1,9,14,2,12,12,13,13,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37167000025",14,12,5,13,5,5,9,8,8,10,1,1,4,9,2,7,2,12,12,1,2,1,1,1,9,14,2,12,12,13,13,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"3700100003W",10,8,12,1,2,3,8,7,7,6,10,7,11,2,6,6,14,4,2,6,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37167000024",14,9,5,13,5,14,9,8,8,10,1,1,4,9,2,7,2,12,12,1,1,1,6,1,9,1,2,10,14,11,13,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37167000023",14,12,1,13,14,5,3,8,8,10,1,1,4,9,2,7,2,12,12,1,1,1,1,1,9,14,2,12,12,13,13,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37025012-03",14,9,1,5,5,14,1,13,1,12,1,9,4,9,2,10,13,12,1,9,1,1,6,1,9,1,14,10,14,11,10,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"370810NWASH",10,12,12,1,2,3,8,10,7,6,2,7,11,2,6,6,14,4,2,11,5,14,14,12,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37023000066",7,5,9,7,6,6,14,2,9,9,9,2,8,3,13,14,1,1,6,10,12,10,2,9,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"37023000065",7,5,9,7,6,6,14,2,9,9,9,2,8,3,13,13,3,1,10,10,12,10,2,9,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"37123000STA",13,12,4,9,14,5,1,8,8,10,1,1,4,9,2,7,2,12,12,1,2,13,6,1,9,1,2,5,2,9,2,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"37023000064",7,5,9,7,6,6,14,14,9,9,9,2,8,3,13,13,3,1,10,10,12,10,2,9,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"37023000062",6,5,9,6,6,6,12,2,9,9,9,2,8,3,1,14,1,1,6,10,12,2,2,9,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"37025012-09",14,9,9,4,5,14,1,13,1,10,1,9,2,9,2,10,13,3,1,9,1,1,6,1,9,1,14,10,14,11,10,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"37147001501",3,10,11,8,12,13,13,3,4,11,3,3,5,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37025012-08",14,9,9,4,5,14,1,13,1,10,1,9,2,9,2,10,13,12,1,9,1,1,6,1,9,1,14,10,14,11,10,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"37025012-06",14,9,1,4,5,14,1,13,1,10,1,9,4,9,2,7,13,12,1,9,1,1,6,1,9,1,14,10,14,11,10,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"37025012-05",14,9,1,4,5,14,1,13,1,10,1,9,4,9,2,7,13,12,1,9,1,1,6,1,9,1,14,10,14,11,10,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"37025012-04",14,9,1,4,5,14,1,13,1,10,1,9,4,9,2,10,13,12,1,9,1,1,6,1,9,1,14,10,14,11,10,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"37147001509",3,10,11,8,12,13,13,3,4,11,3,3,5,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37147001507",3,10,11,8,12,13,13,3,4,11,3,3,5,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37147001506",3,10,11,8,12,13,13,3,4,11,3,3,5,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37191000018",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37191000017",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37023000070",7,5,9,6,6,6,14,2,9,9,9,2,8,3,13,13,3,1,6,10,12,10,2,9,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"3714100LT18",2,14,8,10,10,1,5,5,5,7,4,5,1,14,12,4,8,13,14,13,14,7,8,4,4,8,8,8,13,7,7,7,7,8,7,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7
"37191000016",11,3,10,11,8,10,10,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"3712700P06A",11,2,14,3,11,12,10,11,3,3,6,10,10,5,4,12,5,5,4,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37147001503",3,10,11,8,12,12,13,3,4,11,3,3,10,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37191000015",11,3,11,11,8,10,10,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,4,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,8
"37191000014",11,3,11,11,8,10,10,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,8
"37067000405",14,4,3,14,7,7,2,10,14,14,2,4,7,7,9,14,1,2,2,2,3,12,12,14,14,11,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"37191000013",11,3,11,11,8,10,10,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,4,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37067000404",8,4,3,14,7,7,2,10,14,14,2,12,7,7,9,14,1,2,9,2,3,12,12,14,14,11,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"3712500WKWD",13,11,2,9,14,5,3,12,8,4,14,1,4,9,2,7,2,9,11,4,7,8,7,11,12,3,9,5,2,9,2,5,5,5,10,10,10,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"3707700EAOX",1,2,14,3,11,12,11,8,7,5,7,6,10,5,3,6,14,11,7,11,13,14,3,11,11,3,9,7,3,3,3,3,4,3,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37067000403",8,4,3,14,7,7,2,10,14,14,2,12,7,7,9,14,1,2,9,2,3,12,12,14,14,11,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"37067000402",8,4,3,14,7,7,2,10,14,14,2,12,7,7,9,14,1,2,2,2,3,12,12,14,14,11,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"37067000401",14,4,3,14,7,7,14,10,14,14,2,12,7,4,9,11,1,2,2,2,3,12,12,14,14,11,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"3713300HN14",2,3,8,10,10,1,13,5,5,7,4,5,1,14,12,4,8,13,14,13,14,7,8,4,4,8,8,8,13,7,7,7,7,8,7,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7
"37175000TC1",6,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"3703100ATSL",3,10,11,8,12,13,13,3,4,11,3,3,5,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"371150SANDY",6,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37175000TC7",6,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"3719700EBND",8,4,3,14,5,7,14,2,14,14,2,4,7,7,9,14,1,2,9,2,3,12,12,14,14,12,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"37191000023",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37191000022",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37191000021",11,3,10,11,8,10,13,11,11,3,11,10,14,5,4,5,12,8,13,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"3703100MASM",2,10,11,8,12,13,13,3,4,11,3,3,5,12,12,12,8,5,4,13,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3712700P05A",11,2,10,8,12,12,10,11,3,3,6,10,10,5,5,12,5,5,4,5,13,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"370970000CD",8,9,1,4,5,9,14,14,10,12,12,9,8,7,1,10,13,1,6,10,1,1,6,1,1,6,14,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"3719905-GRE",6,7,9,7,6,2,12,2,9,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,1,10,6,6,11,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"3708700BE56",6,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"371570000IR",10,8,3,1,2,3,8,10,7,12,2,7,11,2,6,6,7,4,2,11,13,14,14,12,12,11,11,11,9,2,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"3719700DCRK",8,4,1,14,5,7,14,7,14,12,12,4,3,7,9,14,1,2,9,2,3,12,12,14,14,12,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"370210050.1",6,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"370970000CS",8,9,1,4,5,6,14,7,8,12,12,4,3,7,1,10,13,3,6,10,1,12,12,1,1,6,14,14,11,1,11,11,11,13,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"3706100KENA",11,3,8,11,8,10,13,5,5,3,11,10,14,5,4,5,8,13,13,5,11,6,11,4,7,8,3,3,13,7,7,7,7,8,7,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7
"37001000011",10,8,12,1,2,3,11,7,7,5,10,7,11,2,6,6,14,11,7,11,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37081000RC2",10,12,12,1,2,8,8,7,7,6,10,7,11,2,11,6,14,4,2,6,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,13,12,12,12,12,12
"37081000RC1",10,8,12,1,2,3,8,7,7,6,10,7,11,2,11,6,14,4,2,11,5,14,14,12,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,13,12,12,12,12,12
"3710900LS12",7,5,9,7,9,9,7,2,10,9,9,2,2,3,13,13,3,1,6,10,12,10,2,2,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"371170000BG",3,10,11,8,12,13,13,3,4,11,3,3,5,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"370210022.2",6,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"3712700P08A",11,2,14,3,12,12,10,11,3,3,6,10,10,5,4,12,5,5,4,5,13,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"371490TR123",7,7,7,6,4,2,12,9,13,13,13,13,13,8,7,1,10,10,10,12,10,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37001000013",10,8,12,1,2,8,8,7,7,5,10,7,11,2,6,6,14,11,7,11,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37125000BEN",13,11,12,9,14,5,6,8,8,10,1,1,4,9,2,11,14,14,7,6,5,13,7,11,12,3,9,5,2,9,2,9,9,11,11,9,9,5,5,5,9,9,9,9,9,9,9,9,9,9,10
"3703100BFT2",2,14,11,8,12,13,13,3,4,11,3,3,5,12,12,4,8,13,4,13,14,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3703100BFT1",2,14,11,8,12,13,13,3,4,11,3,3,5,12,12,4,8,13,4,13,14,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3710900LB34",7,5,9,7,9,9,7,14,10,9,9,2,2,3,13,13,3,1,6,10,12,10,2,2,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"3708300CONC",11,2,14,3,11,12,10,3,3,3,3,3,10,12,5,12,5,5,4,14,6,4,4,3,3,4,3,3,7,4,8,4,3,4,8,7,7,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"3705100LR63",13,11,2,2,1,5,3,12,12,4,14,14,6,10,10,8,9,9,11,4,7,8,7,8,8,9,7,13,8,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
"3705500KTHK",3,10,11,8,12,13,13,3,4,11,3,3,5,12,5,12,5,5,4,14,6,4,4,3,3,4,4,4,4,8,4,8,8,7,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"370970000FT",7,9,1,4,5,9,14,14,10,12,8,9,8,3,1,10,13,3,1,10,1,1,6,1,1,6,14,14,11,1,11,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"37001000001",4,8,12,1,2,8,8,8,7,6,10,7,11,2,6,6,14,11,7,6,13,14,3,11,12,3,9,5,2,9,2,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"3708100H29B",10,12,4,14,2,3,8,7,14,14,2,12,3,4,11,11,7,4,2,6,5,13,14,12,12,11,11,2,9,2,14,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"3716300GIDD",11,3,10,11,8,10,13,11,11,3,4,14,14,5,14,5,9,9,13,5,11,6,11,13,7,8,7,8,13,7,7,7,7,8,7,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4
"3708100H29A",10,12,4,1,2,3,8,10,14,14,2,12,3,4,11,11,7,4,2,6,5,13,14,12,12,11,11,2,2,2,14,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37005000004",8,4,3,4,7,7,14,2,9,12,12,4,3,3,9,14,1,2,9,2,3,12,12,14,14,12,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"3712700P07A",11,2,14,3,11,12,10,11,3,3,6,10,10,5,4,12,5,5,4,5,11,6,11,13,7,7,3,3,7,4,8,4,3,4,3,8,3,7,7,3,3,3,3,3,3,7,7,7,4,4,4
"37005000001",8,4,3,4,7,7,14,2,9,12,12,4,3,3,9,14,1,2,9,2,3,12,12,14,14,12,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"37001000007",4,8,12,1,2,8,8,8,7,6,10,7,11,2,6,6,14,11,7,6,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"370030000B1",7,5,9,7,5,6,14,2,9,9,9,2,8,3,1,13,3,1,6,10,12,10,2,9,1,6,10,14,11,1,11,11,11,2,2,2,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14
"37001000005",10,8,12,1,2,3,11,7,7,6,10,7,11,2,6,6,14,11,7,6,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37025001-02",14,9,6,13,9,4,1,1,1,8,1,1,4,9,2,7,13,3,3,3,1,1,6,1,2,1,14,10,14,11,10,1,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
"37001000004",10,8,12,1,2,3,11,7,7,6,2,7,11,2,6,6,14,11,7,6,13,14,3,11,11,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"37001000002",4,8,12,1,2,8,8,8,7,6,10,7,11,2,6,6,14,11,7,6,13,14,3,11,12,3,9,5,9,9,14,14,12,12,4,3,5,9,9,9,5,5,5,5,5,12,12,12,12,12,12
"370970000EM",8,4,1,4,5,7,14,7,14,12,12,4,3,7,9,10,1,3,9,2,3,12,12,14,14,12,12,11,10,10,1,1,1,1,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"3719700SLIB",8,4,3,14,5,7,14,7,14,14,12,4,3,7,9,14,1,2,9,2,3,12,12,14,14,12,12,11,10,10,1,10,13,13,14,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11
"37025001-08",14,9,6,4,9,14,1,13,1,10,1,9,4,9,2,7,13,3,1,9,1,1,6,1,9,1,14,10,14,11,13,9,1,1,9,11,11,11,11,14,14,14,14,14,1,1,1,1,1,1,1
