"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"37167000022",18,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,32,32,35,43,11,35,11,11,11,43,43,27,38,35,35,50,50,50,34,34,50,32,32,4,4,14,4,12,13,13,11,11,11,11,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"370510G3A-1",4,17,27,48,4,48,4,31,10,31,6,6,6,36,21,21,21,3,3,3,3,28,40,48,27,27,27,27,14,48,14,14,48,48,48,14,10,10,14,40,40,40,31,37,6,37,5,5,5,29,5,7,3,39,28,28,7,14,14,14,3,14,14,14,14,50,19,19,19,50,50,50,19,3,4,4,4,4,4,19,4,4,4,4,4,5,40,40,40,40,40,5,40,40,40,40,5,5,5,5,5
"37167000021",18,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,35,35,21,21,9,9,11,11,11,43,43,27,38,35,35,50,50,50,34,34,50,32,32,4,4,14,4,12,13,13,39,39,32,32,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"3700100003S",48,15,49,49,49,26,47,47,47,11,47,47,15,13,13,15,15,7,15,15,50,20,20,20,31,31,19,32,32,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,30,30,30,30,30,30,30,30,30,12,45,45,24,40,40,30,22,22,30,30,30,30,30,30,46,46,45,45,45,33,33,45,13,2,2,2,33,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"37115GRAPEV",24,44,29,12,12,29,29,29,16,16,29,24,1,29,29,1,1,1,1,1,29,23,12,12,12,23,23,1,44,1,18,18,18,44,44,44,44,44,44,18,23,23,23,23,47,47,49,49,49,49,49,49,49,23,23,23,23,23,23,23,27,47,44,44,47,47,21,21,21,21,47,47,47,47,47,44,44,44,44,44,44,26,26,44,47,44,44,44,44,44,44,44,47,47,23,23,23,44,44,47,47
"37167000020",18,49,18,18,18,33,27,9,46,46,18,18,18,18,18,18,27,18,27,32,32,21,21,9,9,11,47,9,8,8,27,1,50,50,50,50,50,34,34,50,32,32,4,4,14,4,12,10,10,11,11,11,11,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"37183004-05",21,21,21,14,19,27,26,26,50,40,42,26,26,25,25,48,50,49,49,39,39,42,42,4,49,49,49,26,26,7,7,7,4,30,30,30,30,31,31,39,39,45,39,39,39,39,45,45,46,13,13,13,13,13,13,13,46,17,38,13,13,13,13,13,13,13,17,1,48,48,37,37,37,37,37,37,37,17,17,17,17,17,17,10,46,46,46,17,13,13,13,38,38,48,13,13,7,7,7,7,37
"37125000WND",15,6,48,27,27,19,19,19,14,14,31,31,4,4,4,39,39,39,39,42,21,32,14,3,3,14,14,14,48,27,40,40,40,40,40,40,48,48,48,48,3,3,10,10,10,10,40,39,39,3,3,3,39,3,37,3,3,28,28,28,37,37,1,37,37,3,3,37,17,36,36,2,28,4,19,19,40,40,40,40,40,40,40,19,19,19,19,3,3,31,31,3,31,25,25,25,45,2,45,45,45
"37191000029",37,31,31,40,37,31,21,25,39,6,8,28,28,30,30,40,40,17,6,26,26,40,10,17,10,10,40,36,36,36,36,25,25,25,3,43,42,25,42,36,36,42,42,42,29,42,42,42,42,42,43,50,6,6,6,19,25,25,25,7,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"37183004-04",21,21,21,14,14,14,36,6,40,40,42,26,26,25,42,42,42,8,8,39,39,42,42,4,49,49,49,26,26,7,7,7,4,30,5,5,30,31,31,39,39,45,39,39,39,39,32,32,32,32,32,48,17,48,48,29,17,17,43,37,1,17,17,13,13,13,17,17,48,48,37,37,37,37,37,37,37,17,17,17,17,17,17,10,46,46,46,17,13,13,13,38,38,48,13,13,7,7,7,7,37
"3700100003N",49,15,26,49,49,49,47,47,47,11,47,47,15,13,13,15,15,13,15,15,50,20,20,20,31,31,19,31,32,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,9,30,30,30,30,30,30,30,30,12,45,45,24,40,40,30,22,22,30,30,30,30,30,46,46,46,45,45,45,33,33,45,13,2,2,2,2,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"37191000028",31,31,31,3,28,31,21,25,39,6,8,28,28,30,30,40,40,17,6,26,26,40,10,17,10,26,40,36,36,36,36,25,25,25,3,43,42,25,42,36,36,42,42,42,29,42,42,42,42,42,43,50,6,6,6,19,25,25,25,7,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"37183004-03",21,21,21,14,14,14,36,6,40,25,42,26,26,25,42,42,42,8,8,39,39,42,42,4,49,49,49,26,5,4,4,4,4,4,5,5,30,31,31,39,39,45,39,39,39,39,32,32,32,32,48,36,17,48,48,29,17,17,43,43,17,17,17,13,13,13,13,1,48,48,37,37,37,37,37,37,37,17,17,17,17,17,17,10,46,46,46,17,13,13,13,38,38,48,13,13,7,7,7,7,37
"37191000027",37,31,31,3,28,31,21,25,39,6,46,28,28,30,30,40,40,17,6,26,26,40,10,17,10,26,40,36,36,37,42,42,25,25,3,43,42,25,42,36,36,42,42,42,29,42,42,42,42,42,43,50,6,6,6,19,25,25,25,7,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"370210044.1",12,12,29,1,1,1,29,29,29,29,1,1,1,29,29,29,29,1,1,1,1,12,23,23,18,12,12,44,23,18,24,18,44,27,27,23,24,24,18,21,23,23,18,47,47,18,18,18,18,18,47,27,27,27,27,49,27,27,49,27,23,23,49,49,49,27,27,27,27,27,27,49,49,41,41,41,41,41,49,41,23,23,23,23,23,23,23,23,23,23,23,23,23,23,44,44,44,23,23,23,23
"37183004-02",21,21,21,14,14,14,36,6,40,40,42,26,26,25,42,42,42,8,8,39,39,42,42,4,49,49,49,26,26,7,7,7,4,30,5,5,30,31,31,39,39,45,39,39,39,39,32,32,32,32,32,48,17,48,48,29,46,17,43,37,1,17,17,13,13,13,17,1,48,48,37,37,37,37,37,37,37,17,17,17,17,17,17,10,46,46,46,17,13,13,13,38,38,48,13,13,7,7,7,7,37
"37191000026",31,31,31,40,37,31,21,25,39,6,8,28,28,30,30,40,40,17,6,26,26,40,10,17,10,26,40,36,36,37,42,42,25,25,3,43,42,25,42,36,36,42,42,42,29,42,42,42,42,42,43,50,6,6,6,19,25,25,25,7,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"37183004-01",21,21,21,14,14,14,36,6,40,40,42,26,26,25,42,42,42,42,8,39,39,42,42,4,49,49,49,26,26,7,7,7,4,30,5,5,30,31,31,39,39,45,39,39,39,39,45,45,46,13,13,13,13,13,13,13,46,17,43,37,1,17,17,13,13,13,17,1,48,48,37,37,37,37,37,37,37,17,17,17,17,17,17,10,46,46,46,17,13,13,13,38,38,48,13,13,7,7,7,7,37
"37167000028",18,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,32,32,21,21,9,9,11,47,9,8,8,27,1,50,50,50,50,50,34,34,50,32,32,4,4,14,4,12,10,10,39,39,32,32,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"37191000024",37,37,17,40,37,31,21,25,39,6,46,10,28,30,30,40,40,40,26,26,26,40,10,17,10,26,40,36,36,37,42,42,25,25,3,42,42,25,42,36,36,48,48,46,29,5,37,43,28,6,42,42,14,14,14,14,14,7,15,15,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"3716300CLNE",31,37,27,40,37,37,37,37,28,8,46,10,31,8,6,3,3,46,46,36,46,10,48,40,28,36,36,40,3,42,37,6,6,42,42,42,43,3,3,3,28,48,48,46,42,5,37,43,28,6,42,42,14,14,14,14,14,7,15,15,7,7,10,19,29,14,10,4,42,4,5,4,50,15,15,15,5,24,24,5,5,5,5,5,5,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4
"37167000027",18,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,32,32,21,21,9,9,11,47,9,8,8,27,1,50,50,50,50,50,34,34,50,32,32,4,4,14,4,12,10,10,11,11,11,11,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"37167000026",18,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,32,32,21,21,9,9,11,11,11,43,43,27,38,35,35,50,50,50,34,34,50,32,32,4,4,14,4,12,10,10,39,39,32,32,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"37167000025",18,49,18,18,18,33,27,9,46,27,35,22,18,18,18,18,27,18,27,35,35,35,43,11,35,11,47,9,8,8,27,38,35,35,50,50,50,50,34,34,33,33,33,33,33,11,11,13,13,11,11,11,11,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"3700100003W",48,15,26,49,49,49,47,47,47,11,47,47,15,13,13,15,15,7,15,15,50,20,20,20,31,31,19,32,32,31,29,13,13,20,20,9,26,49,49,20,50,26,20,9,9,9,9,9,30,30,30,30,30,30,30,30,12,45,45,24,40,40,30,22,22,30,30,30,30,30,46,46,46,45,45,45,33,33,45,13,2,2,2,2,45,45,45,45,45,45,33,33,9,9,9,9,29,29,29,40,40
"37167000024",18,49,18,18,18,18,22,9,46,27,35,22,18,18,18,18,27,11,11,11,11,9,9,9,9,11,47,9,8,8,27,38,35,35,50,50,50,50,34,34,33,33,33,33,33,11,11,10,10,11,11,11,11,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"37167000023",18,49,18,18,18,33,27,9,46,27,35,22,18,18,18,18,27,18,27,35,35,35,43,11,35,11,47,9,8,8,27,38,35,35,50,50,50,50,34,50,32,32,4,4,14,4,12,13,13,11,11,11,11,11,32,33,33,33,33,33,30,12,18,18,18,34,34,34,34,34,34,40,40,40,40,40,28,28,28,9,9,9,16,16,16,16,16,31,31,3,3,31,3,3,3,20,2,45,9,16,16
"37025012-03",43,43,43,23,13,13,9,23,38,33,9,9,9,9,11,11,27,11,11,11,11,9,9,21,21,21,21,35,35,35,38,33,33,33,34,34,34,33,38,33,34,22,22,34,12,16,16,11,11,10,10,10,10,35,41,11,11,41,22,20,20,20,9,9,32,32,32,9,9,9,9,9,9,9,9,9,9,9,9,28,36,36,28,28,31,31,31,16,16,16,16,16,16,16,16,16,16,16,16,9,9
"370810NWASH",26,47,47,34,26,49,47,47,47,47,23,15,15,13,13,15,15,7,15,15,50,20,20,50,20,50,19,32,32,31,29,13,31,13,32,26,9,49,20,20,20,13,49,20,20,3,3,3,30,30,30,30,30,30,30,30,24,1,24,24,40,40,40,40,40,40,40,33,33,33,33,39,11,33,33,33,45,25,25,45,45,45,45,29,33,33,33,33,33,33,45,45,11,11,11,11,11,11,11,11,11
"37023000066",29,44,32,32,16,44,24,11,24,24,24,34,16,16,16,24,24,29,24,24,24,7,7,38,44,44,18,2,2,41,41,41,41,47,47,21,21,21,21,24,2,2,2,24,24,24,24,49,22,23,23,49,21,23,23,9,21,21,21,21,11,11,11,11,11,21,21,21,21,44,47,47,44,47,47,47,47,47,47,47,47,47,47,47,44,47,21,21,21,21,21,35,27,27,27,27,27,27,27,27,27
"37023000065",29,24,32,32,16,44,24,11,1,1,16,24,16,16,16,5,5,29,24,24,24,7,7,38,44,44,18,2,2,41,41,41,41,47,24,21,21,21,21,24,2,2,2,24,24,24,24,49,22,23,23,21,21,23,23,9,21,21,21,21,11,11,11,11,11,21,21,21,21,21,44,44,44,47,47,47,47,47,47,47,47,47,47,47,44,47,21,21,21,21,21,35,27,27,27,27,27,27,27,27,27
"37123000STA",20,49,18,18,18,33,27,9,46,46,18,18,22,22,22,22,47,22,22,32,32,21,21,9,9,11,47,9,8,8,27,1,50,50,50,50,50,34,34,50,32,32,4,4,14,4,10,16,13,39,39,32,32,11,10,39,33,33,33,33,30,12,18,18,18,34,34,34,34,36,36,2,28,4,19,19,40,40,40,40,40,40,40,19,19,19,19,3,3,31,31,3,31,25,25,25,45,2,45,45,45
"37023000064",29,24,32,32,16,44,24,11,1,1,16,24,16,16,32,5,5,29,24,24,24,7,7,38,44,44,18,2,2,41,41,41,41,47,24,21,21,21,21,24,2,2,2,24,24,24,24,49,22,23,23,21,21,23,23,9,21,21,21,21,11,11,11,11,11,21,47,47,47,21,44,44,44,47,47,47,47,47,47,47,47,47,47,47,44,47,21,21,21,21,21,35,27,27,27,27,27,27,27,27,27
"37023000062",29,44,11,11,11,16,16,16,1,1,16,34,16,16,16,5,5,29,24,24,24,7,7,38,44,44,18,2,2,41,41,41,41,47,47,21,21,21,21,24,2,2,2,24,24,24,24,49,22,23,23,49,21,23,23,9,21,21,21,21,11,11,11,11,11,21,21,21,21,21,47,47,44,47,47,47,47,47,47,47,47,47,47,47,44,47,21,21,21,21,21,35,27,27,27,27,27,27,27,27,27
"37025012-09",41,41,13,23,13,18,9,33,33,33,9,9,9,9,11,11,27,11,11,11,11,9,9,21,21,21,21,35,35,35,38,33,33,33,34,34,34,33,38,33,34,34,34,34,12,16,16,11,11,10,10,10,10,35,41,11,11,41,22,20,20,20,9,9,32,32,32,9,9,9,9,9,9,9,9,9,9,9,9,28,36,36,28,28,31,31,31,16,16,16,16,16,16,16,16,16,16,16,16,9,9
"37147001501",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,37,31,17,17,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,36,36,42,42,6,46,15,15,15,31,50,45,45,45,6,50,25,25,25,19,19,19,19,19,19,25,25,25,25,25,6,24,24,24,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,1,22,13,13,13,13
"37025012-08",23,41,13,23,13,18,22,23,38,38,38,9,9,9,11,11,27,11,11,11,11,9,9,21,21,21,21,35,35,35,38,33,33,33,34,34,34,33,38,33,34,34,34,34,12,16,16,11,11,10,10,10,10,35,41,11,11,41,22,20,20,20,9,9,32,32,32,9,9,9,9,9,9,9,9,9,9,9,9,28,36,36,28,28,31,31,31,16,16,16,16,16,16,16,16,16,16,16,16,9,9
"37025012-06",41,41,13,23,13,18,22,23,38,38,38,9,9,9,11,11,27,11,11,11,11,9,9,21,21,21,21,35,35,35,38,33,33,33,34,34,34,33,38,33,34,34,34,34,12,16,16,11,11,10,10,10,10,35,41,11,11,41,22,20,20,20,9,9,32,32,32,9,9,9,9,9,9,9,9,9,9,9,9,28,36,36,28,28,31,31,31,16,16,16,16,16,16,16,16,16,16,16,16,9,9
"37025012-05",23,43,43,23,13,13,9,23,38,33,9,9,9,9,11,11,27,11,11,11,11,9,9,21,21,21,21,35,35,35,38,33,33,33,34,34,34,33,38,33,34,34,34,34,12,16,16,11,11,10,10,10,10,35,41,11,11,41,22,22,9,9,9,9,32,32,32,9,9,9,9,9,9,9,9,9,9,9,9,28,36,36,28,28,31,31,31,16,16,16,16,16,16,16,16,16,16,16,16,9,9
"37025012-04",23,43,43,23,13,13,9,23,38,33,9,9,9,9,11,11,27,11,11,11,11,9,9,21,21,21,21,35,35,35,38,33,33,33,34,34,34,33,38,33,34,22,22,34,12,16,16,11,11,10,10,10,10,35,41,11,11,41,22,20,20,20,9,9,32,32,32,9,9,9,9,9,9,9,9,9,9,9,9,28,36,36,28,28,31,31,31,16,16,16,16,16,16,16,16,16,16,16,16,9,9
"37147001509",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,37,31,30,31,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,6,6,42,42,28,46,15,15,31,15,15,6,4,6,29,19,19,19,6,6,15,7,25,19,19,19,6,50,7,7,7,7,7,7,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
"37147001507",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,37,31,30,31,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,6,6,42,42,28,46,15,15,31,15,15,6,4,6,29,19,19,19,6,6,15,7,25,50,50,19,6,25,25,25,6,7,7,7,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
"37147001506",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,37,31,30,31,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,6,6,42,42,28,46,15,15,31,15,15,6,4,6,29,19,19,19,6,6,15,7,25,19,19,19,6,50,7,7,7,7,7,7,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
"37191000018",37,31,31,40,37,31,21,25,39,6,8,28,28,30,30,40,40,17,6,26,26,40,10,17,10,10,40,36,36,36,36,25,25,25,3,43,42,25,42,36,36,42,42,42,29,42,42,42,42,42,43,50,6,6,6,19,25,25,25,7,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"37191000017",37,31,31,40,37,31,21,25,39,6,8,28,28,30,30,40,40,17,6,26,26,40,10,17,10,10,40,36,36,36,36,25,25,25,3,43,42,25,42,36,36,42,42,42,29,42,42,42,42,42,43,50,6,6,6,19,25,25,25,7,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"37023000070",29,24,32,32,16,44,24,11,24,24,24,34,16,16,16,5,5,29,24,24,24,7,7,38,44,44,18,2,2,41,41,41,41,47,24,21,21,21,21,24,2,2,2,24,24,24,24,49,22,23,23,49,21,44,23,9,21,21,21,21,11,11,11,11,11,21,21,21,21,21,44,44,44,47,47,47,47,47,47,47,47,47,47,47,44,47,21,21,21,21,21,35,27,27,27,27,27,27,27,27,27
"3714100LT18",27,27,25,37,8,10,31,21,21,17,10,10,31,8,6,3,3,46,46,36,36,36,36,36,36,28,36,40,3,42,37,37,10,10,37,3,3,43,43,37,43,37,6,43,43,6,37,43,28,6,42,42,14,14,14,14,5,42,42,6,6,6,6,42,42,10,10,4,42,4,5,4,50,15,15,15,5,24,24,5,5,5,5,5,5,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4
"37191000016",37,31,31,40,37,31,21,25,39,6,46,28,28,30,30,40,40,17,6,26,26,40,10,17,10,26,40,36,36,37,42,42,25,25,3,43,42,25,42,36,36,42,42,42,29,42,42,42,42,42,43,50,6,6,6,19,25,25,25,7,15,29,7,7,7,29,29,29,29,29,29,14,14,14,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,43,43,43,43
"3712700P06A",40,28,45,45,45,45,39,39,48,48,48,48,17,50,50,17,17,6,48,31,31,31,26,25,37,17,30,17,25,25,28,28,19,19,39,6,29,29,29,7,29,29,29,29,46,46,46,46,45,45,45,6,50,25,25,25,19,19,19,19,50,50,25,25,25,25,25,6,24,24,24,29,29,48,48,48,48,48,48,48,48,48,43,43,43,43,43,43,43,43,7,7,7,7,7,1,22,13,13,13,13
"37147001503",5,5,5,30,31,28,28,8,8,28,28,17,30,37,37,37,31,17,17,48,6,6,6,6,6,40,28,28,28,28,25,36,28,28,28,45,25,36,36,42,42,28,46,15,15,31,15,15,6,4,6,29,19,19,19,6,6,15,7,25,19,19,19,6,25,7,7,7,7,24,24,24,24,24,24,24,24,15,15,15,15,15,7,7,7,7,7,7,7,7,43,43,43,30,30,30,30,14,14,14,14
