"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"37167000022",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,4,9,8,24,36,16,16,16,9,9,10,22,27,27,12,12,12,38,28,28,38,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"370510G3A-1",50,48,9,10,24,24,24,42,42,18,45,45,42,42,42,42,11,24,11,11,11,11,30,11,11,41,41,27,8,8,11,11,13,27,13,13,28,11,17,17,17,13,13,17,35,17,35,35,17,17,17,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16,11,11,11,11,11,11,11,11,11
"37167000021",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,4,9,8,24,36,36,36,16,9,9,10,22,27,27,12,12,12,38,28,28,38,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"3700100003S",19,19,17,17,44,19,19,19,16,13,13,32,32,41,17,17,17,17,32,9,9,9,17,16,12,34,34,6,34,50,50,50,10,22,34,34,9,9,35,50,50,50,27,27,34,34,34,19,22,43,31,31,40,37,43,43,37,16,34,41,41,41,41,41,24,24,41,41,41,41,41,41,41,41,41,41,41,41,31,45,13,24,24,7,7,7,43,43,43,24,13,13,13,13,50,50,50,50,50,50,50
"37115GRAPEV",25,36,25,14,14,32,32,7,36,36,36,7,36,44,36,36,25,29,29,33,29,44,44,44,44,44,29,29,29,25,44,2,20,20,44,33,20,20,29,29,20,20,20,33,29,29,33,29,29,29,44,44,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,33,33,33,33,33,33,29,29,29,29
"37167000020",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,4,9,8,24,36,11,11,16,9,9,10,22,27,27,12,12,12,38,28,28,38,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"37183004-05",8,8,47,21,21,8,21,49,49,49,47,47,47,47,47,28,21,47,21,47,47,24,24,15,24,5,47,47,18,47,47,24,24,15,47,41,41,22,37,22,15,15,15,40,40,21,21,21,21,37,37,50,50,26,41,41,45,45,45,45,45,42,27,27,45,45,45,45,45,21,21,35,35,35,35,15,15,15,6,6,5,42,42,42,42,42,42,42,42,30,31,31,31,31,31,31,31,31,21,31,6
"37125000WND",49,12,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,37,16,16,41,41,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,23,27,24,4,4,4,4,24,36,10,9,36,36,36,36,36,36,36,37,30,30,30,9,16,16,16,30,30,13,13,13,13,39,39,39,39,43,43,43,43,16,16,16,16,16,11,11,11,11,11,9,9,39,39,39,9,9,24,24,24,24,24
"37191000029",48,24,24,24,13,42,48,48,15,15,18,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,28,28,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"37183004-04",8,8,47,21,21,8,21,49,49,49,8,47,47,47,47,28,21,47,47,18,18,18,27,27,24,18,47,18,47,47,47,24,24,15,47,47,41,37,37,22,37,40,41,21,21,21,21,21,21,37,37,50,50,50,50,19,45,45,45,45,45,42,27,27,45,45,45,45,6,6,6,35,35,35,35,15,15,15,6,6,5,42,6,6,6,15,31,31,31,31,31,31,50,24,24,13,21,21,21,31,6
"3700100003N",30,19,17,17,44,19,27,44,16,13,32,32,32,32,50,50,50,50,50,9,9,9,17,16,12,34,34,6,34,43,50,50,10,35,34,34,9,9,35,35,50,9,27,27,34,34,19,19,22,43,43,37,40,37,43,43,37,41,34,41,41,41,41,41,24,24,41,41,41,41,31,31,31,31,31,7,7,7,41,13,45,45,7,7,7,7,43,43,43,24,13,13,13,13,50,50,50,50,50,50,50
"37191000028",48,24,24,24,13,42,48,48,15,15,18,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,28,28,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"37183004-03",8,8,47,21,21,21,21,49,49,49,8,47,28,28,28,5,8,8,24,8,45,24,24,27,24,5,47,18,18,18,18,24,24,15,47,47,41,22,37,22,37,40,41,21,21,21,21,21,21,37,37,50,50,50,50,19,45,45,45,45,45,42,27,27,45,45,45,45,45,21,21,35,35,35,35,15,15,15,6,6,5,42,42,42,42,42,42,42,42,30,31,31,50,24,24,13,21,21,21,31,6
"37191000027",48,24,24,24,13,42,48,48,15,15,18,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,28,28,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"370210044.1",25,36,25,14,14,32,32,7,36,7,7,7,31,36,25,36,36,36,36,33,44,29,44,29,44,44,44,44,25,33,2,2,20,20,20,20,20,20,29,33,33,33,20,33,29,20,33,29,29,33,33,33,33,33,33,1,1,1,1,1,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,33,33,33,33,33,33,33,29,29,29,29
"37183004-02",8,8,47,21,21,21,21,49,49,49,8,47,47,47,47,28,21,47,21,18,18,18,27,27,24,5,47,18,18,18,18,24,24,15,47,47,41,37,37,22,37,40,41,21,21,21,21,21,21,37,37,50,50,50,50,19,45,45,45,45,45,42,27,27,45,45,45,45,45,21,21,35,35,35,35,15,15,15,6,6,5,42,42,42,42,42,42,42,42,30,31,31,31,31,31,31,31,31,21,31,6
"37191000026",48,24,24,24,13,42,48,48,15,11,11,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,28,28,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"37183004-01",8,8,47,21,21,8,21,49,49,49,8,47,47,47,47,28,21,47,21,18,18,18,27,15,27,18,47,47,18,47,47,24,24,15,41,49,49,37,37,37,37,40,41,21,21,21,21,21,21,37,37,50,50,26,41,41,45,45,45,45,45,42,27,27,45,45,45,45,6,6,6,35,35,35,16,5,5,5,5,5,5,42,42,42,42,42,42,42,42,30,31,31,31,31,31,31,31,31,21,31,6
"37167000028",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,4,9,8,24,36,36,36,16,9,9,10,22,27,27,12,12,12,38,28,28,38,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"37191000024",48,24,24,24,13,42,48,48,15,11,11,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,5,5,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"3716300CLNE",50,48,48,9,48,48,42,24,42,18,45,42,42,42,42,42,11,24,49,49,30,11,30,30,30,11,8,48,27,27,42,37,13,27,27,11,28,28,24,24,17,13,23,23,17,17,17,17,12,12,12,28,28,5,15,5,5,28,17,17,26,26,26,17,17,17,17,17,15,15,15,15,15,50,50,50,50,50,50,48,3,48,48,48,48,48,48,48,36,36,36,36,36,36,3,3,3,3,3,48,48
"37167000027",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,4,9,8,24,36,36,36,16,9,9,10,22,27,27,37,30,30,30,28,28,38,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"37167000026",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,4,9,8,24,36,36,36,16,9,9,10,22,27,27,12,12,12,38,28,28,38,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"37167000025",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,48,27,16,16,16,16,16,31,17,23,27,27,24,4,11,38,24,24,36,11,11,16,9,9,10,22,27,27,12,12,12,38,28,28,39,11,11,11,39,39,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"3700100003W",19,19,17,17,44,19,27,44,16,13,32,32,32,32,17,17,17,17,32,9,9,9,17,16,12,34,34,6,34,43,50,50,10,35,34,34,9,9,35,50,50,9,27,27,34,34,19,19,22,43,43,37,40,37,43,43,37,16,34,41,41,41,41,41,24,24,41,41,41,41,31,31,31,31,31,7,7,7,41,13,45,45,7,24,24,24,24,24,24,43,43,12,12,12,12,12,50,50,50,50,50
"37167000024",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,11,38,24,24,36,11,11,16,9,9,10,22,27,27,12,12,12,38,28,28,28,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"37167000023",47,4,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,4,4,4,49,28,11,48,4,27,16,16,16,16,16,31,17,23,27,27,24,4,11,38,24,24,36,11,11,16,9,9,10,22,27,27,12,12,12,38,28,28,38,38,22,7,7,12,39,39,27,12,40,40,40,44,44,27,27,27,27,27,27,16,16,16,40,40,40,40,40,25,16,16,16,32,37,37,46,32
"37025012-03",9,9,12,37,20,20,4,20,35,14,1,37,12,12,19,4,35,35,31,2,7,2,2,2,39,39,39,39,3,32,36,36,31,31,31,31,16,23,11,11,11,11,11,11,38,24,27,11,11,11,9,27,27,9,9,9,9,9,7,38,9,38,38,28,28,28,38,38,38,38,38,38,46,38,46,46,46,27,44,46,46,46,46,46,46,1,10,10,10,46,22,22,22,8,8,8,22,22,22,22,22
"370810NWASH",19,19,19,19,19,44,44,44,33,33,33,33,32,32,17,32,17,17,32,9,9,9,17,16,12,12,12,12,12,43,5,35,35,35,9,34,9,35,35,35,8,9,27,27,34,34,19,19,22,43,43,37,43,43,37,37,40,36,41,34,34,34,34,41,24,24,41,41,41,41,31,31,31,31,31,7,7,7,41,13,45,45,7,24,24,24,24,24,24,43,43,12,12,12,12,12,12,39,39,39,39
"37023000066",7,7,14,22,22,22,22,32,44,44,44,31,44,39,7,7,23,33,25,36,36,32,7,25,25,25,25,14,7,35,20,20,7,7,7,7,7,44,44,19,19,7,2,2,7,44,46,46,2,2,2,29,44,44,44,24,24,44,44,14,46,14,14,14,14,14,14,14,14,14,14,14,14,14,14,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
"37023000065",20,39,14,22,22,22,7,32,44,31,44,31,44,39,7,7,23,33,25,39,39,32,7,25,25,25,25,14,7,35,7,25,7,7,7,7,7,44,44,19,19,7,2,2,7,44,46,2,44,44,14,14,14,14,2,2,24,44,44,14,46,14,14,14,14,14,14,14,14,14,14,14,14,14,14,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
"37123000STA",44,42,18,18,18,18,10,10,30,37,37,2,2,9,9,16,37,2,2,31,31,15,41,4,4,22,28,11,48,4,27,34,34,34,18,2,43,8,8,50,50,27,9,9,27,27,4,36,36,36,36,36,13,36,36,36,36,37,30,30,30,9,16,16,16,30,30,13,13,13,13,39,39,39,39,43,43,43,43,16,16,16,16,16,11,11,11,11,11,9,9,39,39,39,9,9,24,24,24,24,24
"37023000064",20,39,14,22,22,22,7,32,44,31,44,44,44,39,7,7,23,23,39,39,39,36,20,35,35,25,25,14,7,7,7,25,7,7,7,7,7,44,44,19,19,7,2,44,44,1,46,46,14,14,14,14,14,14,14,14,44,20,20,20,32,32,1,32,32,32,32,1,1,1,1,28,28,28,28,32,32,20,20,20,29,20,20,20,20,20,20,34,34,34,34,34,34,28,28,28,28,28,28,28,20
"37023000062",7,7,14,22,22,22,7,22,44,31,44,31,44,39,7,7,23,33,25,36,36,32,7,25,25,25,25,14,7,35,20,20,7,7,7,7,7,44,44,19,19,7,2,2,7,44,46,2,44,44,20,29,44,44,2,2,24,32,32,14,46,14,14,14,14,14,14,14,14,14,14,14,14,14,14,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
"37025012-09",9,9,12,37,20,20,4,20,35,14,1,37,12,12,19,4,35,35,31,2,2,2,2,2,39,39,39,39,3,32,36,36,31,31,31,31,16,23,11,11,11,11,11,11,38,24,27,11,11,11,9,27,27,9,9,9,9,9,7,11,11,10,28,28,28,28,38,38,38,38,38,38,46,38,46,46,46,27,44,46,46,46,46,46,46,1,10,10,10,46,22,22,22,8,8,8,22,22,22,22,22
"37147001501",40,5,26,6,46,46,46,5,26,40,40,26,26,26,26,18,10,42,40,40,40,40,42,42,42,42,45,45,45,45,40,40,40,40,40,40,48,40,47,21,21,21,28,5,5,5,5,49,3,3,5,5,42,42,42,42,42,47,47,47,23,47,47,23,23,23,23,48,4,48,49,49,49,49,3,17,17,17,4,17,23,23,23,23,23,23,4,49,49,49,49,49,49,49,49,49,49,49,49,49,47
"37025012-08",9,9,12,37,20,20,4,20,35,14,1,37,12,12,19,4,35,35,31,2,7,2,2,2,39,39,39,39,3,32,36,36,31,31,31,31,16,23,11,11,11,11,11,11,38,24,27,11,11,11,9,27,27,9,9,9,9,9,7,38,9,28,28,28,28,28,38,38,38,38,38,38,46,38,46,46,46,27,44,46,46,46,46,46,46,1,10,10,10,46,22,22,22,8,8,8,22,22,22,22,22
"37025012-06",9,9,12,37,20,20,4,20,35,14,1,37,12,12,19,4,35,35,31,2,7,2,2,2,39,39,39,39,3,32,36,36,31,31,31,31,16,23,11,11,11,11,11,11,38,24,27,11,11,11,9,27,27,9,9,9,9,9,7,38,9,28,28,28,28,28,38,38,38,38,38,38,46,38,46,46,46,27,44,46,46,46,46,46,46,1,10,10,10,46,22,22,22,8,8,8,22,22,22,22,22
"37025012-05",9,9,12,37,20,20,4,20,35,14,1,37,12,12,19,4,35,35,31,2,7,2,2,2,39,39,39,39,3,32,36,36,31,31,31,31,16,23,11,11,11,11,11,11,38,24,27,11,11,11,9,27,27,9,9,9,9,9,7,38,9,38,38,28,28,28,38,38,38,38,38,38,46,38,46,46,46,27,44,46,46,46,46,46,46,1,10,10,10,46,22,22,22,8,8,8,22,22,22,22,22
"37025012-04",9,9,12,37,20,20,4,20,35,14,1,37,12,12,19,4,35,35,31,2,7,2,2,2,39,39,39,39,3,32,36,36,31,31,31,31,16,23,11,11,11,11,11,11,38,24,27,11,11,11,9,27,27,9,9,9,9,9,7,38,9,38,38,28,28,28,38,38,38,38,38,38,46,38,46,46,46,27,44,46,46,46,46,46,46,1,10,10,10,46,22,22,22,8,8,8,22,22,22,22,22
"37147001509",26,26,26,40,6,46,46,5,26,40,40,26,26,26,26,18,10,42,40,40,40,40,42,42,42,42,45,45,45,45,40,40,40,40,40,40,48,40,47,21,21,21,28,5,5,5,5,49,3,3,5,5,42,42,42,42,42,47,47,47,23,47,47,23,23,23,23,48,4,48,49,49,49,49,3,17,17,17,4,17,23,23,23,23,23,23,4,49,49,49,49,49,49,49,49,49,49,49,49,49,47
"37147001507",26,26,5,40,6,46,46,5,26,40,40,26,26,26,26,18,10,42,40,40,40,40,42,42,42,42,45,45,45,45,40,40,40,40,40,40,48,40,47,21,21,21,28,5,5,5,5,49,3,3,5,5,42,42,42,42,42,47,47,47,23,47,47,23,23,23,23,48,4,48,49,49,49,49,3,17,17,17,4,17,23,23,23,23,23,23,4,49,49,49,49,49,49,49,49,49,49,49,49,49,47
"37147001506",26,26,5,40,6,46,46,5,26,40,40,26,26,26,26,18,10,42,40,40,40,40,42,42,42,42,45,45,45,45,40,40,40,40,40,40,48,40,47,21,21,21,28,5,5,5,5,49,3,3,5,5,42,42,42,42,42,47,47,47,23,47,47,23,23,23,23,48,4,48,49,49,49,49,3,17,17,17,4,17,23,23,23,23,23,23,4,49,49,49,49,49,49,49,49,49,49,49,49,49,47
"37191000018",48,24,24,24,13,42,48,48,15,15,18,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,28,28,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"37191000017",48,24,24,24,13,42,48,48,15,15,18,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,28,28,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"37023000070",7,7,14,22,22,22,7,32,44,44,44,31,44,39,7,7,23,33,25,36,36,32,7,25,25,25,25,14,7,35,7,25,7,7,7,7,7,44,44,19,19,7,2,2,7,44,46,2,44,44,14,14,44,44,2,2,24,32,32,14,46,14,14,14,14,14,14,14,14,14,14,14,14,14,14,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
"3714100LT18",48,24,24,24,13,42,48,15,48,15,18,24,24,24,11,11,42,5,5,30,37,48,48,13,13,45,48,41,42,46,48,48,48,46,46,46,46,48,48,48,13,42,35,35,23,23,23,12,49,49,49,42,5,28,28,15,15,3,15,15,15,17,17,47,47,47,47,15,17,17,17,17,17,17,17,3,3,3,3,3,48,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36,25,25
"37191000016",48,24,24,24,13,42,48,48,15,11,11,18,18,38,38,38,38,38,38,42,42,48,48,40,21,13,42,42,41,41,41,13,37,37,12,26,26,26,26,26,26,26,47,47,28,28,28,3,35,35,49,47,47,15,5,28,28,5,26,26,17,49,49,48,48,49,48,23,23,23,23,48,48,48,48,48,48,48,48,50,50,50,21,21,21,21,21,21,21,21,21,21,21,48,5,5,5,5,5,5,42
"3712700P06A",21,46,46,26,26,6,6,40,40,26,26,5,38,18,18,26,26,26,42,13,13,13,38,48,48,40,10,21,21,40,45,45,21,21,21,21,21,21,45,5,5,47,45,49,47,47,47,45,45,5,23,23,23,47,47,47,47,42,4,4,4,23,23,49,49,48,49,49,49,49,48,23,23,23,23,23,23,23,23,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,42,42,42,5
"37147001503",26,26,5,6,46,46,46,5,26,40,40,26,26,26,26,18,10,42,40,40,40,40,42,42,42,42,45,45,45,45,40,40,40,40,40,40,48,40,47,21,21,21,28,5,5,5,5,49,3,3,5,5,42,42,42,42,42,47,47,47,23,47,47,23,23,23,23,48,4,48,49,49,49,49,3,17,17,17,4,17,23,23,23,23,23,23,4,49,49,49,49,49,49,49,49,49,49,49,49,49,47
