"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000","iteration_4050","iteration_4100","iteration_4150","iteration_4200","iteration_4250","iteration_4300","iteration_4350","iteration_4400","iteration_4450","iteration_4500","iteration_4550","iteration_4600","iteration_4650","iteration_4700","iteration_4750","iteration_4800","iteration_4850","iteration_4900","iteration_4950","iteration_5000"
"37183004-03",8,8,14,50,41,31,31,31,31,21,21,21,28,24,24,34,13,13,34,34,34,8,50,6,6,6,50,50,50,5,50,17,50,6,6,40,5,5,6,6,6,9,9,40,45,21,26,32,26,45,23,23,41,24,34,26,32,26,26,44,17,22,22,22,17,7,5,22,45,22,45,6,6,5,5,5,32,5,5,32,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,20,20
"37191000027",48,50,40,11,38,27,46,46,41,48,40,40,40,40,40,46,11,26,47,26,49,33,23,47,47,2,13,33,21,38,11,20,6,23,46,46,26,26,47,47,49,5,26,26,26,20,41,5,5,5,41,44,12,29,29,18,47,31,47,47,47,45,30,20,20,20,20,20,20,20,20,12,12,24,24,12,24,24,31,12,12,37,37,37,37,32,32,32,24,24,24,24,24,9,24,24,24,7,7,7,7
"370210044.1",25,25,25,7,32,32,32,36,36,43,22,36,43,43,7,7,4,4,4,3,7,39,39,39,39,4,4,4,4,42,42,42,39,42,4,4,3,42,42,39,39,48,48,48,48,48,48,10,14,14,14,14,14,10,4,42,42,42,42,25,25,42,10,25,25,25,42,42,39,48,48,39,39,39,48,28,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,25,25,48,48,48,48,48,48
"37183004-02",8,8,14,50,41,31,31,31,31,21,21,21,21,31,31,31,13,13,34,34,34,8,6,6,6,6,50,50,50,5,50,17,50,44,5,40,5,5,6,6,6,9,9,40,45,21,26,32,26,45,23,23,41,24,34,26,32,9,17,24,17,17,17,17,5,5,5,5,5,6,6,45,32,32,20,20,20,20,20,20,20,20,9,20,7,6,6,6,6,45,6,6,6,6,6,6,5,5,20,20,20
"37191000026",48,50,40,11,38,27,46,46,41,48,40,40,40,40,40,46,11,26,47,26,49,33,23,47,47,2,13,33,21,38,38,38,6,23,46,46,26,26,47,47,49,5,26,26,26,20,41,5,5,5,41,44,12,29,29,18,47,31,47,47,47,45,30,20,20,20,20,20,20,20,20,12,12,24,24,12,24,24,31,12,12,37,37,37,37,32,32,32,24,24,24,24,24,9,24,24,24,7,7,7,7
"37183004-01",8,8,10,50,41,31,31,31,31,21,21,21,21,31,31,31,13,13,34,34,34,8,6,6,6,6,50,50,50,5,50,17,50,44,5,6,5,5,6,6,6,9,9,40,45,21,21,17,17,21,26,26,26,26,26,24,24,9,17,24,17,17,17,17,16,45,5,5,5,6,6,45,32,32,20,20,20,20,20,20,20,20,9,20,7,6,6,6,6,45,6,6,6,6,6,6,5,5,20,20,20
"37167000028",47,15,15,3,3,15,15,15,17,17,17,17,27,17,48,27,29,29,29,29,29,29,37,30,20,25,19,19,27,36,36,22,37,37,1,22,16,28,41,16,45,45,45,34,11,13,13,49,29,34,34,18,38,27,27,27,27,23,23,27,26,26,11,11,11,11,16,16,16,1,1,36,11,11,11,11,11,11,17,17,36,23,23,23,23,23,23,16,16,16,16,34,34,34,19,19,19,19,19,34,18
"37191000024",48,50,40,11,38,27,46,46,41,48,40,40,40,40,40,46,11,26,47,26,26,33,23,47,47,2,13,33,21,38,11,20,6,23,46,46,29,29,29,11,49,5,21,20,26,41,41,5,5,5,9,44,12,29,29,18,47,31,47,47,47,45,30,20,20,20,20,20,20,20,20,12,12,24,24,12,24,24,31,12,12,37,37,37,37,32,32,32,24,24,24,24,24,9,24,24,24,7,7,7,7
"3716300CLNE",50,50,40,11,38,27,46,46,41,48,40,40,40,34,40,46,11,47,49,49,26,33,23,2,2,47,20,26,28,21,11,20,40,11,21,23,29,29,29,11,47,47,37,37,31,31,20,20,38,38,38,38,12,29,29,18,47,31,47,20,34,47,47,47,47,47,27,27,27,30,17,17,31,30,30,50,50,29,50,30,30,50,11,30,30,30,30,11,11,31,31,31,22,22,29,29,45,45,45,45,45
"37167000027",47,15,15,3,3,15,15,15,17,17,17,17,27,17,48,27,29,29,29,29,29,29,37,30,20,25,19,19,27,36,36,22,37,37,1,22,16,28,41,16,45,45,45,34,11,13,13,49,29,34,34,18,38,27,27,27,27,23,23,27,26,26,11,11,11,11,16,16,16,1,1,36,11,11,11,11,11,11,17,17,36,23,23,23,23,23,23,16,16,16,16,34,34,34,19,19,19,19,19,34,18
"37167000026",47,15,15,3,3,15,15,15,17,17,17,17,27,17,48,27,29,29,29,29,29,29,37,30,20,25,19,19,27,36,36,22,37,37,1,22,16,28,41,16,45,45,45,34,11,13,13,49,29,34,34,18,38,27,27,27,27,23,23,27,26,26,11,11,11,11,16,16,16,1,1,36,11,11,11,11,11,11,17,17,36,23,23,23,23,23,23,16,16,16,16,34,34,34,19,19,19,19,19,34,18
"37167000025",47,15,15,15,15,15,15,15,17,17,17,17,27,17,48,27,29,29,29,29,29,18,37,30,20,25,19,19,27,36,36,22,37,37,1,22,16,28,41,29,29,29,29,3,3,3,3,39,39,34,34,18,38,27,27,27,27,23,23,27,26,26,11,11,11,11,16,16,16,1,1,36,11,11,11,11,11,11,17,17,36,23,23,23,23,23,23,16,16,16,16,34,34,34,19,19,19,19,19,34,18
"3700100003W",19,19,19,19,19,19,23,23,23,23,34,45,19,19,19,13,19,6,6,38,38,19,19,19,19,19,30,30,30,30,12,27,45,45,45,34,34,44,28,45,33,33,6,6,15,6,33,33,15,49,49,49,6,2,2,2,33,36,36,36,9,9,9,33,33,33,4,4,15,15,9,9,33,18,18,18,18,18,18,18,18,18,18,18,33,33,33,33,33,33,47,47,47,47,47,47,47,47,47,47,47
"37167000024",47,15,15,3,3,15,15,15,17,17,17,17,27,17,48,27,29,29,29,29,29,18,37,30,20,25,19,19,27,36,36,22,37,37,1,22,16,28,16,29,29,29,29,3,3,3,3,39,39,34,34,18,38,27,27,27,27,23,23,27,26,26,11,11,11,11,16,16,16,1,1,36,11,11,11,11,11,11,17,17,36,23,23,23,23,23,23,16,16,16,16,34,34,34,19,19,19,19,19,34,18
"37167000023",47,15,15,3,3,15,15,15,17,17,17,17,27,17,48,27,29,29,29,29,29,29,37,30,20,25,19,19,27,36,36,22,37,37,1,22,16,28,41,16,45,45,45,34,11,13,13,49,29,34,34,18,38,27,27,27,27,23,23,27,26,26,11,11,11,11,16,16,16,1,1,36,11,11,11,11,11,11,17,17,36,23,23,23,23,23,23,16,16,16,16,34,34,34,19,19,19,19,19,34,18
"37025012-03",9,29,29,33,44,33,3,4,4,30,42,42,14,14,14,14,25,14,18,18,18,18,36,36,36,17,17,17,19,19,16,19,7,22,22,7,41,41,16,29,29,29,29,3,3,11,11,11,11,11,1,11,11,1,3,3,38,38,38,38,38,1,1,3,14,14,14,14,14,14,14,14,14,14,14,14,19,41,19,14,19,19,19,16,16,16,16,23,23,35,35,35,35,41,41,41,41,41,41,19,19
"370810NWASH",19,19,19,19,19,19,23,23,23,23,23,23,19,6,38,38,45,38,38,6,6,45,45,15,45,45,15,15,15,30,12,27,45,45,45,34,34,44,28,34,34,38,6,6,15,6,8,8,15,49,49,49,6,2,2,2,33,33,33,15,9,9,33,2,9,33,15,15,15,15,9,9,9,9,9,9,9,9,9,47,47,15,15,15,40,40,40,15,15,47,15,15,28,15,15,15,15,40,40,40,40
"37023000066",7,7,7,37,16,16,37,37,3,12,7,12,12,12,39,39,22,1,22,22,42,22,16,27,16,7,10,16,10,10,39,39,4,3,3,39,4,10,35,3,36,27,35,35,14,14,14,14,4,4,48,48,25,25,39,39,39,39,39,4,4,39,39,39,10,10,10,10,10,10,10,10,41,10,10,10,8,8,8,8,8,8,8,8,8,8,8,43,43,43,43,8,8,8,8,8,8,8,8,8,8
"37023000065",20,7,7,37,16,16,37,37,3,12,7,12,12,12,39,39,22,1,22,22,42,22,16,27,16,7,16,43,14,14,14,14,10,10,35,10,48,10,35,3,36,27,35,35,14,14,14,14,4,4,48,48,25,25,39,39,39,39,39,4,4,39,39,39,10,10,10,10,10,10,10,10,41,10,10,10,8,8,8,8,8,8,8,8,8,8,8,43,43,43,43,8,8,8,8,8,8,8,8,8,8
"37123000STA",44,44,17,4,4,20,14,19,44,20,20,19,45,17,48,27,29,29,29,29,29,29,37,30,20,25,23,19,25,36,36,22,37,37,1,22,22,28,41,16,45,45,45,34,11,13,13,49,29,34,34,18,38,27,27,27,6,6,6,27,26,26,11,7,36,4,33,16,16,1,1,36,11,11,11,11,11,11,17,17,36,23,23,23,23,23,23,16,16,16,16,34,34,34,19,19,19,19,19,34,18
"37023000064",20,7,7,37,37,9,37,37,3,12,7,12,12,12,39,39,22,1,22,22,42,22,16,27,16,7,16,43,14,14,14,14,10,10,35,10,48,10,35,3,36,27,35,35,14,14,14,14,4,4,48,48,25,25,39,39,39,39,39,4,4,39,39,39,10,10,10,10,10,10,10,10,41,10,10,10,8,8,8,8,8,8,8,8,8,8,8,43,43,43,43,8,8,8,8,8,8,8,8,8,8
"37023000062",7,7,7,37,16,16,37,37,3,12,7,12,12,12,39,39,39,36,3,39,39,7,7,7,7,7,10,16,42,4,39,39,4,3,3,39,4,10,35,4,36,27,35,35,14,14,14,14,4,4,48,48,25,25,39,39,39,39,39,4,4,39,39,39,10,10,10,10,10,10,10,10,41,10,10,10,8,8,8,8,8,8,8,8,8,8,8,43,43,43,43,8,8,8,8,8,8,8,8,8,8
"37025012-09",9,29,29,33,44,33,3,4,4,30,42,42,14,14,14,14,25,14,18,18,18,18,36,36,36,17,17,17,19,19,16,19,7,22,22,7,41,41,16,29,29,29,29,3,3,11,11,11,11,11,1,1,1,1,3,3,38,38,38,38,38,1,1,3,14,14,14,14,14,14,14,14,14,14,14,14,19,41,19,14,19,19,19,16,16,16,16,23,23,35,35,35,35,41,41,41,41,41,41,19,19
"37147001501",40,46,6,21,24,46,11,6,26,24,26,26,46,26,26,41,41,21,26,47,47,47,33,44,40,40,40,40,40,13,40,30,38,23,13,26,13,46,26,26,26,44,13,5,30,5,5,38,44,30,44,12,29,45,45,30,22,20,22,45,45,34,29,24,24,24,24,30,30,29,24,24,24,12,12,24,29,50,29,29,29,29,29,29,29,29,29,31,31,11,11,11,11,11,11,44,44,44,44,44,44
"37025012-08",9,29,29,33,44,33,3,4,4,30,42,42,14,14,14,14,25,14,18,18,18,18,36,36,36,17,17,17,19,19,16,19,7,22,22,7,41,41,16,29,29,29,29,3,3,11,11,11,11,11,1,1,1,1,3,3,38,38,38,38,38,1,1,3,14,14,14,14,14,14,14,14,14,14,14,14,19,41,19,14,19,19,19,16,16,16,16,23,23,35,35,35,35,41,41,41,41,41,41,19,19
"37025012-06",9,29,29,33,44,33,3,4,4,30,42,42,14,14,14,14,25,14,18,18,18,18,36,36,36,17,17,17,19,19,19,19,7,22,22,7,41,41,16,29,29,29,29,3,3,11,11,11,11,11,1,1,1,1,3,3,38,38,38,38,38,1,1,3,14,14,14,14,14,14,14,14,14,14,14,14,19,41,19,14,19,19,19,16,16,16,16,23,23,35,35,35,35,41,41,41,41,41,41,19,19
"37025012-05",9,29,29,33,44,33,3,4,4,30,42,42,14,14,14,20,20,15,27,27,36,36,36,36,36,17,17,17,19,19,19,19,7,22,22,7,41,41,16,29,29,29,29,29,29,11,11,11,11,11,1,11,11,1,3,3,38,38,38,38,38,1,1,3,14,14,14,14,14,14,14,14,14,14,14,14,19,41,19,14,19,19,19,16,16,16,16,23,23,35,35,35,35,41,41,41,41,41,41,19,19
"37025012-04",9,29,29,33,44,33,3,4,4,30,42,42,14,14,14,14,25,14,18,18,18,18,36,36,36,17,17,17,19,19,19,19,7,22,22,7,41,41,16,29,29,29,29,29,29,11,11,11,11,11,1,11,11,1,3,3,38,38,38,38,38,1,1,3,14,14,14,14,14,14,14,14,14,14,14,14,19,41,19,14,19,19,19,16,16,16,16,23,23,35,35,35,35,41,41,41,41,41,41,19,19
"37147001509",26,26,11,6,6,6,11,6,26,24,26,26,46,26,26,41,41,21,26,47,47,47,33,44,40,40,40,40,40,40,46,46,46,26,13,26,13,46,26,26,26,44,13,5,30,5,5,38,44,30,44,12,29,45,45,30,22,20,22,45,45,34,29,24,24,24,24,30,30,29,24,24,24,12,12,24,29,50,29,29,29,29,29,29,29,29,29,31,31,11,11,11,11,11,11,44,44,44,44,44,44
"37147001507",26,26,6,6,24,46,11,6,26,24,26,26,46,26,26,41,41,21,26,47,47,47,33,44,40,40,40,40,40,40,46,46,46,26,13,26,46,46,26,26,26,44,13,5,30,5,5,38,44,30,44,12,29,12,45,30,22,20,22,45,45,34,29,24,24,24,24,30,30,29,24,24,24,12,12,24,29,50,29,29,29,29,29,29,29,29,29,31,31,11,11,11,11,11,11,44,44,44,44,44,44
"37147001506",26,26,6,6,6,6,11,6,6,24,26,26,46,26,26,41,41,21,26,47,47,47,33,44,40,40,40,40,40,40,46,46,46,26,13,26,13,46,26,26,26,44,13,5,30,5,5,38,44,30,44,12,29,12,45,30,22,20,22,45,45,34,29,24,24,24,24,30,30,29,24,24,24,12,12,24,29,50,29,29,29,29,29,29,29,29,29,31,31,11,11,11,11,11,11,44,44,44,44,44,44
"37191000018",48,50,40,11,38,27,46,46,41,48,40,40,40,40,40,46,11,26,47,26,49,44,44,33,33,33,33,33,21,38,38,38,6,23,46,46,26,26,47,47,49,5,26,26,26,20,41,5,5,5,41,44,12,29,29,18,47,31,47,47,47,45,30,20,20,20,20,20,20,20,20,12,12,24,24,12,24,24,31,12,12,37,37,37,37,32,32,32,24,24,24,24,24,9,24,24,24,7,7,7,7
"37191000017",48,50,27,27,27,27,46,46,41,48,40,40,40,40,40,46,11,26,47,26,49,44,44,33,33,33,33,33,21,38,38,38,6,23,46,46,26,26,47,47,49,5,26,26,26,20,41,5,5,5,41,44,12,29,29,18,47,31,47,47,47,45,30,20,20,20,20,20,20,20,20,12,12,24,24,12,24,24,31,12,12,37,37,37,37,32,32,32,24,24,24,24,24,9,24,24,24,7,7,7,7
"37023000070",7,7,7,37,16,16,37,37,3,12,7,12,12,12,39,39,22,1,22,22,42,22,16,27,16,7,16,43,14,14,14,14,10,10,35,10,48,10,35,3,36,27,35,35,14,14,14,14,4,4,48,48,25,25,39,39,39,39,39,4,4,39,39,39,10,10,10,10,10,10,10,10,41,10,10,10,8,8,8,8,8,8,8,8,8,8,8,43,43,43,43,8,8,8,8,8,8,8,8,8,8
"3714100LT18",48,50,47,47,47,48,27,47,47,47,13,47,47,47,47,33,33,11,11,11,11,11,11,11,11,41,11,11,33,47,33,47,29,29,47,49,37,37,37,37,13,13,47,50,50,50,50,37,50,50,50,50,50,46,37,37,37,37,37,50,50,46,50,46,46,46,46,46,50,50,50,50,50,50,50,22,22,30,30,50,50,30,30,11,11,11,11,30,30,30,30,30,50,50,50,50,46,46,46,46,46
"37191000016",48,50,40,11,38,27,46,46,41,48,40,40,40,40,40,46,11,26,47,26,49,33,23,47,47,2,13,33,21,38,38,38,6,23,46,46,26,26,47,47,49,5,26,26,26,20,41,5,5,5,41,44,12,29,29,18,47,31,47,47,47,45,30,20,20,20,20,20,20,20,20,12,12,24,24,12,24,24,31,12,12,37,37,37,37,32,32,32,24,24,24,24,24,9,24,24,24,7,7,7,7
"3712700P06A",21,21,21,24,21,21,41,41,46,46,46,50,50,5,23,23,23,23,23,31,46,46,46,38,44,28,28,24,24,13,13,13,13,32,30,32,32,32,30,21,5,30,5,13,38,38,38,41,41,41,12,22,22,22,22,45,45,45,45,22,24,24,20,30,12,12,12,12,12,12,12,29,29,29,29,29,12,12,12,44,44,44,44,44,32,37,37,37,37,37,37,37,37,37,37,11,11,24,24,24,24
"37147001503",26,26,6,21,6,6,6,6,26,24,26,26,46,26,26,41,41,21,26,47,47,47,33,44,40,40,40,40,40,13,40,30,38,23,13,26,13,46,26,26,26,44,13,5,30,5,5,38,44,30,44,12,29,12,45,30,22,20,22,45,45,34,29,24,24,24,24,30,30,29,24,24,24,12,12,24,29,50,29,29,29,29,29,29,29,29,29,31,31,11,11,11,11,11,11,44,44,44,44,44,44
