"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200"
"37183020-15",8,4,4,6,3
"37183020-14",8,4,4,6,3
"37183020-12",8,4,11,11,3
"37183020-11",8,4,11,11,3
"370130PSJW3",4,6,6,8,8
"371471403A1",4,6,6,8,8
"3703100EMIS",3,6,5,5,5
"37143NICANO",4,6,6,8,8
"37183020-05",8,4,4,6,3
"37183020-04",8,4,4,6,3
"37183020-03",8,4,4,6,3
"3716100005A",10,7,7,13,13
"37183020-01",8,4,11,11,3
"3713701AL-A",4,6,6,8,8
"37183020-09",8,4,4,6,3
"37183020-08",8,4,11,11,3
"3719700SFAL",13,13,13,9,2
"370150000SN",4,6,6,8,8
"370210004.1",1,10,10,10,10
"3707900ARBA",4,5,11,11,6
"37183020-10",8,4,4,6,3
"37129000M04",3,3,5,5,5
"37129000M03",3,3,5,5,5
"37129000M02",3,3,5,5,5
"3703100BCRK",3,6,5,5,5
"3716100004A",1,10,10,10,13
"37129000M07",3,3,5,5,5
"37129000M06",3,3,5,5,5
"370150000W2",4,6,6,8,8
"370150000W1",4,6,6,8,8
"370870000SA",1,10,10,10,10
"370150000WD",4,6,6,8,8
"3703300STON",9,12,8,4,7
"37023000012",13,1,13,9,2
"37023000011",13,1,13,9,2
"370150000WH",4,6,6,8,8
"371471403A2",4,6,6,8,8
"37023000019",13,1,10,10,10
"37023000018",13,1,10,10,10
"37023000015",13,1,13,9,2
"37023000014",13,1,13,9,2
"37023000013",13,1,13,9,2
"371150SOUTH",1,10,10,10,10
"371070000FC",4,5,5,5,5
"3716100006A",1,10,10,10,10
"3705100AL51",2,11,3,3,11
"3701300OLDF",4,6,6,8,8
"37023000001",13,1,13,9,2
"370210047.1",1,10,10,10,10
"37025011-02",11,9,9,7,4
"37025011-01",11,9,9,7,4
"3714700800B",4,6,6,8,8
"3714700800A",4,6,6,8,8
"3714900WO06",1,10,10,10,10
"370210034.1",1,10,10,10,10
"37023000003",13,1,13,9,2
"37183007-09",6,4,4,6,3
"3703900ANSW",1,10,10,10,10
"37183007-11",6,4,4,6,3
"37183007-10",6,4,4,6,3
"3703100HAIS",3,6,5,5,5
"370130000HB",4,6,6,8,8
"370210017.1",1,10,10,10,10
"37023000034",13,1,13,9,2
"3711700000J",4,6,6,8,8
"37023000031",13,1,13,9,2
"37183007-13",6,4,4,6,3
"37183007-12",6,4,4,6,3
"37023000039",13,1,13,13,10
"37023000038",13,1,13,9,2
"370530000KI",4,6,6,8,8
"37023000036",13,1,13,13,10
"37023000035",13,1,13,9,2
"3703100DASW",3,6,5,5,5
"3711700000W",4,6,6,8,8
"3708100MON3",9,12,8,4,7
"3708100MON1",9,12,8,4,7
"37023000022",13,1,13,9,2
"37183007-07",6,4,4,6,3
"37111PLEASA",1,10,10,10,10
"37023000021",13,1,13,9,2
"37183007-06",6,4,4,6,3
"37023000020",13,1,10,10,10
"37183007-05",6,4,4,6,3
"37183007-04",6,4,4,6,3
"37183007-03",6,4,4,6,3
"37183007-02",6,4,4,6,3
"37183007-01",6,4,4,6,3
"370150000RX",4,6,6,8,8
"37023000024",13,1,13,9,2
"37099000RIV",1,10,10,10,10
"371010PR12B",5,5,11,11,6
"371010PR12A",5,5,11,11,6
"370210012.1",1,10,10,10,10
"37147000601",4,6,6,8,8
"37065001202",5,6,6,8,8
"37065001201",5,6,6,8,8
"370530000MY",4,6,6,8,8
"37065001205",5,6,6,8,8
"3712700P02A",5,6,6,8,8
"37065001204",5,6,6,8,8
"37065001203",5,6,6,8,8
"3703300LEAS",9,12,8,4,7
"37159000004",12,9,2,7,4
"37159000003",12,9,9,7,4
"37159000002",11,9,9,7,4
"37159000001",12,9,9,7,4
"370210069.1",1,10,10,10,10
"370830RR-11",5,6,6,8,8
"370830RR-10",5,6,6,8,8
"37159000009",12,9,9,7,4
"37159000008",12,9,2,7,4
"3719500PRST",4,6,11,11,6
"37159000007",12,9,2,7,4
"3719500PRSP",4,6,11,11,6
"37125000RBN",11,11,3,7,4
"3703100MERR",3,6,5,5,5
"3712700P01A",5,6,6,8,8
"3713704MSIC",4,6,6,8,8
"37003T1T4T5",13,1,13,9,2
"370290000CH",4,6,6,8,8
"3719500PRTA",4,6,11,11,6
"3719500PRTO",4,6,11,11,6
"3713300BM08",3,3,5,5,5
"3716300TURK",2,11,3,3,11
"3719500PRWB",4,6,11,11,6
"3719500PRWA",4,6,11,11,6
"37183010-04",5,5,4,6,6
"3712700P04A",5,6,11,11,6
"37183010-03",5,5,4,6,6
"370530000GW",4,6,6,8,8
"37183010-02",5,5,4,6,6
"37183010-01",5,5,4,6,6
"3719500PRWJ",4,6,11,11,6
"3719500PRWI",4,6,11,11,6
"3719500PRWH",4,6,11,11,6
"3719500PRWE",4,6,11,11,6
"37159000027",12,9,2,7,4
"3719500PRWD",4,6,11,11,6
"37159000026",12,9,9,7,4
"3719500PRWC",4,6,11,11,6
"37159000025",12,9,9,7,4
"3719500PRWR",4,6,11,11,6
"37159000024",12,9,2,7,4
"3719500PRWQ",4,6,11,11,6
"37159000023",12,9,9,7,4
"3719500PRWP",4,6,11,11,6
"37159000022",12,2,9,7,4
"37159000021",12,9,9,7,4
"3719500PRWN",4,6,11,11,6
"3719500PRWM",4,6,11,11,6
"3719500PRWL",4,6,11,11,6
"3719500PRWK",4,6,11,11,6
"3704300HAY2",1,10,10,10,10
"3704300HAY1",1,10,10,10,10
"37159000029",12,9,2,7,4
"37159000028",12,9,9,7,4
"3712700P03A",5,6,6,8,8
"37159000016",11,9,9,7,4
"3717900028D",7,2,1,13,1
"3717900028C",7,2,1,13,1
"37159000015",12,9,9,7,4
"3717900028B",7,2,1,13,1
"37159000013",12,9,9,7,4
"3717900028A",7,2,1,13,1
"37159000012",12,9,2,7,4
"37131SEVERN",4,6,6,8,8
"3701300RVRD",4,6,6,8,8
"37159000011",12,9,9,7,4
"37159000010",12,9,9,7,4
"370210003.1",1,10,10,10,10
"37193000128",13,1,13,9,2
"37193000127",13,1,13,9,2
"37193000126",13,1,13,9,2
"37193000125",13,1,13,9,2
"37159000018",12,9,9,7,4
"37193000124",13,1,13,9,2
"37193000123",13,1,13,9,2
"37159000017",11,9,9,7,4
"37193000122",13,13,13,9,2
"370530000IR",4,6,6,8,8
"37193000121",13,1,13,9,2
"37059000006",12,13,2,2,9
"3707700SASS",5,12,12,12,12
"37059000005",12,13,2,2,9
"37131COMIPE",4,6,6,8,8
"37059000004",12,13,2,2,9
"3704700P20A",2,11,3,3,11
"37059000003",12,13,2,2,9
"37059000002",12,13,2,2,9
"37193000129",13,1,13,9,2
"37059000001",12,13,2,2,9
"37155000001",2,11,3,3,11
"37059000009",12,13,2,2,9
"37155000009",2,11,3,3,11
"37059000008",12,13,2,2,9
"37155000008",2,11,3,3,11
"37059000007",12,13,2,2,4
"37155000007",2,11,3,3,11
"371350000WD",8,8,12,12,12
"37155000004",2,11,3,3,11
"371350000WC",9,8,8,12,12
"37155000003",2,11,3,3,11
"37155000002",2,11,3,3,11
"370210043.2",1,10,10,10,10
"37193000117",13,1,13,9,2
"37193000114",13,1,13,9,2
"37193000112",13,1,13,9,2
"37193000111",13,1,13,9,2
"371350000WH",9,8,8,4,7
"370210030.3",1,10,10,10,10
"370210030.2",1,10,10,10,10
"3716300ROWA",2,11,3,3,11
"3713300TL06",3,3,5,5,5
"3707700MTEN",5,4,4,12,12
"37193000119",13,1,13,9,2
"37193000118",13,1,13,9,2
"37067000702",12,13,2,2,9
"3707700CORI",5,12,12,12,12
"37067000701",12,13,2,2,9
"37193000120",13,1,13,9,2
"3713300VR15",3,3,5,5,5
"37067000709",12,13,2,2,9
"37057000044",11,13,2,2,9
"37067000708",12,13,2,2,9
"37067000707",12,13,2,2,9
"37057000042",11,2,9,7,9
"37067000706",12,13,2,2,9
"3713300MT24",3,3,5,5,5
"37067000705",12,13,2,2,9
"370130EDWAR",4,6,6,8,8
"37057000040",11,9,2,7,9
"3713300EN03",3,3,5,5,5
"37067000704",12,13,2,2,9
"37067000703",12,13,2,2,9
"371390SOUTH",4,6,6,8,8
"37057000048",11,13,2,2,9
"370870000HA",1,10,10,10,10
"37057000046",11,13,2,2,9
"3719500PRBL",4,6,11,11,6
"3704700P22A",2,11,3,3,11
"37155000023",2,11,3,3,11
"37155000022",2,11,3,3,11
"37155000021",2,11,3,3,11
"37155000020",2,11,3,3,11
"37045MRB-YO",10,7,7,13,13
"37155000029",2,11,3,3,11
"37155000028",2,11,3,3,11
"37057000032",11,13,2,2,9
"37155000025",2,11,3,3,11
"37155000024",2,11,3,3,11
"37057000030",11,9,2,7,9
"37057000038",11,13,2,7,9
"3713300CL10",3,3,5,5,5
"37037MCH110",8,8,12,12,12
"37057000036",11,13,2,2,9
"37057000034",11,13,2,2,9
"370210025.1",1,10,10,10,10
"37059000014",12,13,2,2,9
"37059000013",12,13,2,2,9
"37059000012",12,13,2,2,9
"3701300TCRK",4,6,6,8,8
"37155000012",2,11,3,3,11
"37059000011",12,13,2,2,9
"37155000011",2,11,3,3,11
"37169001819",9,13,2,2,9
"37059000010",12,13,2,2,9
"37155000010",2,11,3,3,11
"370870000IH",1,10,10,10,10
"371150NORTH",1,10,10,10,10
"37155000019",2,11,3,3,11
"371350000WW",8,8,12,12,12
"37155000017",2,11,3,3,11
"37155000016",2,11,3,3,11
"37057000066",11,13,9,2,9
"37155000015",2,11,3,3,11
"37155000014",2,11,3,3,11
"37057000064",11,13,9,2,9
"37155000013",2,11,3,3,11
"37057000062",11,13,9,2,9
"37057000060",11,13,9,2,9
"3703100ABCH",3,6,5,5,5
"370870000JC",1,10,10,10,10
"37057000068",11,13,9,2,9
"37051000G5C",2,11,3,3,11
"371070000K5",4,5,5,5,5
"37083000RRC",5,6,6,8,8
"370210065.1",1,10,10,10,10
"371070000K4",4,5,11,11,6
"371070000K3",4,5,5,5,5
"37165005-10",2,11,3,3,11
"371070000K2",4,5,5,5,5
"371070000K1",4,5,5,5,5
"3713300WN04",3,3,5,5,5
"371070000K9",4,5,11,11,6
"37183003-00",8,4,11,11,3
"371070000K8",4,5,5,5,5
"371070000K7",4,5,5,5,5
"371070000K6",4,5,5,11,6
"37057000054",11,2,9,7,9
"37135000WDS",8,8,12,12,12
"37057000052",11,2,9,7,9
"3708100SUM4",9,12,8,4,7
"3708100SUM3",9,12,8,4,7
"370450CASAR",10,7,7,13,10
"37057000050",11,13,2,2,9
"3708100SUM2",9,12,8,4,7
"371350000SJ",8,8,8,12,12
"3708100SUM1",9,12,8,4,7
"370210056.2",1,10,10,10,10
"370870000ID",1,10,10,10,10
"3719700NKNB",13,13,13,9,2
"37057000058",12,9,9,7,4
"37147000501",4,6,6,8,8
"37057000056",11,2,9,7,4
"37051000G4C",2,11,3,3,11
"371070000MH",4,5,11,11,6
"37051000G4B",2,11,3,3,11
"37051000G4A",2,11,3,3,11
"3703100PELE",3,3,5,5,5
"370870000CE",1,10,10,10,10
"37183014-02",5,4,4,6,3
"37183014-01",6,4,4,6,3
"3716300ROSE",2,11,3,3,11
"37193000106",13,1,13,9,2
"37193000105",13,1,13,9,2
"37193000104",13,1,13,9,2
"37193000103",13,1,13,9,2
"370870000CR",1,10,10,10,10
"37193000102",13,1,13,9,2
"37057000008",11,2,9,7,9
"37193000101",13,1,13,9,2
"371350000RF",8,8,12,12,12
"371350000RE",8,8,12,12,12
"37057000006",11,9,2,7,9
"37057000004",11,13,2,2,9
"37193000109",13,1,13,9,2
"37193000108",13,1,13,9,2
"371350000TO",9,8,8,4,7
"37193000107",13,1,13,9,2
"37051000G7B",2,11,3,3,11
"37051000G7A",2,11,3,3,11
"370870000BC",1,10,10,10,10
"371230000T2",11,2,9,7,4
"371230000T1",11,2,9,7,4
"37189000020",1,1,13,9,2
"370890000CC",1,10,10,10,10
"370890000CB",1,10,10,10,10
"3713300HM05",3,3,5,5,5
"3709500SLAD",4,6,6,8,8
"37051000G6C",2,11,3,3,11
"370230047-B",13,1,13,9,2
"3713900EAST",4,6,6,8,8
"371350000SM",9,8,12,4,7
"37051000G6B",2,11,3,3,11
"370230047-A",13,1,10,10,10
"3716300INGO",2,11,3,3,11
"37051000G6A",2,11,3,3,11
"3714701403B",4,6,6,8,8
"370870000EF",1,10,10,10,10
"37129000H02",3,3,5,5,5
"37129000H01",3,3,5,5,5
"37057000022",11,13,9,2,9
"37057000020",11,2,9,7,9
"37129000H08",3,3,5,5,5
"370890000BC",1,10,10,10,10
"37129000H06",3,3,5,5,5
"371750000WC",1,10,10,10,10
"37129000H05",3,3,5,5,5
"371350000TH",8,8,12,12,12
"37129000H04",3,3,5,5,5
"37129000H03",3,3,5,5,5
"37057000028",11,9,2,2,9
"3709300006B",2,11,3,3,11
"37057000026",11,13,2,2,9
"370890000BK",1,10,10,10,10
"37057000024",11,13,9,2,9
"37159000041",12,9,9,7,4
"3705500AVON",4,6,6,8,8
"3710100PR14",6,5,11,11,6
"3710100PR13",6,5,11,11,6
"37159000040",12,9,9,7,4
"3703100NPT2",3,3,5,5,5
"3703100NPT1",3,6,5,5,5
"3718100MIDD",5,12,12,12,12
"3713300SW19",3,3,5,5,5
"3710100PR19",6,5,11,11,6
"37051000G1B",2,11,3,3,11
"37159000045",12,9,9,7,4
"37051000G1A",2,11,3,3,11
"37159000044",12,9,9,7,4
"37057000010",11,9,2,7,9
"37159000042",12,9,9,7,4
"370890000EF",1,10,10,10,10
"37147001001",4,6,6,8,8
"3716300MING",2,11,3,3,11
"370890000ED",1,10,10,10,10
"371330NE22B",3,3,5,5,5
"37057000018",11,2,9,7,4
"371330NE22A",3,3,5,5,5
"3715700LK-2",9,12,8,4,7
"37057000016",11,13,2,2,9
"37057000014",11,2,9,7,4
"37057000012",11,2,9,7,4
"3710100PR04",2,11,11,11,6
"37159000030",12,9,9,7,4
"3704300HAYC",1,10,10,10,10
"37067000306",12,13,2,2,9
"37067000305",12,13,2,2,9
"37067000304",12,13,2,2,9
"370890000EV",1,10,10,10,10
"37067000303",12,13,2,2,9
"37093000065",2,11,3,3,11
"37067000302",12,13,2,2,9
"37093000064",2,11,3,3,11
"37067000301",12,13,2,2,9
"370890000ES",1,10,10,10,10
"37093000063",2,11,3,3,11
"37093000062",2,11,3,3,11
"37159000038",12,9,9,7,4
"37093000061",2,11,3,3,11
"3710100PR09",5,5,11,11,6
"37159000036",12,9,9,7,4
"3710100PR08",6,5,11,11,6
"37159000035",12,9,9,7,4
"3710100PR07",6,5,11,11,6
"37159000034",12,9,9,7,4
"37159000033",12,9,9,7,4
"37159000032",12,9,2,7,4
"37159000031",12,9,9,7,4
"370870000PC",1,10,10,10,10
"37159000039",12,9,9,7,4
"3719902-CAN",1,10,10,10,10
"37051000G3B",2,11,3,3,11
"37169000506",12,13,2,2,9
"37099000QUA",1,10,10,10,10
"370210062.1",1,10,10,10,10
"37111HIGGIN",1,10,10,10,10
"37129000H13",3,3,5,5,5
"37129000H12",3,3,5,5,5
"3717900029C",7,2,1,13,1
"37129000H11",3,3,5,5,5
"3717900029B",7,2,1,13,1
"37129000H10",3,3,5,5,5
"3717900029A",7,2,1,13,1
"37051000G3C",2,11,3,3,11
"370210021.1",1,10,10,10,10
"37001001210",9,12,8,4,7
"37051000G2A",2,11,3,3,11
"370550000EL",4,6,6,8,8
"37051000G2D",2,11,3,3,11
"37051000G2B",2,11,3,3,11
"3715900005A",12,9,9,7,4
"37189000011",13,1,13,9,2
"37189000010",13,1,13,9,2
"37189000019",13,1,13,9,2
"37189000018",13,1,13,9,2
"37189000017",1,1,13,9,2
"37189000016",13,1,13,9,2
"37189000015",13,1,13,9,2
"37189000014",13,1,13,9,2
"37189000013",13,1,13,9,2
"37047000P21",2,11,3,3,11
"37189000012",13,1,13,9,2
"370970000OL",12,1,13,9,2
"37131NEWTOW",4,6,6,8,8
"37047000P24",2,11,3,3,11
"37047000P23",2,11,3,3,11
"37081NCLAY2",9,12,8,4,7
"37081NCLAY1",9,12,8,4,7
"37183019-21",5,5,4,6,3
"37183019-20",5,5,4,6,3
"37123000WAD",11,2,9,7,4
"3714100UU17",3,3,5,5,5
"3713704VM-A",4,6,6,8,8
"37189000008",13,1,13,9,2
"370210009.1",1,10,10,10,10
"37189000007",13,1,13,9,2
"37189000006",13,1,13,9,2
"37189000005",13,1,13,9,2
"37147000101",4,6,6,8,8
"37189000004",13,1,13,9,2
"37189000003",13,1,13,9,2
"37047000P10",2,11,3,3,11
"37189000002",13,1,13,9,2
"37189000001",13,1,13,9,2
"370890000AR",1,10,10,10,10
"37065000901",4,6,6,8,8
"3719500PRCR",4,6,11,11,6
"37047000P18",2,11,3,3,11
"37047000P17",2,11,3,3,11
"37189000009",13,1,13,9,2
"37047000P15",2,11,3,3,11
"37047000P14",3,3,5,5,5
"37047000P13",2,11,3,3,11
"37047000P12",2,11,3,3,11
"37047000P11",2,11,3,3,11
"370970000SB",13,1,13,9,2
"370890000AT",1,10,10,10,10
"3716300CLSW",2,11,3,3,11
"370970DV1-B",13,1,13,9,2
"37047000P19",2,11,3,3,11
"370970DV1-A",13,1,13,9,2
"37035000008",13,1,13,9,2
"37035000007",13,1,13,9,2
"37035000006",13,1,13,9,2
"37035000005",13,1,13,9,2
"37035000004",13,1,13,9,2
"37191002530",4,5,11,11,6
"37035000003",13,1,13,9,2
"37035000002",13,1,13,9,2
"37035000001",13,1,13,9,2
"3703300PELH",9,12,8,4,7
"3710900OB21",13,7,7,9,2
"3719500PRGA",4,6,11,11,6
"37035000009",13,1,13,9,2
"370210040.2",1,10,10,10,10
"3716300CLWE",2,11,3,3,11
"370310OTBEG",3,6,5,5,5
"37143WEST-H",4,6,6,8,8
"3705100G10C",2,11,3,3,11
"3705100G10B",2,11,3,3,11
"3713100GAPL",4,6,6,8,8
"3705100G10A",2,11,3,3,11
"37065000401",4,6,6,8,8
"37185000014",5,12,12,8,8
"37185000013",5,12,12,8,8
"37183004-19",8,4,4,6,3
"37185000012",5,12,12,8,8
"37183004-18",6,4,4,6,3
"37185000011",5,12,12,8,8
"37183004-17",6,4,4,6,3
"371570000SE",9,12,8,4,7
"37185000010",5,12,12,8,8
"370830000SN",5,6,6,8,8
"3714100RP20",3,3,5,5,5
"370210071.1",1,10,10,10,10
"37183004-21",6,4,4,6,3
"3700700POLK",11,2,9,3,11
"3719700SKNB",13,13,13,9,2
"37183004-20",8,4,4,6,3
"37051000G9A",2,11,3,3,11
"370870000LJ",1,10,10,10,10
"37185000004",5,12,12,8,8
"37185000003",5,12,12,8,8
"37183004-09",6,4,4,6,3
"371010PR23B",6,5,11,11,6
"37185000002",5,12,12,8,8
"37183004-08",6,4,4,6,3
"371010PR23A",6,5,11,11,6
"37185000001",5,12,12,8,8
"37183004-07",8,4,4,6,3
"37183004-06",8,4,4,6,3
"37083WEL1-2",4,6,6,8,8
"371570000RC",9,12,8,4,7
"37185000009",5,6,6,8,8
"37185000008",5,6,6,8,8
"37185000007",5,12,12,8,8
"37183008-11",6,4,4,6,3
"37185000006",5,12,12,8,8
"37183008-10",6,4,4,6,3
"37185000005",5,12,12,8,8
"3710900DW28",13,1,13,9,2
"370890000MG",1,10,10,10,10
"37183004-16",6,4,4,6,3
"37183004-15",8,4,4,6,3
"37183004-14",8,4,4,6,3
"37183004-13",8,4,4,6,3
"37183004-12",6,4,4,6,3
"37051000G8D",2,11,3,3,11
"37183004-11",6,4,4,6,3
"37051000G8C",2,11,3,3,11
"37183004-10",8,4,4,6,3
"37051000G8B",2,11,3,3,11
"37051000G8A",2,11,3,3,11
"371350000EH",8,8,12,12,12
"370830ENF-2",5,6,6,8,8
"371350000EF",9,8,8,4,7
"37099000SAV",1,10,10,10,10
"3707700BERE",5,12,12,12,12
"371350000ES",8,8,12,12,12
"370890000NE",1,10,10,10,10
"37183019-12",5,4,4,6,3
"37183019-11",5,4,4,6,3
"370890000NB",1,10,10,10,10
"370890000LJ",1,10,10,10,10
"37183019-19",5,5,4,6,3
"37183019-18",5,5,4,6,3
"37183019-17",5,5,4,6,3
"37183019-16",5,5,4,6,3
"37183019-15",5,4,4,6,3
"37183019-14",5,4,4,6,3
"371350000HF",8,8,12,12,12
"37183019-13",5,4,4,6,3
"371350000HE",9,8,8,4,7
"370890000LP",1,10,10,10,10
"3700700BURN",11,2,1,3,11
"37115HOT-SP",1,10,10,10,10
"37047000P07",2,11,3,3,11
"3713300SF18",3,3,5,5,5
"37047000P06",2,11,3,3,11
"37047000P05",2,11,3,3,11
"37047000P04",2,11,3,3,11
"37047000P03",2,11,3,3,11
"371370001GB",4,6,6,8,8
"37047000P09",2,11,3,3,11
"3704500S-4A",10,7,7,13,13
"37183019-09",5,5,4,6,3
"370970000NH",13,1,13,9,2
"37047000P08",2,11,3,3,11
"37183019-07",5,5,4,6,3
"37183019-05",5,4,4,6,3
"37123000ELD",11,2,9,7,4
"37183019-03",5,4,4,6,3
"37125EUR-WP",2,11,3,7,4
"37099000SCC",1,10,10,10,10
"370890000GM",1,10,10,10,10
"371350000GB",9,8,8,4,7
"370510G5B-2",2,11,3,3,11
"370510G5B-1",2,11,3,3,11
"371350000GL",8,8,12,12,12
"370890000GR",1,10,10,10,10
"370210005.1",1,10,10,10,10
"3706100ROCK",3,3,5,5,5
"370890000FL",1,10,10,10,10
"37111M.COVE",1,10,10,10,10
"3703100PKNL",3,6,5,5,5
"370890000FR",1,10,10,10,10
"3705700086A",11,13,2,2,9
"37165001-16",2,11,3,3,11
"3705500NGHD",4,6,6,8,8
"37125000EAB",2,11,3,3,11
"37131LAKE-G",4,6,6,8,8
"371750000LR",1,10,10,10,10
"371570000WS",12,12,8,4,7
"37099000WEB",1,10,10,10,10
"370890000HC",1,10,10,10,10
"37183008-09",6,4,4,6,3
"37183008-08",6,4,4,12,12
"37183008-07",6,4,4,6,3
"371350000DA",8,8,12,12,12
"37183008-06",6,4,4,6,3
"37183008-05",6,4,4,6,3
"371010PR29A",5,5,11,11,6
"3716100016A",1,10,10,10,13
"37183008-04",6,4,4,6,3
"3714700200B",4,6,6,8,8
"37183008-03",6,4,4,6,3
"3714700200A",4,6,6,8,8
"370810NCGR2",9,12,8,4,7
"37183008-02",6,4,4,6,3
"37119000100",7,2,1,1,1
"3714100SB02",3,3,5,5,5
"370890000HS",1,10,10,10,10
"37119000108",7,2,1,1,1
"3701900004A",3,3,5,5,5
"37119000106",7,7,1,1,1
"37119000105",7,9,9,1,13
"371010PR29B",5,5,11,11,6
"37069000010",5,6,6,8,8
"37119000104",7,2,9,1,1
"37119000103",7,2,1,1,1
"371350000DM",8,8,12,12,12
"37119000102",7,2,1,1,1
"37119000101",7,7,1,1,1
"371170000PP",4,6,6,8,8
"3703900RGER",1,10,10,10,10
"37069000018",5,4,6,6,3
"37069000017",5,4,6,8,8
"3704900VE14",4,3,6,8,8
"370210035.1",1,10,10,10,10
"37069000016",5,4,6,8,8
"37069000015",5,4,6,8,8
"37119000109",7,7,1,1,1
"37069000014",5,4,6,8,8
"3707700SALM",5,12,12,12,12
"371350000CB",8,8,12,12,12
"37069000013",5,6,6,8,8
"371350000CA",9,8,8,4,7
"37069000012",5,4,6,8,8
"37069000011",5,4,6,8,8
"370210027.2",1,10,10,10,10
"3708100CG3B",9,12,8,4,7
"3708100CG3A",9,12,8,4,7
"371350000CH",8,8,12,12,12
"37069000019",5,4,6,6,3
"371350000CG",9,8,8,4,7
"37095000ENG",4,6,6,8,8
"371350000CF",8,8,12,12,12
"370210018.2",1,10,10,10,10
"371350000CP",9,8,8,4,7
"370970000UG",12,1,13,9,2
"371350000CO",8,8,12,12,12
"3717900020B",7,2,1,13,1
"3717900020A",7,2,1,13,1
"370810NCGR1",9,12,8,4,7
"371350000CX",9,8,8,4,7
"37035000022",13,1,13,9,2
"371350000CW",9,8,12,4,7
"37035000021",13,1,13,9,2
"37069000007",5,4,6,8,8
"37035000020",13,1,13,9,2
"37069000006",5,6,6,8,8
"37069000005",5,4,6,8,8
"37069000003",5,4,4,6,3
"37069000002",5,4,6,8,8
"37135000ENO",9,8,12,4,7
"37069000001",5,4,6,8,8
"37035000029",13,1,13,9,2
"37035000028",13,1,13,9,2
"371750000EF",1,10,10,10,10
"3714500ALVI",9,12,8,4,7
"37035000027",13,1,13,9,2
"37035000026",13,1,13,9,2
"37035000025",13,1,13,9,2
"37035000024",13,1,13,9,2
"37035000023",13,1,13,9,2
"37069000009",5,4,6,8,8
"371350000NS",8,8,12,12,12
"37069000008",5,4,6,8,8
"3710900LN11",10,1,13,9,2
"3704300WARN",1,10,10,10,10
"37153000003",2,11,3,3,11
"37153000002",2,11,3,3,11
"37153000001",2,2,9,3,11
"37045000S-S",10,7,7,13,13
"370970000TB",12,1,13,9,2
"37035000011",13,1,13,9,2
"37035000010",13,1,13,9,2
"37153000009",2,2,9,3,11
"37153000008",2,2,9,3,11
"3705700080A",11,13,2,2,9
"37153000007",2,2,9,3,11
"37153000006",2,2,9,3,11
"37153000005",2,2,9,3,11
"37035000019",13,1,13,9,2
"37153000004",2,2,9,3,11
"371570000DR",9,12,8,4,7
"37035000017",13,1,13,9,2
"37035000016",13,1,13,9,2
"37035000015",13,1,13,9,2
"3719700SBCK",13,13,13,9,2
"37035000014",13,1,13,9,2
"37035000013",13,1,13,9,2
"37035000012",13,1,13,9,2
"371190139.1",7,7,1,13,1
"3704500WACO",10,7,7,13,13
"37147000701",4,6,6,8,8
"37093000005",2,11,3,3,11
"3714100CL05",3,3,5,5,5
"370950000FF",4,6,6,8,8
"37093000004",2,11,3,3,11
"3708300RR-4",5,6,6,8,8
"37093000003",2,11,3,3,11
"3708300RR-3",5,6,6,8,8
"37093000002",2,11,3,3,11
"37007000ANS",11,2,9,3,11
"37093000001",2,11,3,3,11
"37045FALSTN",10,7,7,13,13
"371170000R2",4,6,6,8,8
"37123000ROC",11,2,9,7,4
"371170000R1",4,6,6,8,8
"3716300SBRG",2,11,3,3,11
"371350000NC",8,8,12,12,12
"3710900LI14",13,7,7,9,2
"3706100CFRK",3,3,5,5,5
"37019000002",3,3,5,5,5
"37035000041",13,1,13,9,2
"37019000001",3,3,5,5,5
"37035000040",13,1,13,9,2
"3708300RR-9",5,6,6,8,8
"3708300RR-7",5,6,6,8,8
"3708300RR-5",5,6,6,8,8
"37045000S-5",10,7,7,13,13
"37019000009",3,3,5,5,5
"37019000008",3,3,5,5,5
"37045000S-C",10,7,7,13,13
"37019000007",3,3,5,5,5
"37019000006",3,3,5,5,5
"37019000005",3,3,5,5,5
"370210057.1",1,10,10,10,10
"37019000003",3,3,5,5,5
"3704300SWEE",1,10,10,10,10
"3703900HANG",1,10,10,10,10
"3710900DN29",13,1,13,9,2
"37065001301",5,6,6,8,8
"37035000033",13,1,13,9,2
"37035000032",13,1,13,9,2
"37035000031",13,1,13,9,2
"3703100NRIV",3,6,5,5,5
"37035000030",13,1,13,9,2
"3718320-06B",8,4,11,11,3
"3718320-06A",8,4,11,11,3
"37111WEST-M",1,10,10,10,10
"3707900BEAR",4,5,11,11,6
"37035000039",13,1,13,9,2
"37035000038",13,1,13,9,2
"37035000037",13,1,13,9,2
"3719904-RAM",1,10,10,10,10
"370450000BR",10,7,7,13,13
"371350000OG",8,8,8,4,7
"37035000036",13,1,13,9,2
"37035000035",13,1,13,9,2
"37035000034",13,1,13,9,2
"3706100SMCA",4,3,5,5,5
"37073000005",4,6,6,8,8
"37025007-00",11,2,9,7,4
"37073000003",4,6,6,8,8
"37073000002",4,6,6,8,8
"37073000001",4,6,6,8,8
"3712700P14A",5,6,6,8,8
"371570000EC",9,12,8,4,7
"37153000014",11,2,9,3,11
"37153000013",2,11,3,3,11
"3703900MURN",1,10,10,10,10
"37153000012",2,11,3,3,11
"37153000011",2,11,3,3,11
"371350000OW",8,8,12,12,12
"37153000010",2,11,3,3,11
"37019000023",3,3,5,5,5
