"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000"
"37067000131",14,14,5,2,10,5,5,11,13,9,12,9,2,14,2,9,11,1,14,8,5,7,10,8,5,9,14,14,4,14,12,13,14,2,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"370510G5A-2",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"370510G5A-1",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"371810000NV",9,9,4,6,11,10,3,4,1,6,1,3,3,1,3,1,7,10,4,6,11,1,12,12,1,1,6,6,6,6,10,6,1,1,6,6,6,1,6,6,6,5,5,2,4,2,4,4,4,2,11,11,4,14,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37169000020",14,14,5,2,10,5,5,11,13,9,12,9,2,14,1,9,11,14,14,14,13,7,10,8,5,10,14,8,14,14,12,13,9,3,14,9,10,8,8,14,10,3,12,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37045GROVER",5,10,12,13,13,13,2,8,9,8,9,11,11,11,13,11,14,12,13,3,14,8,13,3,3,3,13,13,9,9,13,11,11,13,13,14,12,12,3,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37119000001",10,12,8,12,12,14,2,8,10,13,4,11,9,2,11,2,2,2,2,9,2,5,2,2,9,14,3,12,11,13,4,2,12,14,12,2,11,11,3,2,8,14,14,8,8,9,7,12,8,9,9,9,13,13,3,10,14,14,13,14,14,13,13,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37115MARS-H",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370130GILEA",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,12,12,12,1,1,6,6,6,5,10,6,10,7,7,3,3,1,4,5,4,4,4,4,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3706100GLIS",3,11,9,3,1,4,4,4,3,5,1,6,7,7,12,4,6,5,1,10,9,12,11,1,6,6,11,5,5,5,6,1,10,7,7,3,7,5,5,4,4,6,6,6,10,11,11,11,11,6,2,2,2,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,12,12,12,12,2,2,2,2,2
"371750000DR",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37025006-00",10,6,10,12,5,12,12,5,13,9,12,8,11,9,8,14,14,7,14,2,7,13,8,7,14,13,14,7,4,4,9,13,14,4,11,11,14,7,2,3,14,13,8,5,9,8,12,7,3,8,10,1,12,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,1,9,9,3,13,13,7,7,7,7
"37119000009",10,12,8,10,12,14,2,8,10,13,4,11,9,2,11,2,9,2,3,9,2,5,2,2,9,14,3,4,11,13,4,2,12,14,13,2,2,2,2,2,8,14,13,14,8,9,7,12,8,9,12,13,13,12,1,10,14,3,13,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37099000CUL",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37119000008",10,12,8,10,12,14,2,8,10,13,4,11,9,2,11,2,2,2,2,9,2,5,2,2,9,14,3,4,11,11,4,2,12,14,12,2,2,2,3,2,8,14,14,14,8,9,7,12,8,12,9,9,13,13,3,10,14,3,13,14,14,13,6,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37119000007",10,12,8,12,12,14,2,8,9,13,13,11,9,2,11,2,2,2,2,9,2,5,2,2,2,14,3,12,11,11,11,2,12,14,12,2,11,11,2,10,8,14,14,8,8,9,9,9,9,9,9,9,13,13,3,3,14,14,13,13,13,13,13,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37119000006",10,12,8,12,12,14,11,9,10,13,13,11,8,2,11,2,9,2,2,9,2,5,2,2,2,14,3,4,13,13,11,2,12,14,12,2,2,11,2,10,8,14,14,8,8,9,7,9,9,9,9,9,13,13,3,3,14,14,13,13,13,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000005",10,12,8,12,12,14,11,8,10,13,4,1,8,9,11,2,9,2,2,12,3,2,2,2,2,14,3,4,11,13,11,2,12,14,12,2,11,11,2,10,8,14,14,14,8,9,7,9,9,9,12,13,13,13,3,3,14,14,13,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000004",10,12,8,12,12,11,11,9,11,13,4,1,8,9,11,2,9,13,3,12,3,5,9,9,2,14,3,4,11,13,11,12,12,14,12,2,11,11,2,10,8,14,13,14,8,9,7,9,9,9,12,1,13,13,3,3,14,14,13,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"3704700P26B",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37119000003",10,12,8,12,12,11,11,9,11,13,4,1,8,9,11,2,9,2,3,12,3,5,9,9,2,14,3,4,11,13,11,12,12,14,12,2,2,11,2,10,13,8,13,14,14,14,7,9,9,9,12,13,13,13,3,3,3,14,13,13,13,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000002",10,12,8,12,12,14,11,8,10,13,4,11,9,2,11,2,2,2,2,9,2,5,2,2,2,14,3,4,11,13,4,2,12,14,13,2,11,11,2,10,8,14,14,8,8,9,7,9,9,9,12,13,13,13,3,10,14,14,13,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37173ALARKA",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"371750000CC",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370210008.3",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37067000122",14,7,10,2,10,5,5,5,13,9,12,13,2,14,2,9,11,1,14,8,5,3,8,8,5,9,14,8,4,14,9,13,14,2,14,9,10,8,8,14,14,13,8,5,9,8,12,7,3,8,10,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"371190223.1",5,10,12,13,5,13,2,8,9,8,9,1,9,11,13,11,9,13,3,12,3,2,9,9,9,14,9,13,9,9,13,11,12,4,2,12,2,7,11,2,13,8,13,14,14,14,7,12,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"370210008.2",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3708100SDRI",13,7,5,14,10,9,7,11,14,1,5,14,2,14,1,7,1,14,14,14,5,3,3,5,13,10,4,8,2,3,2,9,4,2,3,1,13,13,13,9,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37177000016",4,4,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,6,5,4,4,5,4,4,4,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37177000015",4,4,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,4,5,4,4,5,4,4,4,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"371750000CM",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37177000014",4,4,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,4,5,4,4,5,4,11,11,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37063000016",2,9,14,11,11,10,10,10,6,14,14,7,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,4,1,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000015",2,9,11,11,11,10,10,10,4,14,14,2,4,1,3,1,7,6,6,4,13,6,6,13,12,4,2,10,3,10,8,5,5,5,6,8,8,3,10,7,2,2,10,1,2,6,6,6,6,3,3,3,14,14,13,9,11,11,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3700300LRSL",12,13,7,5,13,12,12,13,8,12,11,9,14,8,9,14,12,7,8,8,14,7,13,3,3,13,9,14,14,4,9,14,9,3,2,14,10,8,8,14,10,3,12,13,13,5,5,5,13,10,5,12,10,9,12,12,13,13,12,10,3,3,8,8,8,8,8,3,3,3,3,8,8,9,3,13,13,13,8,8,8
"37063000014",2,9,11,11,11,10,10,10,4,14,14,2,4,1,3,1,7,6,6,4,13,6,6,13,12,11,2,10,3,10,8,8,6,5,6,8,8,3,10,13,2,2,10,1,1,6,6,6,6,3,3,4,14,14,13,9,11,11,11,4,4,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000013",2,9,11,11,11,10,10,10,4,14,14,2,4,1,3,1,7,6,6,4,13,6,6,13,12,11,2,10,3,8,8,5,5,5,6,8,8,3,10,13,7,2,10,1,2,6,6,6,6,3,3,4,14,14,13,9,9,9,11,4,4,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3714100UT14",3,11,3,7,9,8,4,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37063000012",2,9,11,11,11,10,10,10,4,14,14,2,4,1,3,1,7,6,6,4,13,11,5,13,12,11,2,10,3,8,8,5,5,6,6,8,8,3,10,13,7,2,10,1,2,6,6,6,6,3,3,4,14,14,13,9,9,9,11,4,4,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37067000123",14,7,5,2,10,5,5,11,13,9,12,13,2,14,2,9,11,1,14,8,5,7,3,8,5,9,14,8,4,14,9,13,14,2,14,9,10,8,8,14,14,13,8,13,13,13,13,3,7,10,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,8,3,3
"37063000010",2,9,11,11,11,10,10,10,4,14,14,2,4,3,3,1,7,6,6,4,13,11,5,13,12,11,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,6,6,6,3,3,4,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37125000PHC",8,8,6,9,4,4,14,1,2,10,10,4,6,6,6,13,13,9,10,7,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3716300HERR",3,11,3,9,8,4,4,1,2,5,1,6,7,7,12,4,6,5,1,7,9,12,4,11,11,7,12,2,8,5,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"370210039.3",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370210039.2",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3704700P25B",3,11,3,7,9,8,14,3,3,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,7,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37063000019",2,9,11,4,11,10,10,10,4,14,14,7,4,1,3,1,4,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,5,1,8,8,4,10,13,2,2,10,1,2,6,6,6,6,3,3,3,14,14,13,9,11,11,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000018",2,9,11,4,11,10,10,10,4,14,14,2,4,1,3,1,7,6,6,4,13,11,5,13,12,4,10,10,3,10,8,5,5,5,6,8,8,4,10,7,2,2,10,1,2,6,6,6,6,3,3,3,14,14,13,9,11,11,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000017",2,9,11,11,11,10,10,10,4,14,14,2,4,1,3,1,7,6,6,4,13,11,5,13,12,11,2,10,3,8,8,5,5,6,6,8,8,4,10,13,7,2,10,1,2,6,6,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3716300LAKE",3,11,3,9,8,4,4,3,2,5,1,6,7,7,12,4,6,5,1,7,9,12,4,11,11,7,12,2,8,5,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37183002-06",11,9,11,11,11,10,10,10,1,14,6,2,3,4,5,5,4,10,5,6,11,6,6,6,4,2,10,1,1,10,5,8,6,5,6,5,5,10,14,7,2,10,11,10,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37183002-05",11,9,11,11,11,10,10,10,4,14,6,2,3,4,5,1,4,10,5,6,6,6,6,6,4,2,10,1,1,8,5,8,6,5,6,4,1,3,14,7,2,10,11,2,1,6,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37183002-04",11,9,11,11,11,10,10,10,1,14,14,2,3,4,5,5,4,10,5,6,11,6,6,6,4,2,10,1,1,10,5,8,6,5,6,5,5,10,14,7,2,10,11,2,1,2,6,1,1,4,4,4,4,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,11,11,4,4,11,11,11,11,11,10,10,10
"37111T.COVE",1,5,13,8,2,2,12,12,8,12,11,9,13,13,14,11,8,12,13,13,14,14,14,14,8,8,8,14,14,12,3,3,3,3,13,13,12,9,12,12,12,12,3,3,3,5,3,3,7,10,5,7,7,7,7,5,5,5,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37119000023",5,10,12,10,12,11,2,8,9,13,4,1,9,11,11,2,9,13,3,9,3,2,9,9,9,14,3,12,11,13,11,2,12,4,13,12,2,11,3,2,13,8,13,14,14,14,7,12,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000005",2,14,11,11,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000022",10,12,8,10,12,14,2,8,9,13,4,1,9,2,11,2,9,13,3,9,2,5,2,2,9,14,3,4,11,11,4,2,12,4,13,2,2,2,3,2,8,14,13,14,14,14,7,12,8,12,12,13,13,12,1,10,3,3,14,14,14,13,6,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000004",2,9,11,11,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000021",10,12,8,10,12,14,2,8,9,13,4,1,9,11,11,2,9,13,3,9,2,5,2,2,9,14,3,4,11,11,4,2,12,4,13,2,2,2,3,2,8,14,13,8,14,14,7,12,8,12,9,9,13,12,1,10,3,3,14,14,14,13,6,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000003",2,9,11,11,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000020",10,12,8,10,12,14,2,8,10,13,4,1,9,2,11,2,9,13,3,9,2,5,2,2,9,14,3,4,11,11,4,2,12,4,13,2,2,2,3,2,8,14,14,8,14,14,7,12,8,12,9,9,13,12,1,10,14,3,13,14,14,13,6,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000002",2,9,11,11,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000001",2,9,11,11,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,2,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37115LAUREL",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,4,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370150000MH",9,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,1,4,6,6,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37119000029",10,12,8,12,12,14,11,9,10,13,4,1,8,9,11,2,9,2,2,12,2,5,2,2,2,14,3,4,11,13,11,2,12,14,12,2,11,11,2,10,8,14,14,14,8,9,7,9,9,9,12,13,13,13,3,3,14,14,13,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000028",10,12,8,12,12,11,11,8,11,13,4,1,9,9,11,2,9,2,2,12,3,2,9,9,2,14,3,4,11,13,11,2,12,14,11,11,2,11,2,10,13,8,13,14,14,14,7,9,9,9,12,13,13,13,3,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000027",10,12,8,12,12,11,11,8,11,13,4,1,9,11,11,2,9,13,3,12,3,2,9,9,2,14,3,4,11,13,11,2,12,4,2,12,2,11,2,10,13,8,13,14,14,14,7,9,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000009",2,9,11,11,11,10,10,10,4,14,14,7,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,5,5,5,6,1,4,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000026",5,10,8,12,12,11,11,9,11,13,4,1,9,9,11,12,9,13,3,12,3,2,9,9,9,14,3,4,11,13,11,2,12,4,11,11,2,11,2,10,13,8,13,14,14,14,7,9,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000008",2,9,11,11,11,10,10,10,4,14,14,2,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000025",10,12,12,10,12,11,11,8,11,8,4,1,9,11,11,12,9,13,3,12,3,2,9,9,9,14,3,4,11,13,11,2,12,4,2,12,2,11,3,10,13,8,13,14,14,14,7,9,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000007",2,9,11,11,11,10,10,10,4,14,14,7,4,3,3,1,7,3,6,4,13,11,5,13,12,11,2,10,3,8,8,5,5,5,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000024",5,10,12,10,12,11,2,8,9,13,4,1,9,11,11,2,9,13,3,9,3,2,9,9,9,14,3,4,11,13,11,2,12,4,2,12,2,11,3,2,13,8,13,14,14,14,7,12,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000006",2,14,11,4,11,10,10,10,4,14,14,7,4,3,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37055000HAT",4,4,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,4,5,4,4,5,4,11,11,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"371010PR11B",11,3,4,6,1,1,1,4,4,5,1,6,5,7,12,4,6,11,5,11,11,4,1,6,4,2,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"371010PR11A",11,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,4,10,5,11,11,4,1,6,4,2,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
