"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000","iteration_3050","iteration_3100","iteration_3150","iteration_3200","iteration_3250","iteration_3300","iteration_3350","iteration_3400","iteration_3450","iteration_3500","iteration_3550","iteration_3600","iteration_3650","iteration_3700","iteration_3750","iteration_3800","iteration_3850","iteration_3900","iteration_3950","iteration_4000"
"37119000012",10,10,12,10,12,11,2,8,11,13,4,1,9,11,11,12,9,13,3,12,3,2,9,9,9,14,3,4,11,13,11,2,12,4,2,12,2,11,3,2,13,8,13,14,14,14,7,12,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000038",2,9,14,11,11,10,10,10,6,14,14,7,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000011",10,12,8,10,12,11,11,8,11,13,4,1,9,2,11,2,9,13,3,12,3,2,9,9,9,14,3,4,11,13,11,2,12,4,2,12,2,11,3,2,13,8,13,14,14,14,7,12,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000037",2,14,11,4,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37119000010",10,12,8,10,12,14,2,8,10,13,4,1,9,2,11,2,9,2,3,9,2,5,2,2,9,14,3,4,11,11,4,2,12,4,13,2,2,2,3,2,8,14,13,8,8,9,7,12,8,12,9,9,13,12,1,10,3,3,14,14,14,13,6,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000036",2,9,11,11,11,10,10,10,4,14,14,7,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,4,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3707900SHIN",4,3,9,3,1,7,3,4,5,5,1,6,5,7,12,4,6,11,1,10,9,12,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,6,6,6,5,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3716100010A",5,5,7,5,13,13,12,13,8,11,8,9,11,13,13,11,12,12,13,3,14,8,13,3,3,3,13,9,12,9,13,11,11,13,13,14,12,12,12,8,3,9,9,9,5,5,3,13,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37063000033",2,9,14,11,11,10,10,10,4,14,14,7,4,3,3,1,7,6,6,4,13,6,6,4,12,11,10,10,3,8,5,8,6,5,6,4,1,3,10,7,7,11,10,10,1,6,4,6,1,3,3,4,14,4,13,9,9,9,11,4,4,9,9,11,11,14,11,11,11,11,11,2,2,2,10,10,10,10,11,11,11
"37063000032",11,9,11,11,11,10,10,10,4,14,6,2,4,4,5,1,4,3,6,6,6,6,6,13,12,2,10,1,1,8,8,5,6,5,6,8,8,3,10,7,2,10,11,1,1,6,6,6,1,4,4,4,14,4,11,11,11,11,11,4,4,9,9,9,4,4,9,9,11,12,2,4,4,11,11,11,11,11,10,10,10
"3703100MHD4",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37063000031",2,9,11,11,11,10,10,10,4,14,14,2,4,3,3,1,4,3,6,4,13,6,6,13,12,11,10,10,1,10,5,8,6,5,6,8,8,3,10,7,2,2,10,1,2,6,6,6,1,3,3,4,14,4,11,11,11,11,11,4,4,4,11,11,11,14,11,11,11,12,2,2,2,2,10,10,10,10,11,11,11
"3703100MHD3",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3703100MHD2",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37119000019",10,12,8,10,12,14,2,8,9,13,13,11,9,2,11,2,2,2,2,9,2,5,2,2,9,14,7,4,13,11,4,2,12,14,12,2,11,11,3,2,8,14,14,8,8,9,7,12,8,12,9,9,13,13,3,10,14,3,13,14,14,13,6,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"3703100MHD1",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,1,10,9,9,11,1,6,6,11,5,5,5,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"37045OAKGRV",5,10,12,13,13,13,2,8,9,8,9,11,11,11,13,11,14,12,13,3,14,8,13,3,3,3,13,13,9,9,13,11,11,13,13,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37119000018",10,12,8,12,12,14,2,8,9,13,4,11,9,2,11,2,2,2,2,9,2,5,2,2,2,14,7,12,11,13,4,2,12,14,12,2,11,11,3,10,8,14,14,14,8,9,7,12,8,9,9,9,13,13,3,10,14,3,13,14,14,13,6,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37119000017",10,12,8,12,12,14,11,8,10,13,13,11,9,9,11,2,2,2,2,9,2,5,2,2,2,14,3,12,11,13,4,2,12,14,12,2,11,11,2,10,8,14,14,8,8,9,7,9,9,9,9,9,13,13,3,3,14,14,13,14,14,13,13,6,3,3,3,8,8,8,1,3,3,3,9,9,9,9,9,9,9
"37119000016",5,12,12,10,12,11,11,8,11,8,4,1,9,11,11,12,9,13,3,12,3,2,9,9,9,14,3,4,11,13,11,2,12,4,2,12,2,7,3,10,13,8,13,14,14,14,7,9,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000015",10,12,8,12,12,11,11,8,10,13,4,11,8,2,11,2,2,2,2,9,2,5,2,2,2,14,3,4,11,13,11,2,12,14,12,2,2,11,2,10,8,14,14,8,8,9,7,9,9,9,12,13,13,13,3,3,14,14,13,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000014",10,12,8,12,12,11,11,8,10,13,4,1,9,2,11,2,2,2,2,12,2,2,9,9,2,14,3,4,11,13,11,2,12,14,12,2,2,11,2,10,8,14,13,8,14,14,7,9,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37119000013",10,12,8,10,12,14,11,8,9,13,4,1,9,2,11,2,9,13,3,12,2,5,2,2,2,14,3,4,11,13,11,2,12,4,13,2,2,11,2,2,8,14,14,14,8,9,7,9,9,9,12,13,13,12,1,10,3,14,14,14,14,13,13,13,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"37063000039",2,9,11,11,11,10,10,10,4,14,14,7,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,5,5,5,6,1,4,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3719500PROL",9,3,4,6,1,1,1,4,5,5,1,6,5,5,12,4,6,11,4,5,1,1,12,12,6,6,11,5,5,6,6,1,1,7,7,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3710900DV08",5,10,12,13,13,13,12,13,8,8,9,1,11,11,13,11,14,12,13,3,14,8,13,3,3,3,13,14,9,9,13,14,11,13,13,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"37143NEW-HO",4,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,1,6,6,6,4,5,4,4,4,11,11,11,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37081000PG2",13,7,2,14,7,9,7,14,14,1,5,14,12,12,1,7,1,1,12,14,4,3,3,5,13,10,4,7,2,3,8,5,4,9,3,8,13,13,13,9,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37081000PG1",13,7,14,4,7,9,9,14,14,1,5,14,12,12,1,7,1,14,12,14,4,3,3,5,13,4,4,7,2,3,2,9,4,9,3,8,13,13,13,9,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37063000041",2,9,11,11,11,10,10,10,4,14,14,7,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,5,5,5,6,6,4,1,3,10,13,7,2,10,10,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000040",2,14,11,11,11,10,10,10,4,14,14,7,4,3,3,1,7,6,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3714100NB01",3,11,3,7,9,8,4,3,3,3,3,6,7,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,5,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"37051EO61-2",8,8,6,9,8,4,14,1,2,5,1,4,6,6,10,4,13,9,10,7,9,12,7,10,11,7,12,11,8,2,14,7,7,10,10,10,4,5,5,11,5,6,6,6,10,10,10,10,2,11,6,14,3,3,2,2,8,8,8,3,10,6,10,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,12,12,12
"371010PR10A",11,3,4,6,1,1,1,4,5,5,6,6,5,7,12,4,6,11,5,11,11,4,1,6,4,2,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"37051EO61-1",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,7,12,12,7,10,10,12,12,11,7,5,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,2,14,1,14,3,3,14,14,10,10,3,3,10,6,10,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"37065000301",9,4,4,3,3,1,1,7,7,7,2,3,5,5,7,3,3,11,4,5,1,1,12,12,1,1,6,6,6,6,10,6,1,1,5,6,6,1,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3713300ML23",3,11,3,7,9,8,4,3,7,7,3,10,10,10,10,10,5,4,11,10,10,12,11,1,6,6,11,5,5,7,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3716100009A",1,5,13,13,13,13,13,12,8,11,8,12,13,11,13,11,12,8,9,13,8,8,13,3,8,8,8,9,12,12,3,3,3,11,9,14,12,12,9,8,3,9,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,7,7,7,13,5,13,13,13,13,13,13,13,13,13,3,3,3,3,8,8
"370870000WW",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3703900HIWA",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"37063000027",2,14,14,11,11,3,9,14,6,14,14,7,4,3,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000026",11,14,11,4,11,10,9,14,1,14,7,7,3,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3708100SMAD",11,7,14,4,7,3,9,14,14,1,5,14,4,1,1,7,1,3,6,14,4,3,10,5,13,4,4,7,2,8,2,9,4,9,3,1,13,13,13,13,9,1,1,12,12,12,14,8,12,7,14,10,1,1,9,13,12,12,10,12,12,12,12,12,12,12,14,14,12,9,9,9,1,14,14,14,14,14,14,14,14
"37063000025",2,14,11,4,11,10,9,14,1,14,7,7,3,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000024",2,14,11,4,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000023",2,9,11,4,7,10,10,10,4,14,14,7,4,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,5,1,8,8,4,10,13,7,2,11,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000022",2,9,11,11,7,10,10,10,4,14,14,7,4,1,3,1,4,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,5,1,8,8,4,10,13,2,2,10,1,2,6,6,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000021",2,9,11,4,7,10,10,10,4,14,14,7,4,1,3,1,4,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,5,1,8,8,4,10,13,2,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000020",2,9,11,11,7,10,10,10,4,14,14,7,4,1,3,1,4,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,5,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37045LAWNDL",5,10,12,13,13,13,2,8,9,8,9,11,11,11,13,11,14,12,13,3,14,8,13,3,3,3,13,13,12,9,13,11,11,13,13,14,12,12,12,12,3,9,9,9,5,5,5,5,13,13,13,12,10,10,10,5,5,5,5,7,7,7,7,7,13,5,5,1,1,1,8,8,8,8,13,3,3,3,3,8,8
"370130AUROR",4,3,9,3,3,7,3,7,7,7,2,3,7,5,7,3,3,5,4,10,9,12,11,1,1,1,6,6,6,5,10,6,10,7,7,3,3,6,4,5,4,4,5,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"371010PR10B",11,3,4,6,1,1,1,4,5,6,6,6,3,7,12,4,6,11,5,11,11,4,1,6,4,2,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"370530000CB",9,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,4,5,4,4,5,4,4,4,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37063000029",2,9,11,11,11,10,10,10,4,14,14,2,4,1,3,1,4,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,5,6,8,8,4,10,7,2,2,11,1,2,6,6,6,6,3,3,3,14,14,13,9,11,11,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"37063000028",2,14,11,4,11,10,10,14,1,14,14,7,3,1,3,1,7,3,6,4,13,11,5,13,12,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,11,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"3713300BC21",3,3,3,7,9,8,4,7,3,3,3,10,10,10,10,10,5,4,11,10,10,9,11,1,6,6,11,5,5,7,6,1,10,7,7,3,3,6,4,5,4,4,4,11,11,11,11,11,11,6,2,2,2,8,8,8,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,12,12,12,12,2,2,2,2,2
"3710100PR30",9,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,6,11,5,11,1,4,1,6,4,2,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"370210070.1",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370530000CJ",9,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,6,5,4,4,5,4,4,4,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"370530000CI",9,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,6,5,4,4,5,4,4,4,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"37135000UNC",2,14,14,4,11,3,9,14,6,4,7,7,4,3,3,1,7,3,7,11,13,11,5,13,7,4,2,10,3,8,8,5,5,6,1,8,8,4,10,13,7,2,10,1,2,6,4,6,6,3,3,3,14,14,13,9,9,9,9,6,9,4,11,11,11,14,11,11,9,12,2,2,2,2,10,10,10,10,11,11,11
"370530000CH",9,4,9,3,3,7,3,7,7,7,2,3,5,5,7,3,3,5,4,5,1,1,12,12,1,1,6,6,6,6,10,6,10,1,5,6,6,6,6,5,4,4,5,4,4,4,11,11,11,6,2,2,2,8,8,8,2,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"3710100PR38",9,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,12,7,10,11,7,1,1,10,5,7,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3710100PR37",9,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,4,1,6,4,7,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3710100PR36",9,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,6,11,1,10,9,4,1,1,6,6,1,1,10,1,1,10,8,8,4,3,3,6,6,6,6,5,4,4,6,1,2,2,4,2,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3710100PR35",9,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,7,9,12,7,10,11,7,5,2,8,5,7,10,8,8,4,5,5,10,1,11,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3710100PR34",11,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,6,11,5,11,11,4,1,6,4,2,1,1,10,1,1,10,8,8,4,5,5,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3710100PR33",9,3,4,6,1,1,1,4,5,5,1,6,7,7,12,4,6,11,1,11,11,4,1,6,4,2,1,3,8,10,1,10,8,8,4,5,5,10,1,1,1,11,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3710100PR32",9,3,4,11,1,1,1,4,5,5,1,2,3,7,12,5,6,11,5,11,1,4,1,6,4,2,1,1,10,1,1,10,8,8,4,6,6,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"3719500PRSA",9,4,4,6,1,1,1,4,5,5,1,6,5,7,12,4,3,11,4,5,1,1,12,12,6,6,11,5,5,6,6,1,1,7,7,3,3,6,6,6,6,5,5,4,4,4,1,4,4,2,11,11,11,11,4,4,4,4,4,11,11,11,4,4,9,9,4,4,4,4,4,11,11,4,4,4,4,4,4,4,4
"370510G9B-2",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,1,9,10,4,10,10,12,12,11,7,5,14,7,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,14,11,6,14,3,3,14,14,10,10,3,8,8,8,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"370510G9B-1",8,8,6,9,8,4,14,1,2,2,10,4,6,6,6,13,13,9,10,1,12,10,7,10,10,12,5,11,7,2,14,4,13,12,8,10,4,14,7,11,11,7,7,7,7,7,8,14,14,14,1,14,3,3,14,14,10,10,3,3,10,6,3,3,14,11,12,12,14,14,14,14,14,1,1,6,6,6,12,12,12
"3710100PR20",9,3,4,11,1,1,1,4,5,5,1,2,5,5,12,5,6,11,5,5,1,4,1,6,4,2,1,1,10,1,1,10,8,8,4,6,6,10,6,6,6,5,5,4,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
"370870000WE",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3714100CS04",3,11,3,7,8,8,4,3,2,3,3,10,10,10,10,10,5,4,11,1,10,9,4,11,11,7,12,2,8,5,7,7,7,10,10,7,7,5,5,4,5,6,6,6,10,10,10,10,14,11,6,8,8,2,2,2,8,8,8,8,8,8,10,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,1,1
"3707500EAST",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370870000WC",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"370870000WO",1,5,13,8,2,2,13,12,12,11,8,12,13,13,14,8,8,8,9,13,8,14,14,14,8,8,8,9,12,12,3,3,3,11,9,13,9,9,9,8,12,12,3,3,3,3,3,13,5,5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,8,8,8,8,13,13,13
"3710100PR28",9,3,4,6,1,1,1,4,5,5,1,6,5,7,12,4,6,11,1,7,9,4,1,6,4,2,1,3,8,1,1,10,8,8,4,5,3,10,1,1,1,10,2,2,6,1,2,2,10,1,8,6,6,6,6,6,6,6,6,9,6,14,14,14,6,6,6,6,6,2,12,12,10,10,2,2,12,12,6,6,6
