"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"37023000065",7,5,7,2,8,12,7,2,12,2,8,4,2,10,2,10,12,10,3,14,14,3,3,8,5,10,10,5,8,8,14,12,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"37123000STA",6,6,2,6,9,1,9,13,2,6,10,14,8,7,5,14,11,14,5,11,9,5,9,11,7,11,11,13,5,5,4,6,12,8,2,7,8,8,8,8,8,7,12,12,12,12,12,12,9,8,8
"37023000064",2,5,7,2,12,12,7,2,12,2,8,4,2,10,2,10,12,10,3,14,14,3,3,8,5,10,10,5,8,8,14,12,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"37023000062",7,5,7,2,8,12,7,2,3,2,8,12,2,10,2,10,12,10,3,14,14,3,3,8,5,10,10,5,8,8,14,12,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"37025012-09",8,2,12,6,9,1,9,12,8,3,3,2,13,9,8,12,10,11,8,3,10,8,5,11,1,14,7,8,14,12,8,14,14,11,11,2,7,7,7,7,4,10,10,10,10,10,4,4,4,4,4
"37147001501",3,3,1,11,1,6,5,5,14,5,7,13,5,3,3,1,5,5,7,7,4,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"37025012-08",8,2,12,6,9,1,9,12,8,3,3,2,13,9,8,12,10,11,8,3,10,8,5,11,1,14,7,8,14,12,8,14,14,11,11,2,7,7,7,7,4,10,10,10,10,10,4,4,4,4,4
"37025012-06",8,2,12,6,9,1,9,12,8,3,10,9,4,9,9,12,10,11,8,3,10,8,5,11,1,14,7,8,14,12,8,14,14,11,11,2,7,7,7,7,4,10,10,10,10,10,4,4,4,4,4
"37025012-05",8,2,12,6,9,1,9,12,8,3,10,2,4,9,9,12,10,11,8,3,10,8,5,11,1,14,7,8,14,12,8,14,14,11,11,2,7,7,7,7,4,10,10,10,10,10,4,4,4,4,4
"37025012-04",8,2,12,6,9,1,9,12,8,3,3,2,4,9,9,12,10,11,8,3,10,8,5,11,1,14,7,8,14,12,8,14,14,11,11,2,7,7,7,7,4,10,10,10,10,10,4,4,4,4,4
"37147001509",11,3,3,11,1,6,5,5,14,5,7,13,5,3,3,1,5,5,7,7,4,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"37147001507",11,3,3,10,1,6,5,5,14,5,7,13,5,3,3,1,5,5,7,7,4,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"37147001506",11,3,3,11,1,6,5,5,14,5,7,13,5,3,3,1,5,5,7,7,4,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"37191000018",9,11,3,10,14,14,6,5,14,1,1,13,5,14,11,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37191000017",9,11,3,10,14,14,6,5,14,1,1,13,5,14,11,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37023000070",7,5,7,2,8,12,7,2,12,2,8,4,2,10,2,10,12,10,3,14,14,3,3,8,5,10,10,5,8,8,14,12,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"3714100LT18",9,9,13,1,14,3,11,11,4,4,1,5,7,5,4,4,13,13,13,4,7,4,1,12,4,13,13,9,3,3,3,13,13,13,13,13,9,9,9,13,13,13,13,13,9,7,7,7,7,7,7
"37191000016",9,11,3,10,14,14,6,5,14,1,1,13,5,14,11,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"3712700P06A",11,11,1,10,4,11,6,5,5,1,5,11,6,14,11,13,1,1,1,7,12,1,13,3,2,2,9,11,2,13,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37147001503",11,3,1,10,1,6,5,5,14,5,7,13,5,3,3,1,5,5,7,7,4,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"37191000015",9,11,3,10,14,14,6,5,14,1,1,13,5,14,3,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37191000014",9,11,3,10,14,14,6,5,14,1,1,13,5,14,11,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37067000405",12,12,10,8,5,9,12,10,13,8,10,8,9,6,13,6,14,6,9,9,11,14,11,14,14,12,14,4,6,6,6,4,4,4,4,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"37191000013",9,11,3,10,14,14,6,5,14,1,1,13,5,14,3,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37067000404",12,12,10,8,5,10,10,10,13,8,2,8,9,6,13,6,14,6,9,9,11,14,11,14,14,12,14,4,6,6,6,4,4,4,4,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"3712500WKWD",6,6,9,14,9,1,9,13,1,10,4,14,8,7,5,14,11,14,5,11,9,5,9,6,6,6,4,13,5,5,4,6,12,8,2,7,8,8,8,8,8,7,12,12,12,12,12,12,9,8,8
"3707700EAOX",11,11,14,3,10,4,4,14,5,1,6,11,6,14,1,5,4,7,4,1,12,7,7,9,9,9,3,1,1,2,5,5,3,3,5,5,1,1,1,1,1,3,5,5,5,5,5,1,1,5,5
"37067000403",12,12,10,8,5,10,10,10,13,8,2,8,9,6,13,6,14,6,9,9,11,14,11,14,14,12,14,4,6,6,6,4,4,4,4,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"37067000402",12,12,10,8,5,10,10,10,13,8,2,8,9,6,13,6,14,6,9,9,11,14,11,14,14,12,14,4,6,6,6,4,4,4,4,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"37067000401",12,12,10,8,5,10,10,10,13,8,10,9,9,6,13,6,14,6,9,9,11,14,11,14,14,12,14,4,6,6,6,4,4,4,4,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"3713300HN14",3,9,13,1,14,3,11,11,4,4,1,5,7,5,4,4,13,13,13,4,7,4,1,12,4,13,13,9,3,3,3,13,13,13,13,13,9,9,9,13,13,13,13,13,9,7,7,7,7,7,7
"37175000TC1",5,8,8,7,7,8,8,3,3,12,12,12,12,12,10,2,2,8,2,2,2,2,2,5,8,8,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3703100ATSL",3,3,3,11,1,6,11,11,5,5,7,13,5,3,3,1,5,5,13,4,7,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"371150SANDY",5,8,8,7,7,8,8,3,3,12,12,12,2,12,10,2,2,8,2,2,2,2,2,5,8,8,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37175000TC7",5,8,8,7,7,8,8,3,3,12,12,12,12,12,10,2,2,8,2,2,2,2,2,5,8,8,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3719700EBND",7,5,10,8,6,9,12,10,13,8,2,8,9,6,13,6,14,6,9,9,11,14,11,14,14,12,10,5,8,8,6,4,6,10,10,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"37191000023",9,11,3,10,14,14,6,5,14,1,1,13,5,14,11,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37191000022",9,11,3,10,14,14,6,5,14,1,1,13,5,14,11,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37191000021",9,11,3,10,14,14,6,5,14,1,1,13,5,14,11,13,1,1,1,12,12,1,13,3,2,13,13,9,3,11,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"3703100MASM",3,3,3,11,1,6,11,11,5,5,7,13,5,3,3,1,5,5,13,4,7,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"3712700P05A",11,11,1,10,4,11,6,14,5,1,5,11,6,14,11,13,1,1,1,7,12,1,13,3,2,2,9,11,2,13,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"370970000CD",2,12,12,2,6,9,12,10,13,8,2,8,4,9,2,8,12,10,14,14,14,3,3,8,5,10,10,5,8,8,14,12,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"3719905-GRE",7,5,7,7,7,12,8,3,3,12,12,12,2,12,10,2,2,10,3,2,2,2,3,8,8,8,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3708700BE56",5,8,8,7,7,8,8,3,3,12,12,12,12,12,10,2,2,8,2,2,2,2,2,5,8,8,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"371570000IR",14,5,14,13,13,10,10,8,6,13,14,3,14,6,6,11,6,3,6,6,6,9,14,7,12,1,1,1,1,2,5,5,3,3,5,5,1,1,1,1,1,3,5,5,5,5,5,1,1,5,5
"3719700DCRK",7,5,10,8,6,9,12,10,13,8,2,8,9,9,2,6,14,6,14,14,11,3,11,14,14,12,10,5,8,8,6,4,6,10,10,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"370210050.1",7,8,8,7,7,8,8,3,3,12,12,12,12,12,10,2,2,8,2,2,2,2,2,5,8,8,8,10,10,10,10,10,10,10,10,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"370970000CS",2,12,10,8,6,9,12,10,13,8,2,8,4,9,2,8,12,10,14,14,14,3,3,8,5,10,10,5,8,8,14,14,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"3706100KENA",9,11,13,1,14,3,6,5,4,4,1,13,7,5,4,1,7,13,13,5,5,12,1,12,4,13,13,9,3,3,3,13,13,13,13,13,9,9,9,13,13,13,13,13,9,7,7,7,7,7,7
"37001000011",14,10,14,13,13,10,3,8,6,13,14,3,14,11,5,11,6,3,5,11,6,6,7,7,6,6,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"37081000RC2",12,10,14,13,13,10,3,8,6,13,14,3,8,2,6,14,6,3,6,6,9,9,14,7,12,1,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"37081000RC1",12,10,14,13,13,10,3,8,6,13,14,3,8,2,6,11,6,3,6,6,9,9,14,7,12,1,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"3710900LS12",2,7,7,6,12,12,2,2,9,2,8,4,4,10,12,10,8,2,14,10,8,10,8,2,10,5,5,7,7,7,12,8,8,14,7,14,4,4,14,14,14,4,4,4,4,4,2,2,2,2,2
"371170000BG",3,3,1,11,1,6,5,14,5,5,7,13,6,3,3,1,5,5,7,7,4,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"370210022.2",7,8,8,7,7,8,8,3,3,12,12,12,12,12,10,2,2,8,2,2,2,2,2,5,8,8,8,10,10,10,10,10,10,10,10,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3712700P08A",11,11,1,10,4,11,6,14,5,1,5,11,6,14,11,13,1,1,1,7,12,1,13,3,2,2,9,11,2,13,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"371490TR123",5,8,8,2,7,8,7,3,3,2,8,12,12,12,12,2,2,8,2,10,8,10,2,5,8,8,8,5,8,8,14,12,6,6,6,6,14,14,10,10,10,11,11,11,11,11,11,11,11,11,11
"37001000013",14,10,14,13,13,10,3,8,6,13,14,3,14,11,5,11,6,3,5,11,6,6,7,7,6,6,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"37125000BEN",6,6,2,12,9,1,9,13,2,6,4,14,8,11,5,14,11,14,5,11,9,5,9,6,6,6,4,13,5,5,4,6,12,8,2,7,8,8,8,8,8,7,12,12,12,12,12,12,9,8,8
"3703100BFT2",3,3,3,11,1,6,11,11,5,5,7,13,5,3,3,1,5,5,13,4,7,7,1,12,4,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"3703100BFT1",3,3,3,11,1,6,11,11,5,5,7,13,5,3,3,1,5,5,13,4,7,7,1,12,4,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"3710900LB34",2,7,7,6,12,12,2,2,9,2,8,4,4,10,12,10,8,2,14,10,8,10,8,2,10,5,5,7,7,7,12,8,8,14,7,14,4,4,14,14,14,4,4,4,4,4,2,2,2,2,2
"3708300CONC",11,3,1,11,1,6,6,14,5,1,5,11,6,3,11,13,1,1,7,7,4,7,4,13,13,2,9,11,2,13,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"3705100LR63",10,13,6,14,11,13,1,1,7,7,11,7,11,7,7,7,7,4,11,5,5,12,12,4,7,11,11,9,11,11,13,3,2,2,12,8,12,12,12,12,12,8,8,8,8,8,8,8,8,9,9
"3705500KTHK",3,3,3,11,1,6,5,14,5,5,7,13,5,3,3,1,5,5,7,7,4,7,4,13,13,4,2,2,9,9,9,9,9,9,9,9,13,13,13,9,9,9,9,9,13,13,13,13,13,13,13
"370970000FT",2,12,12,2,6,9,2,13,12,3,2,8,4,9,2,8,12,10,14,14,14,3,3,8,5,10,10,5,8,8,8,12,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"37001000001",14,10,14,13,13,10,3,8,6,13,4,14,14,11,5,11,6,14,6,11,6,9,7,6,6,6,4,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"3708100H29B",14,12,2,12,5,5,10,9,1,6,14,3,14,6,6,14,6,3,6,6,11,9,14,7,14,1,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"3716300GIDD",10,13,13,1,3,13,11,1,4,4,1,7,11,5,7,7,7,1,1,5,5,12,13,3,2,2,13,9,3,3,3,13,13,13,13,13,9,9,9,13,13,13,13,13,9,7,7,7,7,7,7
"3708100H29A",14,12,2,12,5,5,10,9,1,6,14,3,14,2,6,14,6,3,6,6,11,9,14,7,12,1,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"37005000004",7,5,10,8,8,12,7,10,13,8,2,8,2,9,2,8,12,6,14,14,14,14,11,8,5,10,10,5,8,8,14,12,4,4,4,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"3712700P07A",11,11,1,10,4,11,6,5,5,1,5,11,6,14,11,13,1,1,1,7,12,1,13,3,2,2,9,11,2,13,11,2,5,12,3,12,2,2,3,3,3,1,1,1,1,9,9,5,5,1,1
"37005000001",7,5,10,8,8,12,7,10,13,8,2,8,2,9,2,8,12,10,14,14,14,14,3,8,5,10,10,5,8,8,14,12,4,4,4,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"37001000007",14,10,14,13,13,10,3,8,6,13,14,3,14,11,5,11,6,3,6,11,6,9,7,7,6,6,4,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"370030000B1",7,7,12,2,8,12,2,2,12,2,2,4,4,10,2,8,12,10,14,14,14,3,3,8,5,10,10,5,8,8,14,12,6,10,10,4,4,4,10,10,10,11,11,11,11,11,11,11,11,11,11
"37001000005",14,10,14,13,13,10,3,8,6,13,14,3,14,11,5,11,6,3,5,6,6,6,14,7,6,6,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"37025001-02",8,2,12,5,9,1,9,12,8,3,3,9,10,8,8,12,10,11,10,8,10,8,5,11,1,14,7,8,14,12,8,14,14,11,11,2,7,7,7,7,4,10,10,10,10,10,4,4,4,4,4
"37001000004",14,10,14,13,13,10,10,8,6,13,14,3,14,11,5,11,6,3,6,6,6,6,14,7,6,6,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"37001000002",14,10,14,13,13,10,3,8,6,13,14,3,14,11,5,11,6,14,6,11,6,9,14,7,6,6,1,6,4,4,1,1,1,1,1,1,5,5,5,5,5,5,3,14,14,14,14,14,14,14,14
"370970000EM",2,12,10,8,6,9,12,10,13,8,2,8,4,9,2,8,12,6,14,14,11,3,3,8,5,10,10,5,8,8,14,12,6,10,10,4,4,4,10,10,10,10,10,11,11,11,11,11,11,11,11
"3719700SLIB",7,5,10,8,6,9,12,10,13,8,2,8,9,6,13,6,14,6,9,9,11,14,11,14,14,12,10,5,8,8,6,4,6,10,10,10,10,10,4,4,7,14,14,3,3,3,3,3,3,3,3
"37025001-08",8,2,12,6,9,1,9,12,8,3,3,9,13,8,8,12,10,11,8,3,10,8,5,11,1,14,7,8,14,12,8,14,14,11,11,2,7,7,7,7,4,10,10,10,10,10,4,4,4,4,4
