"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"3710900LS12",7,4,4,8,7,6,9,3,3,13,1,1,13,13,13,9,2,2,2,2,2
"371170000BG",10,13,10,12,12,11,2,10,11,2,4,8,8,5,5,5,5,5,5,5,5
"370210022.2",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"3712700P08A",12,11,10,13,12,11,2,10,4,2,8,5,11,8,2,8,5,5,5,5,5
"371490TR123",1,1,4,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"37001000013",4,5,6,6,9,7,4,8,9,7,9,11,10,10,10,10,10,10,10,10,10
"37125000BEN",11,9,11,11,3,7,1,8,5,7,7,11,2,1,6,2,7,7,7,1,1
"3703100BFT2",10,13,10,12,12,2,2,2,11,11,4,8,8,11,11,11,11,11,11,11,11
"3703100BFT1",10,13,10,12,12,2,2,2,11,11,4,8,8,11,11,11,11,11,11,11,11
"3710900LB34",7,4,4,8,7,6,9,3,3,13,1,1,13,13,13,9,2,2,2,2,2
"3708300CONC",10,13,10,13,12,11,2,10,4,2,8,8,8,5,5,5,5,5,5,5,5
"3705100LR63",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705500KTHK",10,13,10,13,12,11,2,2,4,2,4,8,8,5,5,5,5,5,5,5,5
"370970000FT",8,2,2,8,6,1,9,1,8,13,6,12,9,12,12,9,2,2,2,2,2
"37001000001",4,2,2,3,9,7,12,8,9,7,9,11,2,10,10,10,10,10,4,4,4
"3708100H29B",2,6,6,10,9,3,4,9,9,7,7,9,12,3,3,3,3,3,3,3,3
"3716300GIDD",12,11,12,9,11,12,7,7,12,11,10,7,5,8,2,11,8,6,6,9,9
"3708100H29A",2,6,3,10,9,3,1,8,9,7,7,9,12,3,3,3,3,3,3,3,3
"37005000004",7,6,3,2,7,13,3,9,8,9,9,12,9,12,12,9,13,13,13,13,13
"3712700P07A",12,11,10,13,12,11,7,10,4,2,8,5,11,8,2,8,5,5,5,5,5
"37005000001",2,6,3,2,7,13,3,9,8,6,9,12,9,12,12,9,13,13,13,13,13
"37001000007",4,2,6,3,9,7,12,8,9,7,9,11,10,10,10,10,10,10,10,10,10
"370030000B1",7,4,4,8,7,13,3,1,8,6,6,12,9,12,12,9,13,13,13,13,13
"37001000005",4,5,6,6,9,7,4,8,9,7,9,11,10,10,10,10,10,10,10,10,10
"37025001-02",6,8,7,2,10,1,13,5,7,12,12,6,6,1,6,2,7,7,7,7,8
"37001000004",4,5,6,6,9,7,4,8,9,7,9,11,10,10,10,10,10,10,10,10,10
"37001000002",4,2,2,3,9,7,12,8,9,7,9,11,10,10,10,10,10,10,10,10,10
"370970000EM",7,2,3,2,7,13,3,9,8,6,9,12,9,12,12,9,13,13,13,13,13
"3719700SLIB",8,6,3,2,1,1,3,9,8,9,9,9,12,3,3,3,3,3,3,3,3
"37025001-08",8,2,7,2,10,1,13,5,7,12,1,1,6,1,6,2,7,7,7,7,8
"37025001-07",6,8,7,2,10,1,13,13,7,12,12,6,6,1,6,1,7,7,7,7,8
"370030000B2",7,4,4,8,7,13,9,1,8,6,6,12,9,12,12,9,13,13,13,13,13
"37025001-04",6,8,7,1,2,1,13,13,7,12,12,6,6,1,6,1,1,1,1,7,8
"37125000EWD",11,9,11,11,3,7,10,11,5,10,5,11,7,7,7,6,6,8,8,8,1
"37143BETHEL",10,13,10,13,12,11,2,2,4,2,4,8,8,5,5,5,5,5,5,5,5
"3719300113A",7,4,3,2,7,13,3,3,8,6,6,12,9,12,12,9,13,13,13,13,13
"370970DV2-A",7,8,8,8,6,1,9,5,3,13,1,1,13,13,13,13,2,2,2,2,2
"3708500PR16",9,12,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"370070WADES",3,7,7,7,2,9,8,5,7,12,12,13,1,1,6,2,7,7,7,1,8
"3719903-EGY",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"37155000041",11,9,12,9,3,5,10,7,12,4,10,7,7,7,7,6,6,8,8,8,1
"37155000040",11,9,11,9,3,5,10,7,12,4,10,10,7,7,7,6,6,8,8,8,1
"3703100BOGU",10,13,10,12,13,2,7,2,11,11,4,8,8,11,11,11,11,11,11,11,11
"3714500HLWY",4,5,6,6,5,4,7,10,10,8,2,2,10,10,4,4,4,4,10,10,10
"370970DV2-B",7,8,8,8,6,1,9,13,3,13,1,1,13,13,13,13,2,2,2,2,2
"37183016-06",12,12,5,13,4,10,5,4,2,5,11,4,4,4,8,7,9,9,9,6,6
"37183016-05",12,12,5,11,4,10,5,4,2,5,11,4,4,4,8,7,9,9,9,6,6
"37183016-04",12,12,5,13,4,10,5,4,2,5,11,4,4,4,8,7,9,9,9,6,6
"37183016-03",12,12,5,13,4,10,5,4,2,5,11,4,4,4,8,7,9,9,9,6,6
"37183016-02",12,12,5,13,4,10,5,4,2,5,11,4,4,4,8,7,9,9,9,6,6
"37183016-01",5,12,12,13,4,10,5,4,2,5,11,4,4,8,2,8,8,6,6,9,9
"3708500PR01",9,12,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"370210041.1",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"3703100IBSP",10,13,10,12,13,2,2,2,11,11,4,8,8,11,11,11,11,11,11,11,11
"3708500PR08",9,12,12,11,11,10,11,11,5,10,5,10,11,2,7,8,8,6,6,9,9
"3708500PR07",9,12,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"37155000034",11,9,11,9,3,5,10,7,5,4,5,10,7,7,7,6,6,8,8,8,1
"37155000033",11,9,11,9,11,12,11,7,12,4,10,10,7,7,7,6,6,8,8,8,1
"3719908-CRA",1,1,1,4,7,13,3,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"3703100CISL",10,13,10,13,12,2,2,2,11,2,4,8,8,5,5,5,5,5,5,5,5
"37155000030",11,9,11,9,3,5,10,7,12,4,10,10,7,7,7,6,6,8,8,8,1
"370830BUTWD",12,13,10,13,12,11,7,10,4,2,8,8,8,5,5,8,8,5,5,5,5
"37131SEABOA",10,13,10,13,12,11,2,10,4,2,4,8,8,5,5,5,5,5,5,5,5
"37025001-11",6,8,7,2,10,1,13,13,7,12,13,1,6,1,6,2,1,1,1,7,8
"37025001-10",8,2,7,2,10,1,13,13,7,12,1,1,6,1,6,2,1,1,1,1,8
"370210019.1",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"37155000039",11,9,11,9,3,5,10,7,5,4,10,10,7,7,7,6,6,8,8,8,1
"37155000038",11,9,11,9,3,5,10,7,5,4,10,10,7,7,7,6,6,8,8,8,1
"37057000088",8,5,3,10,1,3,1,9,6,9,7,9,12,3,3,3,3,3,3,3,3
"37155000037",11,9,11,9,3,5,10,7,12,4,10,7,7,7,11,6,6,8,8,8,1
"37155000036",11,9,11,9,3,5,10,7,12,4,10,10,7,7,7,6,6,8,8,8,1
"37155000035",11,9,11,9,3,5,10,7,12,4,10,10,7,7,7,6,6,8,8,8,1
"37057000084",2,6,3,10,1,3,1,1,6,9,6,9,12,3,3,3,3,3,3,3,3
"3700700GULL",3,9,11,9,3,5,1,1,7,12,12,13,1,1,6,2,7,7,7,1,1
"37057000082",8,6,3,10,1,3,1,1,6,9,6,9,12,3,3,3,3,3,3,3,3
"3719300115A",7,6,3,2,7,13,3,1,8,6,9,12,9,12,12,9,13,13,13,13,13
"3704700P02B",11,9,12,9,3,5,10,7,12,4,10,7,5,11,11,11,11,11,11,11,11
"37057000076",8,5,2,10,1,3,1,1,6,6,6,13,12,3,3,3,3,3,3,3,3
"37057000074",8,2,2,10,1,3,1,1,6,6,6,13,1,1,6,3,3,3,3,3,3
"37057000072",8,2,3,10,1,3,1,1,6,6,7,9,12,3,3,3,3,3,3,3,3
"37147001101",10,13,10,12,13,2,2,10,11,11,4,8,8,5,5,5,5,5,5,5,5
"370810MON2B",4,5,6,6,9,7,4,8,6,9,7,11,10,10,10,10,10,10,10,10,10
"37057000070",8,2,2,10,1,3,1,1,6,6,6,9,12,3,3,3,3,3,3,3,3
"370810MON2A",2,5,6,6,9,7,4,8,6,9,7,11,10,10,10,10,10,10,10,10,10
"371170000HS",10,13,10,13,12,11,2,10,4,2,8,8,8,5,5,5,5,5,5,5,5
"37183016-09",12,12,12,11,4,10,5,4,2,5,11,4,4,4,8,7,9,9,9,6,6
"37183016-07",12,12,5,13,4,10,5,4,2,5,11,4,4,4,8,7,9,9,9,6,6
"37057000078",8,6,2,2,1,1,1,1,6,12,6,12,1,1,6,2,7,7,7,1,8
"3714500WDSD",4,5,6,6,5,4,7,10,10,8,2,2,10,10,10,10,10,10,10,10,10
"371170000HM",10,13,10,13,12,11,2,10,4,2,4,8,8,5,5,5,5,5,5,5,5
"3704700P01A",11,9,12,9,3,5,10,7,12,4,10,7,5,11,11,11,11,11,11,11,11
"37125000VSS",11,9,11,11,11,5,10,11,9,10,5,10,7,7,7,6,6,8,8,8,1
"3707500WEST",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"3714701508B",10,13,10,12,13,2,2,10,11,11,4,8,8,5,5,5,5,5,5,5,5
"3714701508A",10,13,10,12,13,2,2,10,11,11,4,8,8,5,5,5,5,5,5,5,5
"37037000085",11,12,5,3,9,7,1,8,9,7,7,11,2,2,10,10,10,10,4,4,4
"37183016-11",12,12,5,13,4,10,5,4,2,5,11,4,4,8,2,8,8,6,6,6,6
"37183016-10",5,12,12,13,4,10,5,4,2,5,11,4,4,4,2,8,8,6,6,6,6
"3718100HTOP",12,11,10,5,12,11,7,10,4,2,8,5,10,10,4,4,4,4,10,10,10
"3715500005A",11,9,11,9,3,5,10,7,12,4,10,10,7,7,7,6,6,8,8,8,1
"371170000GR",10,13,10,13,12,11,2,10,11,2,4,8,8,5,5,5,5,5,5,5,5
"3705500CHCA",10,13,10,13,12,11,2,2,4,2,4,8,8,5,5,5,5,5,5,5,5
"371170000GN",10,13,10,13,12,11,2,10,4,2,8,8,8,5,5,5,5,5,5,5,5
"370210063.1",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"3700500006A",7,6,3,2,7,13,3,1,8,6,9,12,9,12,12,9,13,13,13,13,13
"37051SL78-3",9,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"371050000D2",9,9,11,3,9,12,11,11,9,7,7,10,2,2,10,10,10,10,4,4,4
"371050000D1",11,9,11,11,9,7,10,11,5,7,7,10,2,2,10,10,10,10,4,4,4
"37037000075",9,3,5,3,5,4,12,12,10,8,2,2,2,2,4,4,4,4,4,4,4
"37037000078",9,12,5,3,5,4,12,12,10,8,2,2,2,2,4,4,4,4,4,4,4
"3714701507B",10,10,10,12,13,2,2,10,11,11,8,8,8,5,5,5,5,5,5,5,5
"37065001401",10,13,10,13,13,11,7,10,4,2,8,5,11,8,5,5,5,6,6,9,5
"37099000CAN",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"3703300ANDE",4,5,6,6,9,3,4,8,10,8,2,2,10,10,10,10,10,10,10,10,10
"37099000CAS",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"371050000C2",9,12,11,11,11,12,11,11,5,10,5,10,7,7,10,10,10,10,4,4,4
"371370002OT",10,13,10,12,12,2,2,2,11,11,4,8,8,5,5,5,5,5,5,5,5
"371050000C1",9,12,11,11,11,12,11,11,5,10,5,10,2,2,10,10,10,10,4,4,4
"3707700OKHL",4,5,13,6,5,4,7,10,10,8,2,5,10,10,4,4,4,4,10,10,10
"37097000ST5",7,4,4,8,7,13,9,1,8,6,6,12,9,12,12,9,13,13,13,13,13
"37097000ST4",7,4,4,8,7,1,9,1,8,6,6,12,9,12,12,9,13,13,13,13,13
"37097000ST3",7,4,4,8,7,13,9,1,8,6,6,12,9,12,12,9,13,13,13,13,13
"37097000ST2",8,2,4,8,10,1,9,1,8,12,6,12,9,12,12,9,13,13,13,13,13
"37097000ST1",8,2,4,8,6,1,9,1,8,12,6,12,9,12,12,9,13,13,13,13,13
"3713300NM13",13,10,12,12,3,2,7,2,11,11,4,7,5,11,11,11,11,11,11,11,11
"37183005-08",5,3,13,3,4,4,12,12,10,5,2,2,2,2,4,4,4,4,4,4,4
"37183005-07",5,3,5,3,5,4,12,12,10,8,2,2,2,2,4,4,4,4,4,4,4
"37097000ST6",7,4,4,8,6,1,9,1,8,13,6,12,9,12,12,9,13,13,13,13,13
"371190238.1",6,8,7,1,6,1,13,13,1,13,1,6,13,1,6,2,1,1,2,2,2
"3707900WALS",13,13,10,12,13,11,7,10,11,11,8,5,11,8,2,5,5,6,6,9,9
"37083000HOL",12,11,10,13,12,11,2,10,4,2,8,8,8,5,5,8,8,5,5,5,5
"371050000E1",9,12,5,11,11,12,11,11,9,10,5,10,2,2,10,10,10,10,4,4,4
"370550000MH",10,13,10,13,12,11,2,2,4,2,4,8,8,5,5,5,5,5,5,5,5
"370450MULLS",7,4,4,8,8,8,6,3,3,3,1,1,9,12,12,13,13,13,13,13,13
"37183009-02",12,11,12,13,4,10,7,10,4,5,11,5,11,8,2,8,8,6,6,9,9
"3714100SC13",13,10,9,9,13,2,10,7,11,4,10,7,5,11,11,11,11,11,11,11,11
"37183009-01",12,11,12,5,4,10,7,10,2,2,8,5,11,8,2,8,8,6,6,6,6
"371050000E2",9,12,5,11,11,12,11,11,9,10,5,10,2,2,10,10,10,10,4,4,4
"3708100H19A",2,6,3,10,1,3,1,8,9,6,7,9,12,3,3,3,3,3,3,3,3
"37183005-06",5,3,13,3,4,4,5,12,5,8,2,2,2,2,4,4,4,4,4,4,4
"37125000WAB",11,9,11,11,3,7,10,11,5,10,5,11,7,7,7,6,6,8,8,8,1
"37183005-05",5,3,13,3,5,10,12,12,2,8,2,2,2,2,4,4,4,4,4,4,4
"37183005-03",5,3,13,3,5,10,5,12,2,5,2,2,2,2,8,7,9,9,9,6,6
"37183005-01",5,3,13,3,4,4,5,12,5,8,2,2,2,2,4,4,4,4,4,4,4
"37183009-03",12,11,12,13,12,10,7,10,4,2,8,5,11,8,2,8,8,6,6,9,9
"3714701504B",10,10,10,12,13,2,2,10,11,11,8,8,8,5,5,5,5,5,5,5,5
"3714701504A",10,10,10,12,13,2,2,10,11,11,8,8,8,5,5,5,5,5,5,5,5
"3708100H19B",2,6,3,10,1,3,1,8,9,7,7,9,12,3,3,3,3,3,3,3,3
"370830RINGW",12,13,10,13,12,11,2,10,4,2,8,8,8,5,5,8,8,5,5,5,5
"37181000EH1",12,11,10,5,12,11,7,10,4,2,8,5,10,10,4,4,4,4,10,10,10
"3719700BNVL",8,6,3,2,7,13,3,9,8,9,9,12,9,3,3,3,3,3,3,3,3
"371170000CR",10,13,10,12,12,11,2,10,11,2,4,8,8,5,5,5,5,5,5,5,5
"3705100CC17",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705100CC16",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705100CC15",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705100CC14",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705100CC13",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"37119000207",6,8,8,1,10,6,13,13,3,13,1,1,13,13,13,13,2,2,2,2,2
"3705100CC12",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"37119000206",7,8,8,1,10,1,9,13,7,12,1,1,13,13,13,13,2,2,2,2,2
"37119000205",6,8,7,1,6,6,13,13,1,1,13,6,6,1,6,1,1,1,1,7,7
"3705100CC10",11,9,11,11,11,12,11,11,12,10,5,10,7,7,7,6,6,8,8,8,1
"37119000203",6,7,7,1,6,6,13,13,1,1,13,6,6,1,6,1,1,1,1,7,7
"37119000202",7,8,8,1,10,1,13,13,3,13,1,1,13,13,13,13,2,2,2,2,2
"37119000201",6,7,7,2,2,1,8,13,7,12,12,6,6,6,6,1,7,7,7,7,7
"37119000200",6,8,8,1,6,9,9,3,3,13,13,6,13,13,13,13,2,2,1,7,7
"3705100CC19",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705100CC18",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"371010PR31B",12,12,12,11,4,12,11,4,2,10,5,5,11,8,2,8,8,6,6,9,9
"371010PR31A",12,12,12,11,11,12,5,4,2,10,5,5,11,8,2,8,8,6,6,9,9
"37119000209",6,8,7,1,10,6,13,13,3,13,1,1,13,13,13,13,2,2,2,2,2
"37119000208",7,8,8,8,6,6,9,1,3,13,1,1,13,13,13,13,2,2,2,2,2
"3705100LI65",9,11,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"370830FAUCT",12,13,10,13,12,11,2,10,4,2,8,8,8,5,5,8,5,5,5,5,5
"37025008-00",8,2,2,2,10,9,13,5,7,12,12,13,1,1,6,2,7,7,7,1,8
"370210028.1",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"37065000501",10,13,10,13,12,11,2,10,4,2,8,8,8,5,5,5,5,5,5,5,5
"3705100CC06",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705100CC05",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3712700P20A",12,11,10,13,12,11,2,10,4,2,8,8,8,5,5,8,5,5,5,5,5
"3705100CC04",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"3705100CC03",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
"370210015.1",1,1,1,4,8,8,6,6,13,3,3,3,3,9,9,12,12,12,12,12,12
"3707700WOEL",12,5,13,6,5,4,7,10,2,2,8,5,10,10,4,4,4,4,10,10,10
"37081000OR2",4,5,6,6,9,3,4,9,6,7,7,11,10,10,10,10,10,10,10,10,10
"3705100CC01",11,9,11,11,11,12,11,11,5,10,5,10,7,7,7,6,6,8,8,8,1
