"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"37167000020",11,13,11,10,13,12,13,1,1,14,1,5,2,10,6,10,10,10,13,14,6,6,13,14,14,3,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37183004-05",5,6,5,3,3,3,6,8,4,3,13,3,13,13,3,3,12,9,1,3,3,7,9,9,2,6,6,6,6,12,12,12,12,1,1,8,8,9,8,8,8,8,8,8,8,8,8,8,8,12,12
"37125000WND",8,8,7,2,13,5,11,10,10,14,8,1,2,3,5,10,9,5,8,12,13,13,11,12,7,1,4,2,11,3,8,3,3,11,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37191000029",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37183004-04",5,6,5,3,3,3,6,8,4,8,14,14,9,13,3,3,12,9,1,5,3,7,9,9,2,6,6,6,6,12,12,12,12,12,12,10,8,9,8,8,8,8,8,8,8,8,8,8,8,12,12
"3700100003N",10,13,13,6,4,5,4,6,10,11,7,13,7,4,14,12,14,8,12,7,12,3,12,4,7,9,5,5,5,6,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37191000028",2,5,14,13,6,6,2,7,7,2,2,10,8,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37183004-03",5,6,5,3,3,3,6,14,4,8,14,14,9,13,3,3,12,9,1,5,3,7,9,9,2,6,6,6,6,12,12,12,12,12,12,10,8,9,8,8,8,8,8,8,8,8,8,8,8,12,12
"37191000027",2,5,14,13,6,6,2,7,7,2,2,10,8,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"370210044.1",4,12,1,1,1,1,12,13,13,12,12,4,12,12,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"37183004-02",5,6,5,3,3,3,6,8,4,8,14,14,9,13,3,3,12,9,1,5,3,7,9,9,2,6,6,6,6,12,12,12,12,12,12,10,8,9,8,8,8,8,8,8,8,8,8,8,8,12,12
"37191000026",2,5,14,13,6,6,2,7,7,2,2,10,8,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37183004-01",5,6,5,3,3,3,6,8,4,8,14,14,9,13,3,3,12,9,1,5,3,7,9,9,2,6,6,6,6,12,12,12,12,12,12,10,8,9,8,8,8,8,8,8,8,8,8,8,8,12,12
"37167000028",11,13,7,10,13,5,11,10,1,14,1,5,2,10,6,10,10,10,6,2,6,6,13,14,14,3,3,9,11,7,2,2,2,4,4,4,6,2,2,11,14,11,2,2,2,2,2,2,7,5,5
"37191000024",9,5,14,13,6,6,2,7,7,6,8,1,8,9,1,6,5,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"3716300CLNE",9,9,7,5,2,6,2,7,7,6,8,9,14,6,5,6,5,6,9,1,1,1,1,11,6,2,7,1,7,4,11,10,10,8,10,12,3,3,3,1,1,1,1,1,1,10,10,10,10,10,1
"37167000027",11,13,11,10,13,5,11,10,1,14,1,5,2,10,6,10,10,10,6,14,6,6,13,14,14,3,3,9,11,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37167000026",11,13,7,10,13,12,13,10,1,14,1,5,2,10,6,10,10,10,6,14,6,6,13,14,14,3,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,11,2,2,2,2,2,2,7,5,5
"37167000025",1,7,11,2,5,12,13,1,1,14,1,5,2,10,6,10,10,10,13,14,6,6,13,14,14,3,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"3700100003W",10,13,13,6,4,5,4,6,10,11,7,13,7,4,14,12,14,8,12,7,12,3,12,4,7,1,5,5,5,6,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37167000024",11,13,11,10,12,12,13,1,1,14,1,5,2,10,6,10,10,10,13,14,6,6,13,14,14,3,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37167000023",11,13,11,10,12,12,13,10,1,14,1,5,2,10,6,10,10,10,13,14,6,6,13,14,14,3,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37025012-03",12,1,4,10,12,12,13,10,1,14,1,5,6,11,12,1,3,7,13,14,6,2,14,13,10,10,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"370810NWASH",10,10,13,6,4,4,4,6,10,11,11,11,7,4,11,12,14,8,12,7,12,3,12,4,4,9,5,5,5,6,3,3,4,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37023000066",13,1,10,12,10,10,1,5,14,13,5,12,3,2,7,14,7,14,10,4,4,10,8,10,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"37023000065",13,4,10,12,10,10,12,5,14,13,5,12,3,2,4,4,2,14,10,4,4,10,8,10,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"37123000STA",11,13,6,2,13,5,11,4,10,14,1,1,2,10,6,1,3,7,6,2,13,13,11,12,7,3,3,9,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37023000064",13,1,10,12,10,10,12,5,14,13,5,12,3,2,7,2,2,14,2,4,4,10,8,10,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"37023000062",13,4,10,12,10,10,1,5,14,13,5,12,3,2,7,14,2,14,10,4,4,10,8,10,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"37025012-09",1,7,4,10,12,12,13,10,1,14,1,5,6,11,12,1,3,7,13,14,6,2,2,13,10,10,3,8,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37147001501",6,2,14,8,14,6,3,2,2,2,9,8,8,8,8,11,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"37025012-08",1,7,4,10,12,12,13,10,1,14,1,5,6,11,12,10,10,13,13,14,6,2,2,13,10,10,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37025012-06",1,1,4,10,12,12,13,10,1,14,1,5,6,11,12,10,10,13,13,14,6,2,2,13,10,10,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37025012-05",1,1,4,10,12,12,13,10,1,14,1,5,6,11,12,1,3,7,13,14,6,2,2,13,10,10,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37025012-04",1,1,4,10,12,12,13,10,1,14,1,5,6,11,12,1,3,7,13,14,6,2,2,13,10,10,3,9,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37147001509",2,2,14,8,14,14,3,2,2,7,9,8,8,8,8,11,11,11,5,9,1,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"37147001507",2,2,14,8,14,14,3,2,2,7,9,8,8,8,8,11,11,11,5,9,1,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"37147001506",2,2,14,8,14,14,3,2,2,7,9,8,8,8,8,11,11,11,5,1,1,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"37191000018",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37191000017",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37023000070",13,1,10,12,10,10,1,5,14,13,5,12,3,2,4,4,2,14,10,4,4,10,8,10,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"3714100LT18",9,9,8,7,7,9,9,7,9,9,3,9,14,6,9,13,5,6,9,9,7,9,7,1,1,11,12,12,1,8,10,4,8,3,3,3,10,1,1,3,3,10,10,10,11,1,1,1,1,1,10
"37191000016",2,5,14,13,6,6,2,7,7,2,2,10,8,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"3712700P06A",6,5,2,13,8,2,8,3,8,2,2,10,5,8,8,6,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,10,12,9,8,10,10,10,3,9,9,9,9,9,9,9,9,9
"37147001503",2,2,14,8,14,14,3,2,2,7,9,8,8,8,8,11,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"37191000015",2,5,14,8,2,6,2,7,7,2,2,8,8,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37191000014",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37067000405",14,14,12,11,9,7,7,4,12,4,4,11,11,7,11,7,8,3,7,13,14,14,4,2,9,4,8,10,3,9,5,13,13,13,13,6,4,4,4,4,4,4,4,7,7,7,7,7,2,2,2
"37191000013",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37067000404",14,14,12,11,9,7,7,12,12,4,4,11,11,7,11,7,8,3,7,13,14,14,4,2,9,4,8,10,3,9,5,13,13,13,13,6,4,4,4,4,4,4,4,7,7,7,7,7,2,2,2
"3712500WKWD",8,8,6,2,13,9,9,14,4,6,8,1,2,3,5,5,9,5,8,12,13,13,11,12,7,1,4,2,2,10,3,8,3,11,9,9,3,3,3,1,1,1,1,1,10,11,11,11,11,11,11
"3707700EAOX",3,10,13,13,3,2,8,3,3,4,7,10,5,5,13,8,1,8,3,3,11,3,3,5,12,5,11,4,4,11,1,1,1,1,1,8,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8
"37067000403",14,14,12,11,9,7,7,12,12,4,11,11,11,7,11,7,8,3,7,13,14,14,4,2,9,4,8,10,3,9,5,13,13,13,13,6,4,4,4,4,4,4,4,7,7,7,7,7,2,2,2
"37067000402",14,14,12,11,9,7,7,4,12,4,4,11,11,7,11,7,8,3,7,13,14,14,4,2,9,4,8,10,3,9,5,13,13,13,13,6,4,4,4,4,4,4,4,7,7,7,7,7,2,2,2
"37067000401",14,14,12,11,9,7,7,4,6,4,4,11,11,7,11,7,8,3,7,13,14,14,4,2,9,4,8,10,5,6,13,13,13,13,13,6,4,4,4,4,4,4,4,7,7,7,7,7,2,2,2
"3713300HN14",2,9,8,5,2,14,2,7,9,9,9,8,8,9,9,13,5,11,5,9,7,9,7,1,1,11,12,12,1,8,10,4,8,3,3,3,10,1,1,3,3,10,10,10,11,1,1,1,1,1,10
"37175000TC1",4,12,1,1,1,1,12,13,13,12,12,4,12,12,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"3703100ATSL",2,2,2,8,14,14,3,2,2,7,9,8,8,9,1,11,11,12,11,11,5,9,7,1,1,11,11,12,1,8,10,4,8,3,3,1,1,1,1,3,3,10,10,10,11,1,1,1,1,1,10
"371150SANDY",4,12,1,1,1,1,12,13,13,12,12,4,12,12,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"37175000TC7",4,12,1,1,1,1,12,13,13,12,12,4,12,12,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"3719700EBND",14,14,12,11,9,7,7,12,12,10,5,7,11,7,11,7,7,14,10,4,10,4,4,3,3,8,8,10,9,9,5,13,13,13,13,13,4,4,4,4,4,4,4,7,7,7,7,7,2,2,2
"37191000023",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37191000022",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37191000021",2,5,14,13,6,6,2,7,7,2,2,10,5,9,1,6,6,11,5,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"3703100MASM",2,2,2,8,14,14,3,2,2,7,9,8,8,9,1,11,6,12,11,11,5,9,7,1,1,11,12,12,1,8,10,4,8,3,3,3,10,1,1,3,3,10,10,10,11,1,1,1,1,1,10
"3712700P05A",6,5,2,13,8,2,8,3,8,2,2,10,5,8,8,6,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"370970000CD",12,1,10,12,9,10,7,12,1,10,5,12,11,14,2,2,7,14,10,4,10,4,14,3,3,8,10,3,9,9,5,5,5,5,5,6,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"3719905-GRE",4,12,1,1,1,1,1,13,13,12,12,12,12,12,7,14,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,5,5,5,7,7,13,13,7,13,13,13,13,13,13,13,13,13,13,13
"3708700BE56",4,12,1,1,1,1,12,13,13,12,12,4,12,12,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"371570000IR",10,10,13,6,4,4,4,4,6,4,7,13,7,4,13,12,14,8,7,7,12,3,12,4,4,9,5,5,5,5,9,9,9,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3719700DCRK",14,14,12,11,9,7,7,12,12,10,5,7,11,14,7,14,7,14,10,4,10,4,4,3,3,8,8,10,9,9,5,13,5,5,5,13,4,7,13,7,7,7,7,7,7,7,7,7,2,2,2
"370210050.1",4,12,1,1,1,1,12,13,13,12,12,4,12,12,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"370970000CS",12,1,10,12,9,10,7,12,1,10,5,7,11,14,2,14,7,14,10,4,10,4,14,3,3,8,10,8,9,9,5,5,5,5,5,6,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13
"3706100KENA",2,9,8,5,2,6,2,7,7,6,8,8,8,9,1,6,5,6,9,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"37001000011",10,10,13,6,4,5,4,6,6,4,7,13,7,4,14,12,14,8,12,7,12,3,12,4,7,9,4,7,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37081000RC2",11,10,6,6,4,4,4,6,10,11,7,13,7,4,14,12,14,8,12,7,12,3,12,4,7,1,5,5,5,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37081000RC1",10,10,13,6,4,4,4,6,10,11,7,13,4,4,11,12,14,8,12,7,12,3,12,4,7,9,5,5,5,6,3,3,4,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3710900LS12",12,1,9,9,11,13,1,5,14,5,10,2,1,2,2,2,2,2,2,10,10,10,8,10,13,14,9,8,14,14,7,14,14,14,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7
"371170000BG",6,2,2,8,14,14,3,2,2,7,9,10,5,8,8,11,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"370210022.2",4,12,1,1,1,1,12,13,13,12,12,4,12,12,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"3712700P08A",6,5,2,13,8,2,8,3,8,2,2,10,5,8,8,6,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"371490TR123",4,4,9,1,1,1,12,13,13,13,5,4,3,2,4,4,4,4,4,8,8,8,10,8,8,13,13,13,13,13,6,6,6,6,6,7,7,13,7,13,13,13,13,13,13,13,13,4,4,4,4
"37001000013",10,13,5,6,4,5,4,6,6,4,7,13,7,4,14,12,14,8,12,7,12,3,12,4,7,9,4,7,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37125000BEN",11,13,6,2,13,5,11,10,10,14,1,1,2,10,5,10,9,5,6,2,13,13,11,12,7,1,4,7,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"3703100BFT2",2,2,2,8,14,14,3,2,2,7,9,8,8,9,1,11,6,12,11,11,5,9,7,1,1,11,12,12,1,8,10,4,8,3,3,3,10,1,1,3,3,10,10,10,11,1,1,1,1,1,10
"3703100BFT1",2,2,2,8,14,14,3,2,2,7,9,8,8,9,1,11,6,12,11,11,5,9,7,1,1,11,12,12,1,8,10,4,8,3,3,3,10,1,1,3,3,10,10,10,11,1,1,1,1,1,10
"3710900LB34",12,1,9,9,11,13,1,5,14,5,10,2,1,2,2,2,2,2,2,4,10,10,8,10,13,14,9,8,14,14,7,14,14,14,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7
"3708300CONC",6,2,2,13,8,2,8,3,8,2,2,10,5,8,8,11,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"3705100LR63",8,8,7,5,2,8,2,9,7,6,8,1,10,3,5,5,9,5,8,12,9,11,6,6,11,12,2,2,2,10,8,8,3,11,9,9,3,3,3,1,1,1,1,1,10,11,11,11,11,11,11
"3705500KTHK",6,2,2,8,14,14,3,2,2,7,9,8,8,8,8,11,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"370970000FT",12,11,10,12,11,12,10,12,1,13,4,7,3,14,2,2,7,2,10,4,10,4,14,3,13,14,10,8,9,9,5,5,5,5,5,6,13,5,5,5,5,5,5,5,5,5,5,5,5,7,7
"37001000001",11,13,6,6,4,5,4,6,10,11,7,13,7,4,14,1,14,8,12,7,12,3,11,4,7,9,4,7,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"3708100H29B",10,10,6,2,13,5,11,4,10,11,11,11,4,7,11,7,8,3,7,2,12,13,11,12,4,1,5,5,5,6,9,9,9,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3716300GIDD",9,9,8,5,2,6,2,7,7,2,8,1,14,6,5,6,5,6,9,1,1,9,1,11,6,2,7,1,7,4,11,10,10,8,10,12,9,8,9,9,9,9,3,3,1,10,10,10,10,10,1
"3708100H29A",10,10,6,2,9,5,11,4,10,11,11,11,4,7,11,7,8,7,13,2,13,13,11,12,4,1,5,5,5,6,9,9,9,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"37005000004",13,14,10,11,10,7,1,12,12,10,5,7,11,14,7,14,7,14,10,4,10,4,4,3,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"3712700P07A",6,5,2,13,8,2,8,3,8,2,2,10,5,8,8,6,11,12,11,11,5,5,5,7,5,5,11,4,4,11,4,11,11,10,8,1,1,10,10,10,10,3,9,9,9,9,9,9,9,9,9
"37005000001",13,14,10,11,10,10,1,12,12,10,5,7,11,14,7,14,7,14,10,4,10,4,4,3,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"37001000007",10,13,5,6,4,5,4,6,6,4,7,13,7,4,14,12,14,8,12,7,12,3,12,4,7,9,4,7,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"370030000B1",13,1,10,12,10,10,1,5,14,13,4,12,3,2,7,14,7,14,2,4,10,10,8,10,3,8,10,3,9,5,13,5,5,5,5,13,13,7,13,7,7,7,7,4,4,4,4,13,13,13,13
"37001000005",10,10,13,6,4,4,4,6,6,4,7,13,7,4,14,12,14,8,12,7,12,3,12,4,7,9,4,7,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37025001-02",1,7,4,10,12,12,13,10,1,14,6,6,2,10,6,10,10,13,13,14,6,6,2,13,10,10,3,14,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
"37001000004",10,10,13,6,4,4,4,6,6,4,7,13,7,4,14,12,14,8,12,7,12,3,12,4,4,9,4,7,11,6,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"37001000002",10,13,6,6,4,5,4,6,6,4,7,13,7,4,14,12,14,8,12,7,12,3,11,4,7,9,4,7,11,3,3,3,4,9,11,11,11,11,11,2,2,2,11,11,3,3,3,3,3,3,14
"370970000EM",14,14,12,12,9,10,7,12,12,10,4,7,11,14,2,14,7,14,10,4,10,4,4,3,3,8,10,10,9,9,5,13,5,5,5,6,13,4,4,4,4,4,4,7,7,7,7,7,2,2,2
"3719700SLIB",14,14,12,11,9,7,7,12,12,10,4,7,11,7,11,7,7,14,10,4,10,4,4,3,3,8,8,10,9,9,5,13,5,5,5,13,4,7,13,7,7,7,7,7,7,7,7,7,2,2,2
"37025001-08",1,7,4,10,12,12,13,10,1,14,1,5,2,11,12,10,10,13,13,14,6,2,2,13,10,10,3,14,8,7,2,2,2,4,4,4,6,2,2,11,14,14,14,14,2,2,2,2,7,5,5
